"Package","Dataset","Title","Rows","Columns"
"datasets","OrchardSprays","Potency of Orchard Sprays",64,4
"datasets","PlantGrowth","Results from an Experiment on Plant Growth",30,2
"datasets","Puromycin","Reaction Velocity of an Enzymatic Reaction",23,3
"datasets","Theoph","Pharmacokinetics of Theophylline",132,5
"datasets","Titanic","Survival of passengers on the Titanic",32,5
"datasets","ToothGrowth","The Effect of Vitamin C on Tooth Growth in Guinea Pigs",60,3
"datasets","UCBAdmissions","Student Admissions at UC Berkeley",24,4
"datasets","USArrests","Violent Crime Rates by US State",50,5
"datasets","USJudgeRatings","Lawyers' Ratings of State Judges in the US Superior Court",43,13
"datasets","USPersonalExpenditure","Personal Expenditure Data",5,6
"datasets","VADeaths","Death Rates in Virginia (1940)",5,5
"datasets","WorldPhones","The World's Telephones",7,8
"datasets","airquality","New York Air Quality Measurements",153,6
"datasets","anscombe","Anscombe's Quartet of 'Identical' Simple Linear Regressions",11,8
"datasets","attenu","The Joyner-Boore Attenuation Data",182,5
"datasets","attitude","The Chatterjee-Price Attitude Data",30,7
"datasets","cars","Speed and Stopping Distances of Cars",50,2
"datasets","chickwts","Chicken Weights by Feed Type",71,2
"datasets","crimtab","Student's 3000 Criminals Data",42,23
"datasets","esoph","Smoking, Alcohol and (O)esophageal Cancer",88,5
"datasets","euro","Conversion Rates of Euro Currencies",11,2
"datasets","faithful","Old Faithful Geyser Data",272,2
"datasets","freeny","Freeny's Revenue Data",39,6
"datasets","infert","Infertility after Spontaneous and Induced Abortion",248,8
"datasets","iris","Edgar Anderson's Iris Data",150,5
"datasets","islands","Areas of the World's Major Landmasses",48,2
"datasets","longley","Longley's Economic Regression Data",16,8
"datasets","morley","Michelson Speed of Light Data",100,4
"datasets","mtcars","Motor Trend Car Road Tests",32,12
"datasets","occupationalStatus","Occupational Status of Fathers and their Sons",8,8
"datasets","precip","Annual Precipitation in US Cities",70,1
"datasets","pressure","Vapor Pressure of Mercury as a Function of Temperature",19,2
"datasets","quakes","Locations of Earthquakes off Fiji",1000,5
"datasets","randu","Random Numbers from Congruential Generator RANDU",400,3
"datasets","rivers","Lengths of Major North American Rivers",141,1
"datasets","rock","Measurements on Petroleum Rock Samples",48,4
"datasets","sleep","Student's Sleep Data",20,3
"datasets","stackloss","Brownlee's Stack Loss Plant Data",21,4
"datasets","swiss","Swiss Fertility and Socioeconomic Indicators (1888) Data",47,7
"datasets","trees","Girth, Height and Volume for Black Cherry Trees",31,3
"datasets","volcano","Topographic Information on Auckland's Maunga Whau Volcano",87,61
"datasets","warpbreaks","The Number of Breaks in Yarn during Weaving",54,3
"datasets","women","Average Heights and Weights for American Women",15,2
"gap","PD","A study of Parkinson's disease and APOE, LRRK2, SNCA makers",825,22
"gap","aldh2","ALDH2 markers and Alcoholism",263,18
"gap","apoeapoc","APOE/APOC1 markers and Alzheimer's",353,8
"gap","cf","Cystic fibrosis data",186,24
"gap","crohn","Crohn's disease data",387,212
"gap","fa","Friedreich Ataxia data",127,13
"gap","fsnps","A case-control data involving four SNPs with missing genotype",432,10
"gap","hla","The HLA data",271,8
"gap","lukas","An example pedigree",85,4
"gap","mao","A study of Parkinson's disease and MAO gene",340,19
"gap","mhtdata","An example data for Manhattan plot",159312,8
"gap","nep499","A study of Alzheimer's disease with eight SNPs and APOE",499,23
"ggplot2","diamonds","Prices of 50,000 round cut diamonds",53940,10
"ggplot2","economics","US economic time series.",478,6
"ggplot2","midwest","Midwest demographics.",437,28
"ggplot2","movies","Movie information and user ratings from IMDB.com.",58788,24
"ggplot2","mpg","Fuel economy data from 1999 and 2008 for 38 popular models of car",234,11
"ggplot2","msleep","An updated and expanded version of the mammals sleep dataset.",83,11
"ggplot2","presidential","Terms of 10 presidents from Eisenhower to Bush W.",10,4
"ggplot2","seals","Vector field of seal movements.",1155,4
"lattice","barley","Yield data from a Minnesota barley trial",120,4
"lattice","environmental","Atmospheric environmental conditions in New York City",111,4
"lattice","ethanol","Engine exhaust fumes from burning ethanol",88,3
"lattice","melanoma","Melanoma skin cancer incidence",37,2
"lattice","singer","Heights of New York Choral Society singers",235,2
"lme4","Dyestuff","Yield of dyestuff by batch",30,2
"lme4","Dyestuff2","Yield of dyestuff by batch",30,2
"lme4","InstEval","University Lecture/Instructor Evaluations by Students at ETH",73421,7
"lme4","Pastes","Paste strength by batch and cask",60,4
"lme4","Penicillin","Variation in penicillin testing",144,3
"lme4","VerbAgg","Verbal Aggression item responses",7584,9
"lme4","cake","Breakage Angle of Chocolate Cakes",270,5
"lme4","cbpp","Contagious bovine pleuropneumonia",56,4
"lme4","grouseticks","Data on red grouse ticks from Elston et al. 2001",403,7
"lme4","sleepstudy","Reaction times in a sleep deprivation study",180,3
"mgcv","columb","Reduced version of Columbus OH crime data",49,8
"mlmRev","Chem97","Scores on A-level Chemistry in 1997",31022,8
"mlmRev","Contraception","Contraceptive use in Bangladesh",1934,6
"mlmRev","Early","Early childhood intervention study",309,4
"mlmRev","Exam","Exam scores from inner London",4059,10
"mlmRev","Gcsemv","GCSE exam score",1905,5
"mlmRev","Hsb82","High School and Beyond - 1982",7185,8
"mlmRev","Mmmec","Malignant melanoma deaths in Europe",354,6
"mlmRev","Oxboys","Heights of Boys in Oxford",234,4
"mlmRev","ScotsSec","Scottish secondary school scores",3435,6
"mlmRev","bdf","Language Scores of 8-Graders in The Netherlands",2287,28
"mlmRev","egsingle","US Sustaining Effects study",7230,12
"mlmRev","guImmun","Immunization in Guatemala",2159,13
"mlmRev","guPrenat","Prenatal care in Guatemala",2449,15
"mlmRev","star","Student Teacher Achievement Ratio (STAR) project data",26796,18
"nlreg","C1","Six Herbicide Data Sets",42,3
"nlreg","C2","Six Herbicide Data Sets",49,3
"nlreg","C3","Six Herbicide Data Sets",51,3
"nlreg","C4","Six Herbicide Data Sets",50,3
"nlreg","M2","Six Herbicide Data Sets",40,3
"nlreg","M4","Six Herbicide Data Sets",72,3
"nlreg","chlorsulfuron","Chlorsulfuron Data",51,3
"nlreg","daphnia","'Daphnia Magna' Data",136,2
"nlreg","helicopter","Helicopter Data",9,6
"nlreg","metsulfuron","Metsulfuron Methyl Data",40,3
"nlreg","ria","Radioimmunoassay Data",16,2
"plm","Cigar","Cigarette Consumption",1380,9
"plm","Crime","Crime in North Carolina",630,24
"plm","EmplUK","Employment and Wages in the United Kingdom",1031,7
"plm","Gasoline","Gasoline Consumption",342,6
"plm","Grunfeld","Grunfeld's Investment Data",200,5
"plm","Hedonic","Hedonic Prices of Census Tracts in the Boston Area",506,15
"plm","LaborSupply","Wages and Hours Worked",5320,7
"plm","Males","Wages and Education of Young Males",4360,12
"plm","Produc","US States Production",816,10
"plm","Snmesp","Employment and Wages in Spain",5904,8
"plm","SumHes","The Penn World Table, v. 5",3250,7
"plm","Wages","Panel Data of Individual Wages",4165,12
"plyr","baseball","Yearly batting records for all major league baseball players",21699,23
"pscl","AustralianElectionPolling","Political opinion polls in Australia, 2004-07",239,14
"pscl","AustralianElections","elections to Australian House of Representatives, 1949-2007",24,19
"pscl","EfronMorris","Batting Averages for 18 major league baseball players, 1970",18,7
"pscl","RockTheVote","Voter turnout experiment, using Rock The Vote ads",85,7
"pscl","UKHouseOfCommons","1992 United Kingdom electoral returns",521,12
"pscl","absentee","Absentee and Machine Ballots in Pennsylvania State Senate Races",22,8
"pscl","admit","Applications to a Political Science PhD Program",106,6
"pscl","bioChemists","article production by graduate students in biochemistry Ph.D. programs",915,6
"pscl","ca2006","California Congressional Districts in 2006",53,13
"pscl","iraqVote","U.S. Senate vote on the use of force against Iraq, 2002.",100,6
"pscl","politicalInformation","Interviewer ratings of respondent levels of political information",1807,8
"pscl","presidentialElections","elections for U.S. President, 1932-2012, by state",1047,4
"pscl","prussian","Prussian army horse kick data",280,3
"pscl","unionDensity","cross national rates of trade union density",20,5
"pscl","vote92","Reports of voting in the 1992 U.S. Presidential election.",909,9
"psych","Bechtoldt.1","Seven data sets showing a bifactor solution.",17,18
"psych","Bechtoldt.2","Seven data sets showing a bifactor solution.",17,18
"psych","Bechtoldt","Seven data sets showing a bifactor solution.",17,18
"psych","Dwyer","8 cognitive variables used by Dwyer for an example.",8,9
"psych","Gorsuch","Example data set from Gorsuch (1997) for an example factor extension.",10,11
"psych","Harman.5","5 socio-economic variables from Harman (1967)",12,6
"psych","Harman.8","Correlations of eight physical variables (from Harman, 1966)",8,9
"psych","Harman.political","Eight political variables used by Harman (1967) as example 8.17",8,9
"psych","Holzinger.9","Seven data sets showing a bifactor solution.",9,10
"psych","Holzinger","Seven data sets showing a bifactor solution.",14,15
"psych","Reise","Seven data sets showing a bifactor solution.",16,17
"psych","Schmid","12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation",12,13
"psych","Thurstone.33","Seven data sets showing a bifactor solution.",9,10
"psych","Thurstone","Seven data sets showing a bifactor solution.",9,10
"psych","Tucker","9 Cognitive variables discussed by Tucker and Lewis (1973)",9,10
"psych","affect","Two data sets of affect and arousal scores as a function of personality and movie conditions",330,20
"psych","bfi","25 Personality items representing 5 factors",2800,29
"psych","blot","Bond's Logical Operations Test - BLOT",150,35
"psych","burt","11 emotional variables from Burt (1915)",11,12
"psych","cities","Distances between 11 US cities",11,12
"psych","cubits","Galton's example of the relationship between height and 'cubit' or forearm length",9,9
"psych","cushny","A data set from Cushny and Peebles (1905) on the effect of three drugs on hours of sleep, used by Student (1908)",10,7
"psych","epi.bfi","13 personality scales from the Eysenck Personality Inventory and Big 5 inventory",231,13
"psych","galton","Galton's Mid parent child height data",928,2
"psych","heights","A data.frame of the Galton (1888) height and cubit data set.",348,2
"psych","income","US family income from US census 2008",44,4
"psych","iqitems","16 multiple choice IQ items",1525,16
"psych","msq","75 mood items from the Motivational State Questionnaire for 3896 participants",3896,92
"psych","neo","NEO correlation matrix from the NEO_PI_R manual",30,31
"psych","peas","Galton's Peas",700,2
"psych","sat.act","3 Measures of ability: SATV, SATQ, ACT",700,6
"psych","withinBetween","An example of the distinction between within group and between group correlations",16,10
"quantreg","Bosco","Boscovich Data",5,3
"quantreg","CobarOre","Cobar Ore data",38,3
"quantreg","Mammals","Garland(1983) Data on Running Speed of Mammals",107,4
"quantreg","barro","Barro Data",161,15
"quantreg","engel","Engel Data",235,2
"quantreg","uis","UIS Drug Treatment study data",575,18
"reshape2","french_fries","Sensory data from a french fries experiment.",696,10
"reshape2","smiths","Demo data describing the Smiths.",2,5
"reshape2","tips","Tipping data",244,7
"robustbase","Animals2","Brain and Body Weights for 65 Species of Land Animals",65,3
"robustbase","CrohnD","Crohn's Disease Adverse Events Data",117,9
"robustbase","NOxEmissions","NOx Air Pollution Data",8088,5
"robustbase","SiegelsEx","Siegel's Exact Fit Example Data",9,2
"robustbase","aircraft","Aircraft Data",23,5
"robustbase","airmay","Air Quality Data",31,4
"robustbase","alcohol","Alcohol Solubility in Water Data",44,7
"robustbase","ambientNOxCH","Daily Means of NOx (mono-nitrogen oxides) in air",366,14
"robustbase","bushfire","Campbell Bushfire Data",38,5
"robustbase","carrots","Insect Damages on Carrots",24,4
"robustbase","cloud","Cloud point of a Liquid",19,2
"robustbase","coleman","Coleman Data Set",20,6
"robustbase","condroz","Condroz Data",428,2
"robustbase","cushny","Cushny and Peebles Prolongation of Sleep Data",10,1
"robustbase","delivery","Delivery Time Data",25,3
"robustbase","education","Education Expenditure Data",50,6
"robustbase","epilepsy","Epilepsy Attacks Data Set",59,11
"robustbase","exAM","Example Data of Antille and May - for Simple Regression",12,2
"robustbase","hbk","Hawkins, Bradu, Kass's Artificial Data",75,4
"robustbase","heart","Heart Catherization Data",12,3
"robustbase","kootenay","Waterflow Measurements of Kootenay River in Libby and Newgate",13,3
"robustbase","lactic","Lactic Acid Concentration Measurement Data",20,2
"robustbase","milk","Daudin's Milk Composition Data",86,8
"robustbase","pension","Pension Funds Data",18,2
"robustbase","phosphor","Phosphorus Content Data",18,3
"robustbase","pilot","Pilot-Plant Data",20,2
"robustbase","possumDiv","Possum Diversity Data",151,9
"robustbase","pulpfiber","Pulp Fiber and Paper Data",62,8
"robustbase","radarImage","Satellite Radar Image Data from near Munich",1573,5
"robustbase","salinity","Salinity Data",28,4
"robustbase","starsCYG","Hertzsprung-Russell Diagram Data of Star Cluster CYG OB1",47,2
"robustbase","telef","Number of International Calls from Belgium",24,2
"robustbase","toxicity","Toxicity of Carboxylic Acids Data",38,10
"robustbase","vaso","Vaso Constriction Skin Data Set",39,3
"robustbase","wagnerGrowth","Wagner's Hannover Employment Growth Data",63,7
"robustbase","wood","Modified Data on Wood Specific Gravity",20,6
"rpart","car.test.frame","Automobile Data from 'Consumer Reports' 1990",60,9
"rpart","car90","Automobile Data from 'Consumer Reports' 1990",111,35
"rpart","cu.summary","Automobile Data from 'Consumer Reports' 1990",117,6
"rpart","kyphosis","Data on Children who have had Corrective Spinal Surgery",81,4
"rpart","solder","Soldering of Components on Printed-Circuit Boards",720,6
"rpart","stagec","Stage C Prostate Cancer",146,8
"sandwich","PublicSchools","US Expenditures for Public Schools",51,3
"sem","Bollen","Bollen's Data on Industrialization and Political Democracy",75,11
"sem","CNES","Variables from the 1997 Canadian National Election Study",1529,4
"sem","Klein","Klein's Data on the U. S. Economy",22,10
"sem","Kmenta","Partly Artificial Data on the U. S. Economy",20,5
"sem","Tests","Six Mental Tests",32,6
"survival","bladder","Bladder Cancer Recurrences",340,7
"survival","cancer","NCCTG Lung Cancer Data",228,10
"survival","cgd","Chronic Granulotomous Disease data",203,16
"survival","colon","Chemotherapy for Stage B/C colon cancer",1858,16
"survival","heart","Stanford Heart Transplant data",172,8
"survival","kidney","Kidney catheter data",76,7
"survival","leukemia","Acute Myelogenous Leukemia survival data",23,3
"survival","logan","Data from the 1972-78 GSS data used by Logan",838,4
"survival","lung","NCCTG Lung Cancer Data",228,10
"survival","mgus","Monoclonal gammapothy data",241,12
"survival","nwtco","Data from the National Wilm's Tumor Study",4028,9
"survival","ovarian","Ovarian Cancer Survival Data",26,6
"survival","pbc","Mayo Clinic Primary Biliary Cirrhosis Data",418,20
"survival","rats","Rat treatment data from Mantel et al",300,5
"survival","stanford2","More Stanford Heart Transplant data",184,5
"survival","tobin","Tobin's Tobit data",20,3
"survival","veteran","Veterans' Administration Lung Cancer study",137,8
"vcd","Arthritis","Arthritis Treatment Data",84,5
"vcd","Baseball","Baseball Data",322,25
"vcd","BrokenMarriage","Broken Marriage Data",20,4
"vcd","Bundesliga","Ergebnisse der Fussball-Bundesliga",14018,7
"vcd","Bundestag2005","Votes in German Bundestag Election 2005",16,6
"vcd","Butterfly","Butterfly Species in Malaya",24,2
"vcd","CoalMiners","Breathlessness and Wheeze in Coal Miners",32,4
"vcd","DanishWelfare","Danish Welfare Study Data",180,5
"vcd","Employment","Employment Status",24,4
"vcd","Federalist","'May' in Federalist Papers",7,2
"vcd","Hitters","Hitters Data",154,4
"vcd","HorseKicks","Death by Horse Kicks",5,2
"vcd","Hospital","Hospital data",3,4
"vcd","JobSatisfaction","Job Satisfaction Data",8,4
"vcd","JointSports","Opinions About Joint Sports",40,5
"vcd","Lifeboats","Lifeboats on the Titanic",18,8
"vcd","NonResponse","Non-Response Survey Data",12,4
"vcd","OvaryCancer","Ovary Cancer Data",16,5
"vcd","PreSex","Pre-marital Sex and Divorce",16,5
"vcd","Punishment","Corporal Punishment Data",36,5
"vcd","RepVict","Repeat Victimization Data",8,9
"vcd","Saxony","Families in Saxony",13,2
"vcd","SexualFun","Sex is Fun",4,5
"vcd","SpaceShuttle","Space Shuttle O-ring Failures",24,6
"vcd","Suicide","Suicide Rates in Germany",306,6
"vcd","Trucks","Truck Accidents Data",24,5
"vcd","UKSoccer","UK Soccer Scores",5,6
"vcd","VisualAcuity","Visual Acuity in Left and Right Eyes",32,4
"vcd","VonBort","Von Bortkiewicz Horse Kicks Data",280,4
"vcd","WeldonDice","Weldon's Dice Data",11,2
"vcd","WomenQueue","Women in Queues",11,2
