"","survived","age","sex","class"
"1248",1,0,1,3
"1249",1,0,1,3
"1250",1,0,1,3
"1251",0,0,1,3
"1252",0,0,1,3
"1253",0,0,1,3
"1254",0,0,1,3
"1255",0,0,1,3
"1256",0,0,1,3
"1257",0,0,1,3
"1258",0,0,1,3
"1259",0,0,1,3
"1260",0,0,1,3
"1261",0,0,1,3
"1262",0,0,1,3
"1263",0,0,1,3
"1264",0,0,1,3
"1265",0,0,1,3
"1266",0,0,1,3
"1267",0,0,1,3
"1268",0,0,1,3
"1269",0,0,1,3
"1270",0,0,1,3
"1271",0,0,1,3
"1272",0,0,1,3
"1273",0,0,1,3
"1274",0,0,1,3
"1275",0,0,1,3
"1276",0,0,1,3
"1277",0,0,1,3
"1278",0,0,1,3
"1279",0,0,1,3
"1280",0,0,1,3
"1281",0,0,1,3
"1282",0,0,1,3
"1283",0,0,1,3
"1284",0,0,1,3
"1285",0,0,1,3
"1286",1,0,0,3
"1287",1,0,0,3
"1288",1,0,0,3
"1289",1,0,0,3
"1290",1,0,0,3
"1291",1,0,0,3
"1292",1,0,0,3
"1293",1,0,0,3
"1294",1,0,0,3
"1295",1,0,0,3
"1296",1,0,0,3
"1297",1,0,0,3
"1298",1,0,0,3
"1299",1,0,0,3
"1300",0,0,0,3
"1301",0,0,0,3
"1302",0,0,0,3
"1303",0,0,0,3
"1304",0,0,0,3
"1305",0,0,0,3
"1306",0,0,0,3
"1307",0,0,0,3
"1308",0,0,0,3
"1309",0,0,0,3
"1310",0,0,0,3
"1311",0,0,0,3
"1312",0,0,0,3
"1313",0,0,0,3
"1314",0,0,0,3
"1315",0,0,0,3
"1316",0,0,0,3
