sex,age,educyr,farm,urban,hhsize,lntotal,lnmed,lnrlfood,lnexp12m,commune
male,48,5,no,yes,3,8.91967,5.411646,8.544002,5.411646,57
female,41,8,no,yes,4,10.25781,7.064759,9.373436,7.064759,57
female,47,5,no,yes,2,10.1333,4.867535,8.942734,4.867535,57
male,40,7,no,yes,4,9.665487,4.969813,9.024338,4.969813,57
male,49,7,no,yes,6,9.681354,2.833213,9.285166,2.833213,57
male,52,15,no,yes,5,10.51598,7.077498,9.265811,7.077498,57
male,69,5,no,yes,3,8.480799,3.258096,8.120804,3.258096,57
male,55,5,no,yes,8,10.52621,0,9.595798,NA,57
male,69,4,yes,yes,4,9.500891,6.981006,8.81967,6.981006,57
male,38,17,no,yes,4,10.788,7.266828,9.581045,7.266828,57
male,53,8,no,yes,6,10.29913,6.946976,9.385932,6.946976,57
male,65,5,no,yes,3,10.64532,0,9.113739,NA,57
female,41,3,no,yes,6,9.98025,9.031333,9.088706,9.031333,57
male,35,10,no,yes,5,10.77877,7.097549,9.445851,7.097549,57
male,70,9,yes,yes,6,9.630073,7.992945,8.781693,7.992945,57
male,39,16,no,yes,6,9.723893,0,8.816416,NA,58
male,45,7,yes,yes,5,9.47744,4.356709,8.9281,4.356709,58
male,43,12,no,yes,4,9.489649,4.356709,8.72965,4.356709,58
male,46,3,no,yes,7,9.662587,6.253829,9.05924,6.253829,58
male,33,15,yes,yes,7,9.728214,6.184149,8.975919,6.184149,58
female,51,6,no,yes,3,9.390983,0,8.83528,NA,58
female,68,2,yes,yes,6,9.810652,5.273,9.271619,5.273,58
female,50,5,no,yes,2,9.067165,6.659294,8.557762,6.659294,58
female,65,5,no,yes,2,9.413419,9.564723,8.409128,9.564723,58
male,28,8,yes,yes,8,9.489576,6.061457,9.035125,6.061457,58
male,72,3,yes,yes,2,9.124589,8.733916,8.447819,8.733916,58
male,47,6,no,yes,3,9.561768,7.575585,8.781475,7.575585,58
female,56,4,no,yes,2,8.992162,4.867535,8.66255,4.867535,58
male,46,5,no,yes,10,9.802556,4.644391,9.246772,4.644391,58
female,53,2,no,yes,3,9.087411,4.174387,8.543233,4.174387,58
female,42,7,no,yes,3,8.820185,0,8.430358,NA,58
male,44,15,no,yes,4,9.1897,3.663562,8.608092,3.663562,58
male,33,10,no,yes,5,9.918392,5.541264,8.935359,5.541264,58
male,57,3,no,yes,7,9.487491,4.644391,8.97718,4.644391,58
male,32,8,yes,yes,3,9.171119,5.966147,8.718813,5.966147,58
male,48,6,yes,yes,10,9.827513,8.086411,9.167752,8.086411,58
male,43,11,yes,yes,10,9.691255,6.253829,8.96814,6.253829,58
male,57,6,no,yes,5,9.90011,7.377134,9.023523,7.377134,58
male,42,2,no,yes,8,9.36143,4.356709,8.847581,4.356709,58
male,66,8,no,yes,3,8.91885,4.762174,8.394167,4.762174,58
male,35,9,no,yes,7,9.360317,7.58883,8.694205,7.58883,58
female,74,2,no,yes,1,8.08268,6.476973,7.481914,6.476973,58
male,39,3,yes,yes,2,8.760574,0,8.427095,NA,58
female,67,1,no,yes,2,9.048758,4.356709,8.513797,4.356709,58
male,30,15,no,yes,4,9.630176,8.448272,8.75167,8.448272,58
male,46,6,yes,yes,4,9.393434,6.790097,8.835884,6.790097,58
male,58,4,yes,yes,8,9.750049,6.946976,9.094508,6.946976,58
female,59,1,yes,no,7,9.277048,0,8.827001,NA,59
male,46,4,yes,no,6,9.092076,3.258096,8.817912,3.258096,59
female,57,5,yes,no,4,9.179066,0,8.729483,NA,59
male,26,9,yes,no,4,9.077282,0,8.77896,NA,59
female,29,9,yes,no,4,8.930154,5.204007,8.590849,5.204007,59
female,33,8,yes,no,4,8.804793,0,8.424417,NA,59
male,35,11,no,no,5,8.889016,1.386294,8.542642,1.386294,59
female,51,9,yes,no,5,9.239582,5.560682,8.676529,5.560682,59
female,74,0,yes,no,5,8.731751,5.273,8.420254,5.273,59
male,63,2,yes,no,5,8.947314,0,8.647792,NA,59
female,36,9,yes,no,5,9.17837,5.609472,8.742122,5.609472,59
female,63,1,yes,no,3,9.522663,4.867535,8.898277,4.867535,59
male,38,4,yes,no,5,8.756167,0,8.502299,NA,59
female,53,5,yes,no,6,9.106958,0,8.789894,NA,59
female,39,8,yes,no,5,9.031093,5.129899,8.642224,5.129899,59
female,34,5,yes,no,6,8.69663,7.873217,8.306931,7.873217,59
male,58,4,yes,no,4,9.011844,0,8.760551,NA,59
male,64,1,yes,no,2,8.046893,5.966147,7.819929,5.966147,59
male,31,5,yes,no,5,8.942702,0,8.601693,NA,59
male,57,9,yes,no,6,9.329753,0,8.731304,NA,59
female,59,2,yes,no,5,9.048439,4.174387,8.748614,4.174387,59
male,51,0,yes,no,7,8.372867,7.256297,8.065436,7.256297,59
female,35,9,yes,no,4,8.776383,0,8.530367,NA,59
male,33,9,yes,no,3,8.584439,2.564949,8.303845,2.564949,59
male,32,9,yes,no,4,9.333403,3.258096,9.056929,3.258096,59
male,32,12,yes,no,5,9.217701,0,8.792452,NA,59
female,50,3,yes,no,6,8.815437,4.454347,8.518498,4.454347,59
male,34,2,yes,no,7,8.853081,5.129899,8.576565,5.129899,59
male,29,10,yes,no,3,9.062832,5.049856,8.753251,5.049856,59
male,66,2,yes,no,7,8.870088,4.174387,8.528987,4.174387,59
male,61,5,yes,no,4,9.158125,5.560682,8.853623,5.560682,59
male,51,5,yes,no,9,8.890266,0,8.681973,NA,59
female,65,3,yes,no,5,9.361217,6.476973,9.020135,6.476973,60
male,51,4,yes,no,6,9.421206,6.349139,9.100583,6.349139,60
male,37,9,yes,no,6,9.34072,3.951244,9.010667,3.951244,60
male,35,9,yes,no,5,9.910131,0,9.38203,NA,60
male,36,10,yes,no,5,9.813356,0,9.082454,NA,60
male,62,4,yes,no,5,8.777891,6.476973,8.444084,6.476973,60
male,42,3,yes,no,8,9.193412,7.138867,8.598001,7.138867,60
male,58,5,yes,no,3,9.232516,7.064759,8.88349,7.064759,60
male,26,11,no,no,1,8.317192,0,8.035577,NA,60
male,53,11,yes,no,4,8.574575,6.120297,8.302929,6.120297,60
male,40,6,yes,no,6,9.597435,4.867535,9.062748,4.867535,60
male,61,9,yes,no,6,9.70321,7.265429,9.37624,7.265429,60
female,44,7,yes,no,3,8.576708,0,8.149139,NA,60
male,31,10,yes,no,5,9.12295,6.030685,8.706854,6.030685,60
male,42,6,yes,no,6,9.269591,5.455321,8.72753,5.455321,60
male,34,3,yes,no,5,9.161327,5.783825,8.790255,5.783825,60
male,60,5,yes,no,4,8.860542,7.575585,8.453475,7.575585,60
male,37,9,yes,no,6,9.897598,0,9.411807,NA,60
male,47,9,yes,no,6,9.575155,3.258096,9.028633,3.258096,60
male,34,9,yes,no,4,8.959453,5.370638,8.609673,5.370638,60
female,20,6,yes,no,3,8.726516,0,8.281235,NA,60
male,38,8,yes,no,5,9.787392,2.564949,9.410138,2.564949,60
male,40,6,yes,no,7,9.515775,7.056175,8.908148,7.056175,60
male,37,7,yes,no,5,9.088087,5.273,8.642835,5.273,60
male,64,4,yes,no,4,8.61147,4.174387,8.254416,4.174387,60
female,68,3,yes,no,2,9.031376,6.120297,8.554917,6.120297,60
male,30,9,yes,no,4,8.931511,0,8.669121,NA,60
male,38,9,yes,no,4,9.234076,3.663562,8.731782,3.663562,60
female,33,10,yes,no,5,9.312874,5.036952,8.962027,5.036952,60
male,28,10,yes,no,5,9.343518,7.18007,8.960217,7.18007,60
male,30,9,yes,no,4,8.968311,6.371612,8.533437,6.371612,60
male,46,9,yes,no,5,9.369482,3.951244,8.599378,3.951244,60
male,35,11,yes,no,4,8.944767,5.298317,8.625776,5.298317,61
female,37,13,yes,no,4,8.987907,0,8.677753,NA,61
male,40,11,yes,no,5,8.954577,4.867535,8.526542,4.867535,61
male,57,17,yes,no,4,9.706415,7.20934,8.878949,7.20934,61
female,62,6,yes,no,7,9.832723,7.064759,9.23665,7.064759,61
male,37,15,yes,no,4,8.818769,4.867535,8.386065,4.867535,61
male,35,8,yes,no,5,9.164328,3.951244,8.773953,3.951244,61
female,53,0,yes,no,4,8.648088,5.655992,8.14971,5.655992,61
male,67,5,yes,no,2,8.264052,5.966147,7.892761,5.966147,61
male,69,5,yes,no,5,8.907898,4.174387,8.559182,4.174387,61
male,40,17,yes,no,6,9.878008,9.881038,9.072157,9.881038,61
male,35,10,yes,no,5,9.089886,0,8.695152,NA,61
female,34,10,yes,no,5,9.091702,5.398163,8.597146,5.398163,61
male,65,5,yes,no,5,9.079133,6.813445,8.616376,6.813445,61
female,41,12,yes,no,4,9.338624,5.049856,8.722983,5.049856,61
male,35,13,yes,no,4,9.592121,7.689371,8.926248,7.689371,61
male,71,0,yes,no,5,8.623387,0,8.314982,NA,61
male,35,12,yes,no,9,9.354281,5.655992,8.989641,5.655992,61
male,43,9,yes,no,5,8.92186,0,8.478978,NA,61
male,39,17,yes,no,5,9.275516,5.655992,8.851254,5.655992,61
male,37,14,yes,no,4,8.996439,5.966147,8.425852,5.966147,61
male,29,12,yes,no,4,8.628621,3.258096,8.293678,3.258096,61
male,49,9,yes,no,5,8.830092,0,8.341347,NA,61
male,64,6,yes,no,4,8.746612,3.663562,8.195214,3.663562,61
male,28,8,yes,no,4,8.710514,0,8.331052,NA,61
male,36,10,yes,no,6,8.902383,3.258096,8.48882,3.258096,61
male,61,5,yes,no,5,8.946658,4.174387,8.542583,4.174387,61
male,37,10,yes,no,4,8.589853,3.258096,8.203894,3.258096,61
male,29,11,yes,no,4,8.995016,4.682131,8.587094,4.682131,61
male,38,8,yes,no,3,8.640707,5.398163,8.348345,5.398163,61
male,73,3,yes,no,3,8.282041,5.560682,7.877815,5.560682,61
male,53,12,yes,no,5,9.600004,4.174387,8.924138,4.174387,61
male,37,12,yes,no,4,8.881306,5.049856,8.470703,5.049856,62
male,38,13,yes,no,4,8.87096,2.564949,8.480573,2.564949,62
male,74,5,yes,no,6,9.284213,8.342602,8.88133,8.342602,62
male,32,7,yes,no,3,8.368803,0,7.956217,NA,62
male,47,15,yes,no,7,8.920891,0,8.511075,NA,62
male,64,8,yes,no,5,8.622029,5.743003,8.172203,5.743003,62
female,56,4,yes,no,6,8.942798,4.174387,8.553337,4.174387,62
male,42,8,yes,no,7,9.103229,5.273,8.484766,5.273,62
male,66,9,yes,no,5,9.213909,6.436151,8.871627,6.436151,62
male,68,9,yes,no,3,9.079556,6.202536,8.558292,6.202536,62
male,43,10,yes,no,6,8.703169,0,8.305055,NA,62
female,67,0,yes,no,6,9.108381,5.273,8.780955,5.273,62
male,40,16,yes,no,5,9.188165,0,8.678058,NA,62
male,36,5,yes,no,5,8.635244,5.129899,8.27276,5.129899,62
male,37,9,yes,no,6,9.151225,4.356709,8.707994,4.356709,62
male,41,15,yes,no,5,9.137669,3.951244,8.841363,3.951244,62
male,31,5,yes,no,4,8.555118,6.371612,8.146594,6.371612,62
male,33,4,yes,no,4,8.971905,6.253829,8.650271,6.253829,62
male,39,13,yes,no,5,9.327731,5.560682,8.622708,5.560682,62
male,45,17,yes,no,4,8.867656,4.941642,8.448939,4.941642,62
male,28,13,yes,no,4,9.215401,8.178078,8.526718,8.178078,62
male,55,10,yes,no,9,9.568852,6.553934,8.885778,6.553934,62
male,52,8,yes,no,6,9.271619,4.356709,8.674242,4.356709,62
male,39,14,yes,no,6,8.935104,5.57973,8.608763,5.57973,62
male,55,6,yes,no,8,8.814845,0,8.317788,NA,62
male,35,11,yes,no,7,9.367591,3.663562,8.965974,3.663562,62
male,36,9,yes,no,6,8.867483,3.951244,8.508556,3.951244,62
male,65,5,yes,no,5,8.892733,4.174387,8.452638,4.174387,62
male,41,4,yes,no,5,8.68443,6.415097,8.290636,6.415097,62
male,33,9,yes,no,6,9.074251,4.356709,8.656615,4.356709,62
male,57,0,yes,no,4,8.485006,4.510859,8.069653,4.510859,62
male,37,10,yes,no,5,8.889214,6.253829,8.517062,6.253829,62
male,25,10,yes,no,6,9.04676,5.783825,8.706978,5.783825,63
male,34,3,yes,no,8,9.203605,0,8.838063,NA,63
male,32,10,yes,no,6,9.135899,5.560682,8.800377,5.560682,63
male,25,9,yes,no,4,8.706468,5.049856,8.43854,5.049856,63
male,34,6,yes,no,5,9.399135,0,8.762681,NA,63
female,26,8,yes,no,5,8.560274,3.663562,8.33848,3.663562,63
male,36,3,yes,no,6,9.010991,3.663562,8.762823,3.663562,63
male,45,0,yes,no,7,8.937767,6.349139,8.598383,6.349139,63
female,30,8,yes,no,4,8.84476,0,8.55402,NA,63
male,33,5,yes,no,5,8.667606,6.371612,8.348256,6.371612,63
male,37,2,yes,no,7,8.758512,5.049856,8.477252,5.049856,63
male,34,10,yes,no,9,9.359099,3.951244,8.922597,3.951244,63
male,35,3,yes,no,7,9.033997,0,8.797818,NA,63
male,66,1,yes,no,6,8.850574,4.174387,8.515904,4.174387,63
male,31,5,yes,no,7,9.11328,5.560682,8.785385,5.560682,63
male,58,3,yes,no,12,9.407766,5.655992,8.927034,5.655992,63
male,48,5,yes,no,8,9.248571,0,8.821556,NA,63
male,30,9,yes,no,2,8.647613,3.663562,8.381414,3.663562,63
male,27,9,yes,no,5,9.251089,0,8.874787,NA,63
female,69,0,yes,no,2,8.275255,3.258096,8.087692,3.258096,63
female,36,9,yes,no,3,8.644642,4.644391,8.256645,4.644391,63
male,31,9,yes,no,5,9.491869,6.327937,9.119944,6.327937,63
male,69,0,yes,no,5,8.789057,0,8.575817,NA,63
male,35,9,yes,no,4,8.898664,3.951244,8.642154,3.951244,63
male,64,5,yes,no,4,9.183764,0,8.698046,NA,63
male,34,3,yes,no,4,8.966241,0,8.680756,NA,63
male,27,9,yes,no,4,8.836386,0,8.525098,NA,63
male,70,0,yes,no,6,9.073694,5.273,8.808331,5.273,63
male,30,3,yes,no,5,8.162446,5.398163,7.716735,5.398163,63
male,67,9,yes,no,6,9.196756,5.560682,8.857668,5.560682,63
male,36,9,yes,no,5,9.136099,0,8.779949,NA,63
male,45,14,no,no,7,9.515307,3.663562,9.112545,3.663562,63
male,34,3,yes,no,6,8.596045,0,8.358217,NA,64
male,49,0,yes,no,5,8.680902,0,8.328553,NA,64
male,28,0,yes,no,7,9.025069,0,8.765918,NA,64
male,41,0,yes,no,4,8.813435,0,8.318505,NA,64
male,55,5,yes,no,7,8.900301,0,8.615751,NA,64
male,53,12,yes,no,6,9.120405,0,8.688927,NA,64
male,35,0,yes,no,7,8.258467,0,7.961098,NA,64
male,53,0,yes,no,6,9.111972,0,8.784854,NA,64
male,34,0,yes,no,7,9.272204,0,8.820774,NA,64
male,22,1,yes,no,4,8.458178,0,8.109914,NA,64
male,42,0,yes,no,7,8.351007,0,8.208918,NA,64
male,31,0,yes,no,6,8.786421,0,8.474596,NA,64
male,29,4,yes,no,8,9.254584,0,8.86178,NA,64
male,29,0,yes,no,6,8.944016,3.401197,8.541523,3.401197,64
female,49,0,yes,no,7,9.091623,0,8.804294,NA,64
male,46,2,yes,no,7,9.272272,0,8.860629,NA,64
male,42,0,yes,no,7,9.042233,0,8.68548,NA,64
male,45,0,yes,no,5,8.720575,0,8.47279,NA,64
female,41,0,yes,no,5,8.013186,0,7.772735,NA,64
male,24,5,yes,no,4,8.956129,0,8.685531,NA,64
male,35,0,yes,no,6,9.145184,0,8.872104,NA,64
male,61,0,yes,no,9,8.907293,0,8.595671,NA,64
male,38,0,yes,no,5,8.883304,0,8.532513,NA,64
female,40,0,yes,no,2,8.247028,0,7.844437,NA,64
male,28,0,yes,no,8,8.733175,0,8.491096,NA,64
male,30,0,yes,no,5,8.904954,0,8.620887,NA,64
male,39,0,yes,no,7,9.139762,0,8.801187,NA,64
male,34,0,yes,no,5,8.382855,0,8.09689,NA,64
male,61,0,yes,no,5,8.413923,0,8.163911,NA,64
male,39,0,yes,no,5,8.933691,0,8.60349,NA,64
male,35,0,yes,no,8,9.243712,0,8.936855,NA,64
male,62,0,yes,no,6,8.565003,0,8.263912,NA,64
male,37,3,yes,no,4,9.401552,4.867535,8.795993,4.867535,65
female,47,9,yes,no,1,7.667438,3.258096,7.255728,3.258096,65
male,75,2,yes,no,5,9.471019,0,9.280304,NA,65
male,56,12,yes,no,9,10.46983,8.24144,10.00189,8.24144,65
male,33,9,yes,no,7,9.390458,5.613128,8.960631,5.613128,65
male,79,4,yes,no,2,8.282902,6.813445,7.843693,6.813445,65
male,36,8,yes,no,7,9.125093,5.560682,8.79114,5.560682,65
male,60,9,yes,no,4,8.956586,6.253829,8.498853,6.253829,65
male,33,13,yes,no,6,9.283962,5.099866,8.91995,5.099866,65
male,53,10,yes,no,5,9.43246,6.572282,8.883628,6.572282,65
male,47,7,yes,no,5,9.104533,6.553934,8.618221,6.553934,65
male,39,9,no,no,6,10.18849,3.78419,9.551245,3.78419,65
male,46,6,yes,no,6,9.593354,8.160233,8.645925,8.160233,65
female,48,5,yes,no,6,9.408037,7.82764,8.633625,7.82764,65
male,51,9,yes,no,7,9.546081,7.319202,8.904477,7.319202,65
male,34,10,yes,no,5,9.429757,2.639057,9.02761,2.639057,65
male,34,9,yes,no,6,9.596112,2.639057,9.076175,2.639057,65
male,27,9,yes,no,4,8.679686,4.60517,8.34543,4.60517,65
male,56,3,yes,no,2,8.915559,0,7.898233,NA,65
male,35,8,yes,no,3,8.598798,5.598422,8.224046,5.598422,65
male,40,3,yes,no,6,9.450056,6.289716,8.826463,6.289716,65
male,26,9,yes,no,4,8.828216,2.564949,8.388009,2.564949,65
male,38,5,yes,no,5,9.736285,6.697034,8.857046,6.697034,65
male,32,10,yes,no,4,8.835059,0,8.451528,NA,65
male,28,8,yes,no,4,9.184167,0,8.64954,NA,65
male,48,14,yes,no,6,9.276324,6.860664,8.725159,6.860664,65
male,53,5,yes,no,5,9.049726,4.867535,8.567686,4.867535,65
female,58,0,yes,no,5,8.922674,5.560682,8.562032,5.560682,65
male,40,10,yes,no,5,9.455252,4.356709,8.73976,4.356709,65
male,39,12,yes,no,6,9.466649,5.568345,8.827936,5.568345,65
male,42,4,yes,no,6,9.268073,6.120297,8.771866,6.120297,65
male,31,9,yes,no,4,9.270504,0,8.630808,NA,65
male,58,5,yes,no,6,8.703267,4.867535,8.335709,4.867535,66
male,53,5,yes,no,5,8.580432,0,8.172478,NA,66
male,31,12,yes,no,6,9.23775,7.228388,8.782441,7.228388,66
male,39,6,yes,no,7,9.558227,8.531096,8.887754,8.531096,66
male,37,9,yes,no,4,8.801264,7.652546,8.180853,7.652546,66
male,37,9,yes,no,6,9.138694,4.644391,8.430788,4.644391,66
male,32,10,yes,no,6,8.911922,0,8.593424,NA,66
male,33,9,yes,no,8,8.861587,6.659294,8.561386,6.659294,66
female,28,5,yes,no,4,8.210907,5.049856,7.74438,5.049856,66
male,47,9,yes,no,10,9.822964,6.476973,9.399314,6.476973,66
male,28,9,yes,no,4,8.959741,6.061457,8.686562,6.061457,66
male,50,9,yes,no,8,8.899251,0,8.428166,NA,66
male,39,9,yes,no,5,8.897153,0,8.478564,NA,66
male,31,8,yes,no,2,8.170141,0,7.713983,NA,66
male,35,9,yes,no,5,9.057925,4.867535,8.419624,4.867535,66
male,37,8,yes,no,6,9.047508,7.380879,8.42209,7.380879,66
male,30,9,yes,no,5,9.064909,7.96728,8.474336,7.96728,66
male,59,9,no,no,6,8.581895,5.560682,8.115702,5.560682,66
male,34,9,yes,no,5,8.910275,6.253829,8.43586,6.253829,66
female,65,0,yes,no,3,8.407732,5.971262,7.937799,5.971262,66
female,45,9,yes,no,6,9.29721,5.298317,8.528713,5.298317,66
male,57,9,yes,no,5,9.23561,0,8.63065,NA,66
male,30,12,yes,no,5,9.237974,6.971669,8.667603,6.971669,66
male,69,3,yes,no,5,9.365307,6.590301,8.644467,6.590301,66
male,36,12,yes,no,7,9.083634,6.349139,8.739182,6.349139,66
female,33,14,no,no,4,8.815599,5.976351,8.313972,5.976351,66
male,63,6,yes,no,5,9.351124,6.572282,8.591876,6.572282,66
male,34,12,yes,no,4,8.501914,5.560682,8.129528,5.560682,66
male,49,9,yes,no,9,10.17556,7.552238,8.95465,7.552238,66
male,56,8,yes,no,8,9.097398,4.174387,8.576026,4.174387,66
male,35,10,yes,no,6,9.216894,10.02606,8.486005,10.02606,66
male,64,6,yes,no,5,8.6644,5.966147,8.200308,5.966147,66
male,49,5,yes,no,3,8.32054,0,7.889416,NA,67
female,40,12,yes,no,3,8.530401,4.867535,8.125708,4.867535,67
female,57,0,yes,no,1,7.686584,7.17012,7.257834,7.17012,67
male,78,5,yes,no,2,7.867203,6.120297,7.635854,6.120297,67
male,50,9,yes,no,8,9.335025,6.813445,8.722752,6.813445,67
male,43,12,yes,no,5,8.963562,5.743003,8.644958,5.743003,67
male,49,10,yes,no,3,8.304756,5.398163,8.095625,5.398163,67
male,78,5,yes,no,2,8.734638,8.556414,8.013423,8.556414,67
male,55,12,yes,no,6,9.03441,5.783825,8.646994,5.783825,67
male,61,9,yes,no,5,8.490188,6.030685,8.168611,6.030685,67
male,42,9,yes,no,4,8.642827,5.170484,8.449895,5.170484,67
male,42,9,yes,no,6,8.745399,6.349139,8.320454,6.349139,67
male,45,14,yes,no,5,8.834914,6.895683,8.298514,6.895683,67
male,82,0,yes,no,1,7.719206,0,7.500299,NA,67
male,40,9,yes,no,6,8.956379,6.659294,8.513521,6.659294,67
male,54,9,yes,no,8,8.980639,5.365976,8.69363,5.365976,67
female,54,5,yes,no,3,9.011245,5.966147,8.531371,5.966147,67
male,40,13,yes,no,7,8.917057,5.560682,8.567194,5.560682,67
male,64,12,yes,no,2,8.147081,5.236442,7.849592,5.236442,67
male,55,4,yes,no,3,8.403152,0,7.982457,NA,67
male,42,18,yes,no,7,8.44509,3.258096,8.182568,3.258096,67
male,28,9,yes,no,7,8.931629,0,8.38194,NA,67
male,42,12,yes,no,8,9.064046,7.585281,8.720263,7.585281,67
male,34,10,yes,no,7,9.027861,0,8.452229,NA,67
male,40,9,yes,no,8,8.995856,0,8.567944,NA,67
male,31,9,yes,no,5,8.597091,0,8.278145,NA,67
male,37,12,yes,no,6,8.690889,7.086738,8.37279,7.086738,67
male,57,9,yes,no,5,8.650507,0,8.178486,NA,67
female,39,9,yes,no,5,9.086445,5.560682,8.21965,5.560682,67
male,25,3,yes,no,4,8.222974,6.841616,7.783703,6.841616,67
male,43,6,yes,no,8,8.936996,5.010635,8.642108,5.010635,67
male,76,3,yes,no,2,7.814204,8.556414,7.037391,8.556414,67
male,34,12,yes,no,4,8.90386,3.583519,8.395484,3.583519,68
female,66,5,yes,no,2,8.808962,6.791222,7.927614,6.791222,68
male,24,9,yes,no,5,8.861973,0,8.63453,NA,68
female,35,9,yes,no,5,8.987574,5.214936,8.488958,5.214936,68
female,62,2,yes,no,5,9.154017,6.142037,8.50866,6.142037,68
female,54,9,yes,no,8,9.772546,8.51459,9.165071,8.51459,68
female,31,9,yes,no,6,8.632989,6.813445,8.223346,6.813445,68
female,66,2,yes,no,8,9.22745,7.806696,8.766591,7.806696,68
male,33,10,yes,no,5,8.996335,6.522093,8.533491,6.522093,68
female,31,10,yes,no,4,8.264392,7.274479,7.718806,7.274479,68
female,25,9,yes,no,2,8.290563,0,7.833963,NA,68
male,41,11,yes,no,4,8.980421,5.966147,8.334972,5.966147,68
male,29,9,yes,no,5,8.795651,6.253829,8.25897,6.253829,68
male,31,10,yes,no,3,8.665617,6.692084,8.265083,6.692084,68
female,57,5,yes,no,4,9.38246,6.628041,8.440872,6.628041,68
male,31,10,yes,no,7,8.997156,5.31812,8.736437,5.31812,68
male,71,9,yes,no,6,9.381278,5.934894,8.6277,5.934894,68
male,34,9,yes,no,4,8.503366,7.36074,8.143327,7.36074,68
male,69,5,yes,no,3,9.151765,3.583519,8.023537,3.583519,68
female,33,7,yes,no,3,9.029429,5.799093,8.20191,5.799093,68
male,49,9,yes,no,7,9.553895,8.347353,8.79064,8.347353,68
male,35,9,yes,no,4,8.591261,5.560682,8.172438,5.560682,68
male,42,9,yes,no,6,9.367071,0,8.642768,NA,68
male,32,10,yes,no,4,9.005341,5.010635,8.438054,5.010635,68
male,73,3,yes,no,8,9.182038,8.074026,8.658927,8.074026,68
male,54,9,yes,no,5,9.268534,0,8.667006,NA,68
male,44,9,yes,no,6,9.083255,5.283204,8.248823,5.283204,68
female,58,0,yes,no,3,8.210661,6.659294,7.866177,6.659294,68
male,40,11,yes,no,5,8.994792,6.961296,8.55984,6.961296,68
male,39,10,yes,no,6,8.710114,0,8.475334,NA,68
male,60,15,yes,no,2,8.681296,2.564949,8.25084,2.564949,68
male,43,5,yes,no,6,9.333829,0,8.783615,NA,68
female,72,0,yes,no,7,9.053851,5.966147,8.547837,5.966147,69
male,43,10,yes,no,7,9.083745,0,8.607935,NA,69
female,70,0,yes,no,1,8.125371,0,7.706593,NA,69
male,75,5,yes,no,4,8.76907,0,8.150491,NA,69
male,32,5,yes,no,4,8.361703,5.455321,8.067928,5.455321,69
male,63,0,yes,no,5,8.617182,6.371612,8.337841,6.371612,69
male,47,6,yes,no,6,9.175448,7.247081,8.607826,7.247081,69
male,41,12,yes,no,7,9.382387,5.966147,8.971577,5.966147,69
male,38,9,yes,no,6,9.476614,6.946976,8.749896,6.946976,69
male,25,8,yes,no,5,8.857836,6.148468,8.611316,6.148468,69
male,32,0,no,no,4,8.530631,6.49224,8.056211,6.49224,69
male,48,5,yes,no,8,9.316281,6.120297,8.812398,6.120297,69
male,35,9,yes,no,5,8.427008,5.998937,8.146416,5.998937,69
male,57,12,yes,no,4,8.788774,0,8.345626,NA,69
female,48,2,yes,no,5,8.722608,0,8.390939,NA,69
male,37,13,yes,no,5,9.16273,5.783825,8.644938,5.783825,69
female,49,8,yes,no,4,8.418643,6.436151,7.948581,6.436151,69
male,43,15,yes,no,6,9.319526,0,8.556801,NA,69
male,36,15,yes,no,5,8.972668,5.273,8.597013,5.273,69
male,30,3,yes,no,5,8.360865,5.273,8.04719,5.273,69
male,32,9,yes,no,6,8.858891,0,8.568289,NA,69
male,32,9,yes,no,4,8.447453,0,7.878363,NA,69
male,29,6,yes,no,4,8.506057,5.129899,8.245594,5.129899,69
male,42,5,yes,no,8,9.087626,0,8.556836,NA,69
male,31,9,yes,no,4,8.456114,4.356709,8.194147,4.356709,69
male,28,12,yes,no,8,8.887608,7.513709,8.515924,7.513709,69
male,55,9,yes,no,3,8.930481,0,8.419482,NA,69
male,32,15,yes,no,5,8.805959,5.783825,8.304027,5.783825,69
female,34,10,yes,no,4,8.053012,6.995766,7.730393,6.995766,69
male,29,7,yes,no,5,8.275504,0,8.060891,NA,69
male,36,10,yes,no,4,8.649753,5.860786,8.271267,5.860786,69
male,32,12,yes,no,6,8.866906,0,8.528565,NA,69
male,29,11,yes,no,5,8.437037,4.867535,8.199686,4.867535,70
male,41,8,yes,no,10,9.505519,5.560682,8.950864,5.560682,70
male,36,5,yes,no,7,8.70437,6.030685,8.314816,6.030685,70
male,42,5,yes,no,9,8.757957,0,8.456053,NA,70
male,59,5,yes,no,5,9.16099,5.783825,8.864055,5.783825,70
male,29,7,yes,no,4,8.46362,4.962845,8.022635,4.962845,70
male,45,3,yes,no,6,8.632924,6.148468,8.310822,6.148468,70
male,42,6,yes,no,6,8.907813,6.608001,8.677767,6.608001,70
female,55,0,yes,no,2,7.982812,4.867535,7.761688,4.867535,70
male,52,10,yes,no,4,9.224137,6.984716,8.859067,6.984716,70
male,38,4,yes,no,3,8.535228,7.718241,8.119687,7.718241,70
male,59,3,yes,no,8,9.172645,4.787492,8.984474,4.787492,70
male,30,4,yes,no,5,8.553945,0,8.037856,NA,70
male,58,9,yes,no,5,9.627141,7.757906,8.923,7.757906,70
male,60,4,yes,no,2,8.76685,5.273,7.873484,5.273,70
male,34,12,yes,no,5,9.116241,4.867535,8.6846,4.867535,70
