time,treering
-4251,1.085
-4250,0.873
-4249,0.768
-4248,1.129
-4247,0.676
-4246,0.743
-4245,0.514
-4244,0.795
-4243,0.923
-4242,1.028
-4241,1.383
-4240,1.081
-4239,1.036
-4238,1.454
-4237,0.97
-4236,0.758
-4235,1.082
-4234,0.741
-4233,0.57
-4232,1.041
-4231,1.093
-4230,1.381
-4229,1.325
-4228,0.811
-4227,1.012
-4226,0.854
-4225,0.595
-4224,1.015
-4223,0.89
-4222,0.807
-4221,0.719
-4220,1.119
-4219,0.98
-4218,1.281
-4217,1.172
-4216,0.832
-4215,1.033
-4214,1.161
-4213,0.948
-4212,1.029
-4211,1.317
-4210,1.248
-4209,0.984
-4208,1.4
-4207,0.775
-4206,0.685
-4205,0.818
-4204,0.823
-4203,0.656
-4202,0.855
-4201,0.259
-4200,0.134
-4199,0.873
-4198,0.607
-4197,0.647
-4196,0.978
-4195,0.894
-4194,0.58
-4193,0.476
-4192,0.693
-4191,1.075
-4190,0.93
-4189,1.122
-4188,1.148
-4187,0.807
-4186,1.242
-4185,0.978
-4184,1.005
-4183,1.257
-4182,1.471
-4181,1.345
-4180,1.206
-4179,1.502
-4178,0.634
-4177,0.879
-4176,0.799
-4175,0.963
-4174,1.114
-4173,1.344
-4172,1.052
-4171,0.988
-4170,0.34
-4169,1.037
-4168,0.346
-4167,0.528
-4166,1.197
-4165,1.323
-4164,1.503
-4163,1.136
-4162,1.146
-4161,1.258
-4160,0.419
-4159,1.017
-4158,1.14
-4157,1.175
-4156,0.724
-4155,0.978
-4154,0.671
-4153,0.617
-4152,0.792
-4151,1.124
-4150,1.027
-4149,1.011
-4148,1.121
-4147,0.926
-4146,1.018
-4145,0.968
-4144,0.913
-4143,1.202
-4142,1.355
-4141,1.196
-4140,1.152
-4139,1.17
-4138,1.072
-4137,0.44
-4136,0.773
-4135,1.165
-4134,1.157
-4133,1.336
-4132,1.51
-4131,0.883
-4130,0.849
-4129,0.446
-4128,0.862
-4127,0.968
-4126,0.909
-4125,1.071
-4124,1.241
-4123,0.936
-4122,0.55
-4121,1.143
-4120,1.177
-4119,0.906
-4118,1.084
-4117,0.984
-4116,1.075
-4115,0.918
-4114,0.783
-4113,0.872
-4112,1.354
-4111,1.069
-4110,0.869
-4109,0.895
-4108,1.063
-4107,0.965
-4106,1.189
-4105,1.002
-4104,1.012
-4103,0.119
-4102,1.202
-4101,1.121
-4100,0.724
-4099,0.84
-4098,1.211
-4097,0.687
-4096,0.728
-4095,0.992
-4094,1.243
-4093,1.364
-4092,0.816
-4091,0.828
-4090,0.843
-4089,0.865
-4088,0.66
-4087,0.718
-4086,0.404
-4085,1.114
-4084,0.593
-4083,0.632
-4082,0.707
-4081,0.883
-4080,0.764
-4079,0.827
-4078,0.765
-4077,0.789
-4076,1.055
-4075,0.859
-4074,1.078
-4073,0.3
-4072,0.839
-4071,1.052
-4070,1.28
-4069,1.423
-4068,1.515
-4067,0.996
-4066,0.876
-4065,0.885
-4064,1.049
-4063,0.201
-4062,1.138
-4061,0.704
-4060,0.685
-4059,0.77
-4058,0.148
-4057,0.918
-4056,0.469
-4055,0.984
-4054,0.85
-4053,0.534
-4052,0.696
-4051,0.852
-4050,0.648
-4049,0.542
-4048,0.869
-4047,1.204
-4046,1.361
-4045,1.195
-4044,1.084
-4043,0.494
-4042,0.925
-4041,0.955
-4040,0.896
-4039,0.682
-4038,1.084
-4037,1.246
-4036,1.135
-4035,1.307
-4034,0.919
-4033,0.985
-4032,0.903
-4031,1.004
-4030,0.532
-4029,0.865
-4028,0.944
-4027,1.017
-4026,0.78
-4025,0.644
-4024,0.901
-4023,1.144
-4022,0.928
-4021,0.705
-4020,1.085
-4019,1.127
-4018,0.939
-4017,1.035
-4016,0.937
-4015,1.124
-4014,1.272
-4013,1.601
-4012,1.394
-4011,0.886
-4010,0.809
-4009,1.289
-4008,0.932
-4007,0.781
-4006,0.834
-4005,1.445
-4004,1.374
-4003,1.09
-4002,0.837
-4001,1.643
-4000,1.41
-3999,0.995
-3998,1.041
-3997,1.389
-3996,1.587
-3995,1.227
-3994,0.966
-3993,0.893
-3992,0.096
-3991,1.164
-3990,0.835
-3989,0.334
-3988,0.876
-3987,0.838
-3986,0.532
-3985,0.77
-3984,1.079
-3983,1.204
-3982,1.135
-3981,0.405
-3980,0.986
-3979,1.115
-3978,1.159
-3977,1.227
-3976,1.506
-3975,1.07
-3974,1.292
-3973,1.326
-3972,0.689
-3971,1.024
-3970,1.407
-3969,0.594
-3968,1.057
-3967,1.177
-3966,1.524
-3965,1.206
-3964,1.074
-3963,1.042
-3962,0.925
-3961,0.669
-3960,0.776
-3959,0.822
-3958,0.998
-3957,0.883
-3956,1.176
-3955,0.825
-3954,0.533
-3953,0.594
-3952,1.022
-3951,0.567
-3950,0.047
-3949,0.708
-3948,0.9
-3947,0.882
-3946,0.738
-3945,0.712
-3944,0.783
-3943,1.079
-3942,0.995
-3941,0.783
-3940,0.853
-3939,1.016
-3938,0.942
-3937,0.929
-3936,0.852
-3935,0.569
-3934,1.157
-3933,0.841
-3932,1.25
-3931,0.91
-3930,0.651
-3929,0.725
-3928,0.682
-3927,1.195
-3926,0.485
-3925,0.612
-3924,0.963
-3923,1.286
-3922,1.293
-3921,1.158
-3920,0.967
-3919,1.238
-3918,0.031
-3917,1.241
-3916,1.019
-3915,1.013
-3914,0.949
-3913,0.519
-3912,0.842
-3911,0.664
-3910,0.925
-3909,0.633
-3908,1.162
-3907,0.935
-3906,1.226
-3905,1.249
-3904,1.096
-3903,0.882
-3902,1.084
-3901,0.499
-3900,0.883
-3899,0.851
-3898,1.204
-3897,1.174
-3896,1.226
-3895,0.769
-3894,1.023
-3893,0.516
-3892,1.108
-3891,0.748
-3890,0.939
-3889,0.706
-3888,1.148
-3887,1.216
-3886,1.197
-3885,0.89
-3884,1.015
-3883,1.228
-3882,0.87
-3881,1.036
-3880,1.41
-3879,1.44
-3878,0.074
-3877,0.719
-3876,1.081
-3875,0.699
-3874,1.311
-3873,1.208
-3872,1.217
-3871,0.633
-3870,1.279
-3869,1.112
-3868,1.031
-3867,1.151
-3866,0.699
-3865,0.939
-3864,1.2
-3863,1.184
-3862,1.168
-3861,1.179
-3860,0.906
-3859,0.557
-3858,0.621
-3857,1.061
-3856,1.141
-3855,1.045
-3854,1.395
-3853,1.373
-3852,1.121
-3851,0.736
-3850,1.072
-3849,0.996
-3848,1.198
-3847,1.235
-3846,1.383
-3845,0.593
-3844,0.991
-3843,0.778
-3842,1.081
-3841,1.453
-3840,1.063
-3839,0.72
-3838,1.028
-3837,0.661
-3836,1.065
-3835,0.195
-3834,0.944
-3833,1.098
-3832,1.068
-3831,1.134
-3830,1.46
-3829,0.322
-3828,0.736
-3827,0.876
-3826,0.98
-3825,0.555
-3824,0.817
-3823,0.94
-3822,1.338
-3821,0.499
-3820,1.562
-3819,1.205
-3818,1.431
-3817,1.509
-3816,1.908
-3815,0.403
-3814,1.237
-3813,1.032
-3812,1.106
-3811,0.183
-3810,1.31
-3809,1.399
-3808,1.293
-3807,1.128
-3806,1.225
-3805,1.104
-3804,0.209
-3803,0.85
-3802,0.434
-3801,0.703
-3800,1.148
-3799,0.462
-3798,1.204
-3797,1.166
-3796,0.636
-3795,1.254
-3794,1.089
-3793,1.33
-3792,1.128
-3791,1.221
-3790,1.313
-3789,1.041
-3788,0.91
-3787,0.938
-3786,0.856
-3785,0.827
-3784,1.01
-3783,0.932
-3782,1.075
-3781,0.919
-3780,0.221
-3779,0.82
-3778,0.644
-3777,0.596
-3776,0.771
-3775,0.68
-3774,0.813
-3773,0.116
-3772,1.011
-3771,1.063
-3770,0.743
-3769,1.019
-3768,1.17
-3767,0.773
-3766,0.462
-3765,0.866
-3764,1.123
-3763,1.184
-3762,1.047
-3761,1.245
-3760,1.351
-3759,1.179
-3758,1.204
-3757,0.829
-3756,0.847
-3755,0.985
-3754,0.464
-3753,1.124
-3752,1.104
-3751,1.167
-3750,0.914
-3749,0.339
-3748,1.205
-3747,1.154
-3746,0.844
-3745,0.987
-3744,0.84
-3743,1.083
-3742,1.183
-3741,0.496
-3740,0.93
-3739,1.074
-3738,1.028
-3737,0.984
-3736,1.136
-3735,0.662
-3734,1.073
-3733,1.17
-3732,1.184
-3731,1.361
-3730,1.049
-3729,0.967
-3728,0.888
-3727,0.9
-3726,1.158
-3725,0.841
-3724,0.633
-3723,0.892
-3722,0.558
-3721,0.051
-3720,1.091
-3719,1.156
-3718,1.179
-3717,1.096
-3716,1.213
-3715,1.446
-3714,1.574
-3713,1.107
-3712,1.179
-3711,1.06
-3710,0.731
-3709,1.215
-3708,1.356
-3707,1.026
-3706,0.942
-3705,1.176
-3704,0.932
-3703,1.287
-3702,1.242
-3701,1.49
-3700,1.373
-3699,0.643
-3698,0.304
-3697,0.959
-3696,0.605
-3695,1.103
-3694,1.319
-3693,1.157
-3692,0.786
-3691,0.817
-3690,0.537
-3689,1.489
-3688,1.378
-3687,0.972
-3686,1.164
-3685,1.03
-3684,1.158
-3683,1.304
-3682,1.27
-3681,0.945
-3680,1.137
-3679,0.092
-3678,1.229
-3677,1.267
-3676,1.182
-3675,1.104
-3674,1.654
-3673,1.251
-3672,1.051
-3671,1.224
-3670,1.024
-3669,0.805
-3668,0.297
-3667,0.937
-3666,0.997
-3665,1.032
-3664,0.893
-3663,1.273
-3662,1.431
-3661,0.932
-3660,0.184
-3659,1.21
-3658,1.257
-3657,1.303
-3656,1.073
-3655,1.497
-3654,1.178
-3653,1.046
-3652,0.999
-3651,0.772
-3650,1.227
-3649,0.636
-3648,1.391
-3647,1.261
-3646,0.884
-3645,1.014
-3644,1.292
-3643,1.511
-3642,1.234
-3641,1.059
-3640,1.281
-3639,1.247
-3638,1.253
-3637,0.601
-3636,0.851
-3635,1.156
-3634,1.353
-3633,0.551
-3632,1.043
-3631,0.754
-3630,0.654
-3629,0.95
-3628,1.19
-3627,1.147
-3626,1.268
-3625,1.059
-3624,0.776
-3623,0.282
-3622,0.665
-3621,1.005
-3620,0.037
-3619,1.148
-3618,1.335
-3617,1.222
-3616,1.018
-3615,1.401
-3614,1.085
-3613,1.223
-3612,0.383
-3611,1
-3610,1.112
-3609,1.096
-3608,0.836
-3607,1.059
-3606,0.148
-3605,1.321
-3604,1.131
-3603,0.894
-3602,0.923
-3601,1.047
-3600,0.696
-3599,0.622
-3598,0.793
-3597,0.794
-3596,1.151
-3595,1.228
-3594,1.083
-3593,1.102
-3592,1.357
-3591,1.178
-3590,1.393
-3589,0.973
-3588,0.88
-3587,0.476
-3586,0.877
-3585,0.667
-3584,0.483
-3583,0.796
-3582,1.17
-3581,0.292
-3580,0.617
-3579,0.827
-3578,0.583
-3577,0.171
-3576,1.06
-3575,1.301
-3574,1.236
-3573,0.966
-3572,1.347
-3571,1.053
-3570,1.37
-3569,0.664
-3568,0.673
-3567,0.884
-3566,1.165
-3565,0.769
-3564,0.705
-3563,1.036
-3562,0.636
-3561,0.413
-3560,1.166
-3559,0.392
-3558,1.171
-3557,1.375
-3556,1.404
-3555,1.272
-3554,1.196
-3553,1.12
-3552,1.122
-3551,0.591
-3550,0.872
-3549,0.94
-3548,1.195
-3547,1.121
-3546,0.883
-3545,1.29
-3544,1.089
-3543,0.467
-3542,0.332
-3541,0.455
-3540,0.949
-3539,1.061
-3538,1.252
-3537,1.157
-3536,1.211
-3535,1.37
-3534,1.276
-3533,0.545
-3532,1.17
-3531,1.384
-3530,1.145
-3529,0.917
-3528,1.244
-3527,1.11
-3526,1.336
-3525,1.038
-3524,1.105
-3523,1.364
-3522,1.38
-3521,0.791
-3520,1.111
-3519,0.806
-3518,0.829
-3517,0.598
-3516,1.094
-3515,1.154
-3514,1.443
-3513,0.913
-3512,1.094
-3511,1.016
-3510,0.667
-3509,0.902
-3508,0.082
-3507,1.35
-3506,1.235
-3505,1.092
-3504,0.766
-3503,0.964
-3502,1.446
-3501,1.212
-3500,1.415
-3499,1.576
-3498,0.497
-3497,0.88
-3496,1.061
-3495,1.086
-3494,1.256
-3493,1.428
-3492,0.871
-3491,0.49
-3490,1.146
-3489,0.872
-3488,0.941
-3487,1.017
-3486,0.555
-3485,0.768
-3484,1.153
-3483,1.143
-3482,0.929
-3481,1.101
-3480,1.012
-3479,1.259
-3478,1.387
-3477,0.573
-3476,1.151
-3475,1.235
-3474,0.479
-3473,0.717
-3472,1.207
-3471,1.433
-3470,1.311
-3469,1.343
-3468,1.57
-3467,1.169
-3466,1.142
-3465,1.194
-3464,1.317
-3463,1.564
-3462,1.143
-3461,0.253
-3460,0.893
-3459,1.439
-3458,1.412
-3457,0.753
-3456,1.071
-3455,1.054
-3454,1.347
-3453,1.069
-3452,1.026
-3451,0.096
-3450,1.363
-3449,1.431
-3448,0.651
-3447,1.197
-3446,1.13
-3445,0.939
-3444,1.403
-3443,1.195
-3442,1.024
-3441,1.153
-3440,0.713
-3439,0.557
-3438,0.562
-3437,0.985
-3436,1.258
-3435,1.031
-3434,0.965
-3433,0.97
-3432,0.979
-3431,0.531
-3430,0.883
-3429,1.041
-3428,1.212
-3427,0.545
-3426,0.892
-3425,1.222
-3424,1.117
-3423,1.121
-3422,1.231
-3421,1.09
-3420,1.202
-3419,1.281
-3418,1.156
-3417,0.877
-3416,0.647
-3415,1.27
-3414,1.077
-3413,0.69
-3412,0.636
-3411,0.972
-3410,1.206
-3409,1.174
-3408,1.092
-3407,0.987
-3406,0.779
-3405,0.907
-3404,0.646
-3403,1.129
-3402,1.241
-3401,0.84
-3400,0.958
-3399,0.89
-3398,0.956
-3397,0.78
-3396,0.902
-3395,1.006
-3394,1.123
-3393,0.747
-3392,1.237
-3391,1.139
-3390,0.262
-3389,0.805
-3388,0.514
-3387,1.038
-3386,1.239
-3385,0.717
-3384,0.86
-3383,0.973
-3382,1.362
-3381,1.417
-3380,1.025
-3379,1.209
-3378,0.718
-3377,1.121
-3376,0.917
-3375,1.069
-3374,1.164
-3373,0.831
-3372,1.147
-3371,0.958
-3370,0.602
-3369,0.872
-3368,0.794
-3367,0.758
-3366,0.91
-3365,1.036
-3364,1.122
-3363,1.546
-3362,0.685
-3361,0.897
-3360,0.906
-3359,1.165
-3358,1.412
-3357,0.926
-3356,0.18
-3355,1.473
-3354,1.016
-3353,1.153
-3352,0.855
-3351,1.04
-3350,1.089
-3349,0.819
-3348,0.901
-3347,0.858
-3346,0.87
-3345,0.447
-3344,0.462
-3343,1.145
-3342,1.18
-3341,0.792
-3340,0.722
-3339,0.829
-3338,0.578
-3337,0.801
-3336,1.131
-3335,0.635
-3334,0.701
-3333,0.519
-3332,0.794
-3331,0.829
-3330,0.881
-3329,1.152
-3328,1.077
-3327,0.479
-3326,0.589
-3325,1.137
-3324,1.133
-3323,1.158
-3322,0.998
-3321,0.898
-3320,1.264
-3319,1.415
-3318,1.195
-3317,1.405
-3316,0.887
-3315,0.96
-3314,0.379
-3313,0.755
-3312,1.23
-3311,1.222
-3310,1.005
-3309,1.017
-3308,0.824
-3307,0.67
-3306,0.999
-3305,1.256
-3304,1.188
-3303,1.163
-3302,1.493
-3301,1.236
-3300,1.322
-3299,1.049
-3298,0.724
-3297,1.013
-3296,1.06
-3295,1.308
-3294,0.843
-3293,1.045
-3292,1.078
-3291,0.905
-3290,0.793
-3289,0.852
-3288,0.766
-3287,0.411
-3286,0.506
-3285,0.933
-3284,0.972
-3283,1.17
-3282,0.851
-3281,0.462
-3280,0.853
-3279,0.582
-3278,1.108
-3277,0.878
-3276,1.023
-3275,1.262
-3274,1.04
-3273,1.275
-3272,1.376
-3271,0.502
-3270,1.305
-3269,1.115
-3268,1.363
-3267,1.235
-3266,0.867
-3265,1.45
-3264,1.478
-3263,1.203
-3262,0.996
-3261,1.319
-3260,1.206
-3259,0.965
-3258,1.199
-3257,1.093
-3256,0.6
-3255,0.859
-3254,1.046
-3253,1.096
-3252,0.245
-3251,0.3
-3250,0.94
-3249,1.187
-3248,0.745
-3247,1.004
-3246,1.108
-3245,0.38
-3244,0.965
-3243,1.186
-3242,0.947
-3241,1.107
-3240,0.958
-3239,1.07
-3238,0.7
-3237,1.001
-3236,1.091
-3235,1.541
-3234,1.089
-3233,1.382
-3232,1.015
-3231,1.049
-3230,1.253
-3229,1.24
-3228,1.216
-3227,1.181
-3226,0.347
-3225,0.984
-3224,0.881
-3223,0.06
-3222,1.316
-3221,0.904
-3220,1.103
-3219,1.149
-3218,0.98
-3217,1.133
-3216,0.779
-3215,1.066
-3214,0.778
-3213,1.069
-3212,0.969
-3211,0.968
-3210,1.211
-3209,1.043
-3208,1.088
-3207,0.98
-3206,1.124
-3205,0.435
-3204,1.271
-3203,1.225
-3202,1.23
-3201,1.419
-3200,1.208
-3199,1.239
-3198,1.391
-3197,0.725
-3196,0.419
-3195,0.685
-3194,0.466
-3193,0.895
-3192,0.907
-3191,0.961
-3190,1.114
-3189,0.798
-3188,0.572
-3187,0.531
-3186,0.546
-3185,0.538
-3184,0.466
-3183,0.71
-3182,1.126
-3181,1.094
-3180,1.076
-3179,1.103
-3178,1.223
-3177,1.342
-3176,1.03
-3175,1.001
-3174,1.227
-3173,0.939
-3172,1.067
-3171,1.211
-3170,1.002
-3169,0.892
-3168,1.091
-3167,1.204
-3166,1.059
-3165,1.234
-3164,1.184
-3163,1.186
-3162,1.335
-3161,1.14
-3160,0.88
-3159,0.681
-3158,0.764
-3157,0.926
-3156,1.118
-3155,1.228
-3154,1.325
-3153,0.722
-3152,1.206
-3151,0.991
-3150,0.974
-3149,1.223
-3148,0.614
-3147,1.285
-3146,1.159
-3145,1.467
-3144,1.237
-3143,1.029
-3142,1.129
-3141,0.974
-3140,1.099
-3139,1.071
-3138,1.287
-3137,1.5
-3136,1.267
-3135,1.504
-3134,1.358
-3133,1.493
-3132,1.241
-3131,0.579
-3130,1.199
-3129,0.86
-3128,0.834
-3127,0.964
-3126,1.206
-3125,1.191
-3124,1.141
-3123,1.284
-3122,1.322
-3121,0.959
-3120,1.066
-3119,0.924
-3118,0.842
-3117,1.043
-3116,1.108
-3115,0.886
-3114,0.652
-3113,1.178
-3112,1.114
-3111,0.959
-3110,0.763
-3109,0.524
-3108,1.114
-3107,1.02
-3106,1.244
-3105,0.976
-3104,1.143
-3103,1.27
-3102,1.262
-3101,1.225
-3100,1.107
-3099,0.523
-3098,1.044
-3097,0.893
-3096,0.922
-3095,0.71
-3094,1.048
-3093,0.982
-3092,0.991
-3091,1.146
-3090,1.203
-3089,1.55
-3088,1.402
-3087,1.279
-3086,1.173
-3085,0.172
-3084,1.012
-3083,0.982
-3082,0.995
-3081,1.321
-3080,1.167
-3079,0.553
-3078,0.58
-3077,1.095
-3076,1.157
-3075,1.092
-3074,0.901
-3073,0.995
-3072,1.275
-3071,1.332
-3070,1.445
-3069,0.696
-3068,1.11
-3067,1.013
-3066,1.029
-3065,1.315
-3064,1.043
-3063,1.134
-3062,1.45
-3061,1.429
-3060,0.946
-3059,0.482
-3058,1.146
-3057,0.877
-3056,1.046
-3055,1.029
-3054,1.125
-3053,1.069
-3052,0.975
-3051,0.332
-3050,0.409
-3049,0.921
-3048,1.009
-3047,0.99
-3046,0.784
-3045,1.237
-3044,1.065
-3043,1.23
-3042,1.221
-3041,1.33
-3040,1.234
-3039,1.243
-3038,1.505
-3037,0.956
-3036,1.307
-3035,1.067
-3034,0.794
-3033,1.029
-3032,0.997
-3031,0.881
-3030,0.954
-3029,1.065
-3028,1.311
-3027,0.677
-3026,1.362
-3025,0.977
-3024,0.992
-3023,1.034
-3022,1.101
-3021,0.717
-3020,1.023
-3019,0.977
-3018,0.756
-3017,0.887
-3016,1.13
-3015,1.159
-3014,1.008
-3013,1.013
-3012,1.033
-3011,0.805
-3010,0.374
-3009,0.92
-3008,1.11
-3007,1.317
-3006,1.374
-3005,1.307
-3004,1.376
-3003,1.08
-3002,1.034
-3001,1.191
-3000,1.435
-2999,1.451
-2998,1.278
-2997,1.191
-2996,1.085
-2995,1.433
-2994,1.388
-2993,1.258
-2992,0.586
-2991,1.435
-2990,1.343
-2989,1.076
-2988,1.117
-2987,1.42
-2986,0.917
-2985,1.009
-2984,0.531
-2983,0.885
-2982,0.659
-2981,1.041
-2980,0.838
-2979,1.176
-2978,1.292
-2977,1.323
-2976,1.252
-2975,0.214
-2974,1.205
-2973,0.398
-2972,1.293
-2971,1.572
-2970,1.311
-2969,0.56
-2968,1.218
-2967,1.471
-2966,1.378
-2965,1.169
-2964,1.344
-2963,1.434
-2962,1.546
-2961,1.043
-2960,1.438
-2959,1.041
-2958,1.24
-2957,0.551
-2956,1.179
-2955,0.778
-2954,1.057
-2953,1.304
-2952,0.936
-2951,1.188
-2950,1.22
-2949,1.381
-2948,0.967
-2947,1.193
-2946,1.424
-2945,1.339
-2944,1.364
-2943,1.418
-2942,1.449
-2941,1.417
-2940,1.102
-2939,1.247
-2938,0.763
-2937,0.963
-2936,1.37
-2935,1.411
-2934,1.374
-2933,0.615
-2932,0.165
-2931,1.153
-2930,0.999
-2929,0.919
-2928,1.293
-2927,1.237
-2926,1.094
-2925,1.059
-2924,1.273
-2923,1.065
-2922,0.994
-2921,0.59
-2920,0.978
-2919,0.981
-2918,0.98
-2917,0.886
-2916,0.718
-2915,0.986
-2914,0.706
-2913,0.928
-2912,0.503
-2911,0.856
-2910,0.985
-2909,1.005
-2908,1.015
-2907,0.969
-2906,1.022
-2905,1.148
-2904,1.141
-2903,0.945
-2902,1.122
-2901,1.025
-2900,1.164
-2899,0.819
-2898,1.319
-2897,1.075
-2896,1.002
-2895,1.162
-2894,1.08
-2893,0.903
-2892,0.552
-2891,1.01
-2890,1.363
-2889,0.711
-2888,1.004
-2887,0.728
-2886,0.447
-2885,0.959
-2884,1.25
-2883,0.759
-2882,0.642
-2881,1.261
-2880,0.977
-2879,1.198
-2878,1.267
-2877,1.406
-2876,1.448
-2875,1.403
-2874,1.294
-2873,0.917
-2872,1.122
-2871,1.173
-2870,1.35
-2869,1.171
-2868,1.035
-2867,0.989
-2866,1.042
-2865,0.696
-2864,1.062
-2863,0.206
-2862,1.103
-2861,1.299
-2860,1.332
-2859,0.374
-2858,0.891
-2857,0.945
-2856,1.023
-2855,0.765
-2854,0.37
-2853,0.879
-2852,1.11
-2851,0.892
-2850,0.333
-2849,0.978
-2848,1.108
-2847,1.321
-2846,1.141
-2845,0.982
-2844,1.195
-2843,1.012
-2842,0.269
-2841,0.704
-2840,0.945
-2839,1.224
-2838,0.877
-2837,0.508
-2836,1.113
-2835,1.14
-2834,0.858
-2833,1.316
-2832,1.171
-2831,0.685
-2830,1.153
-2829,1.168
-2828,1.367
-2827,1.433
-2826,0.346
-2825,1.08
-2824,0.587
-2823,1.076
-2822,0.418
-2821,1.142
-2820,1.001
-2819,1.336
-2818,1.189
-2817,1.228
-2816,1.222
-2815,1.031
-2814,1.189
-2813,1.392
-2812,1.003
-2811,0.626
-2810,1.223
-2809,1.396
-2808,0.766
-2807,1.59
-2806,1.39
-2805,0.453
-2804,0.792
-2803,0.562
-2802,0.602
-2801,0.55
-2800,0.888
-2799,1.11
-2798,1.115
-2797,1.245
-2796,1.163
-2795,0.755
-2794,1.331
-2793,1.309
-2792,0.601
-2791,1.263
-2790,1.27
-2789,1.341
-2788,1
-2787,0.674
-2786,0.712
-2785,0.827
-2784,1.18
-2783,1.089
-2782,1.194
-2781,1.342
-2780,0.928
-2779,1.146
-2778,0.895
-2777,1.343
-2776,1.379
-2775,0.885
-2774,0.819
-2773,1.207
-2772,1.658
-2771,1.19
-2770,1.151
-2769,1.426
-2768,1.51
-2767,1.32
-2766,0.84
-2765,1.378
-2764,1.337
-2763,1.757
-2762,1.362
-2761,1.434
-2760,1.381
-2759,1.598
-2758,0.117
-2757,1.826
-2756,1.491
-2755,0.834
-2754,1.227
-2753,0.975
-2752,1.056
-2751,1.211
-2750,1.256
-2749,0.269
-2748,0.626
-2747,0.471
-2746,0.718
-2745,0.772
-2744,0.887
-2743,0.917
-2742,1.038
-2741,1.033
-2740,1.146
-2739,1.079
-2738,0.628
-2737,0.886
-2736,0.984
-2735,1.351
-2734,0.93
-2733,0.073
-2732,0.992
-2731,0.758
-2730,1.07
-2729,1.186
-2728,1.26
-2727,0.2
-2726,0.891
-2725,0.766
-2724,0.617
-2723,1.134
-2722,1.355
-2721,1.551
-2720,1.496
-2719,1.242
-2718,1.208
-2717,1.266
-2716,1.356
-2715,1.434
-2714,1.18
-2713,1.594
-2712,1.302
-2711,0.892
-2710,0.774
-2709,0.962
-2708,1.168
-2707,1.266
-2706,1.258
-2705,1.653
-2704,1.16
-2703,1.001
-2702,1.187
-2701,1.355
-2700,0.774
-2699,1.568
-2698,1.227
-2697,1.656
-2696,1.075
-2695,0.294
-2694,0.772
-2693,0.997
-2692,1.194
-2691,1.103
-2690,1.032
-2689,1.286
-2688,1.387
-2687,1.338
-2686,1.054
-2685,1.009
-2684,1.469
-2683,1.085
-2682,0.64
-2681,0.54
-2680,0.014
-2679,1.1
-2678,1.356
-2677,1.076
-2676,1.566
-2675,1.573
-2674,1.504
-2673,1.295
-2672,1.368
-2671,0.759
-2670,0.842
-2669,1.252
-2668,1.374
-2667,1.489
-2666,1.254
-2665,1.701
-2664,1.182
-2663,1.802
-2662,1.255
-2661,0.806
-2660,1.493
-2659,1.325
-2658,1.259
-2657,1.253
-2656,1.159
-2655,1.1
-2654,1.32
-2653,0.992
-2652,1.007
-2651,1.085
-2650,1.169
-2649,1.154
-2648,0.869
-2647,1.211
-2646,1.205
-2645,1.368
-2644,1.094
-2643,0.238
-2642,0.916
-2641,1.321
-2640,0.35
-2639,0.603
-2638,1.001
-2637,1.126
-2636,1.149
-2635,0.811
-2634,0.67
-2633,0.886
-2632,0.822
-2631,0.95
-2630,1.062
-2629,0.464
-2628,0.654
-2627,0.873
-2626,0.945
-2625,1.025
-2624,1.067
-2623,1.058
-2622,0.806
-2621,0.86
-2620,0.907
-2619,0.543
-2618,0.845
-2617,0.681
-2616,0.641
-2615,0.545
-2614,1.188
-2613,1.007
-2612,0.432
-2611,1.007
-2610,0.669
-2609,0.899
-2608,1.121
-2607,0.876
-2606,1.302
-2605,1.171
-2604,1.597
-2603,1.079
-2602,1.311
-2601,1.491
-2600,1.413
-2599,1.464
-2598,0.919
-2597,1.065
-2596,0.943
-2595,1.049
-2594,0.961
-2593,1.102
-2592,1.308
-2591,0.906
-2590,0.21
-2589,1.3
-2588,1.051
-2587,0.499
-2586,0.976
-2585,1.224
-2584,0.739
-2583,1.211
-2582,1.049
-2581,0.882
-2580,0.909
-2579,0.343
-2578,0.743
-2577,0.72
-2576,0.72
-2575,0.911
-2574,1.167
-2573,0.797
-2572,0.842
-2571,0.516
-2570,0.826
-2569,1.046
-2568,0.863
-2567,0.999
-2566,0.336
-2565,0.991
-2564,0.966
-2563,0.312
-2562,1.167
-2561,1.289
-2560,0.761
-2559,1.15
-2558,0.832
-2557,1.086
-2556,1.15
-2555,1.108
-2554,1.036
-2553,0.989
-2552,0.664
-2551,0.894
-2550,0.522
-2549,0.927
-2548,1.279
-2547,1.186
-2546,0.952
-2545,0.787
-2544,0.666
-2543,0.662
-2542,0.545
-2541,1.497
-2540,1.249
-2539,0.606
-2538,0.891
-2537,1.147
-2536,1.269
-2535,0.939
-2534,1.235
-2533,1.188
-2532,0.546
-2531,0.654
-2530,0.915
-2529,0.694
-2528,0.95
-2527,0.447
-2526,0.85
-2525,0.852
-2524,0.9
-2523,0.442
-2522,0.978
-2521,1.103
-2520,1.279
-2519,1.465
-2518,0.801
-2517,0.755
-2516,0.213
-2515,1.21
-2514,1.317
-2513,0.738
-2512,1.119
-2511,1.023
-2510,0.778
-2509,1.012
-2508,0.927
-2507,1.222
-2506,1.159
-2505,0.797
-2504,0.985
-2503,0.544
