"","ID","DT","la","lo","count","vol","country","ship","T.surf","T.20","T.50","T.100","period","d","gear.sub","gear","opening","wind","T1.surf","T1.20","T1.50","T1.100","Sal20"
"315",8230494,"2010-06-11 10:23:00.000",48.23,-5.2,1,66.43982909,"NETHERLANDS","64T2",12.76,12.49,NA,"","5","","G7","Gulf7","20","0",12.76,12.49,NA,"",35.36
"316",8230495,"2010-06-14 04:32:00.000",49.23,-7.27,5,37.42844628,"NETHERLANDS","64T2",15.05,10.58,NA,"","5","","G7","Gulf7","20","0",15.05,10.58,NA,"",35.62
"317",8230496,"2010-06-14 07:54:00.000",49.25,-8.25,8,40.04413436,"NETHERLANDS","64T2",14.99,13.71,NA,"","5","","G7","Gulf7","20","0",14.99,13.71,NA,"",35.53
"318",8230497,"2010-06-14 09:56:00.000",49.23,-8.78,6,44.2346424,"NETHERLANDS","64T2",14.75,14.74,NA,"","5","","G7","Gulf7","20","0",14.75,14.74,NA,"",35.42
"319",8230498,"2010-06-14 17:55:00.000",49.23,-9.82,4,131.9987503,"NETHERLANDS","64T2",15.05,15.03,NA,"","5","","G7","Gulf7","20","0",15.05,15.03,NA,"",35.45
"320",8230499,"2010-06-15 01:20:00.000",49.23,-11.82,118,146.223948,"NETHERLANDS","64T2",14.56,14.56,NA,"","5","","G7","Gulf7","20","0",14.56,14.56,NA,"",35.61
"321",8230500,"2010-06-15 06:30:00.000",49.28,-12.77,197,102.2709258,"NETHERLANDS","64T2",14.48,14.19,NA,"","5","","G7","Gulf7","20","0",14.48,14.19,NA,"",35.61
"322",8230501,"2010-06-15 11:41:00.000",50.25,-12.65,5,145.3655698,"NETHERLANDS","64T2",14.74,14.65,NA,"","5","","G7","Gulf7","20","0",14.74,14.65,NA,"",35.63
"323",8230502,"2010-06-15 13:27:00.000",50.25,-12.15,1,145.3475461,"NETHERLANDS","64T2",14.76,14.56,NA,"","5","","G7","Gulf7","20","0",14.76,14.56,NA,"",35.62
"324",8230503,"2010-06-15 15:12:00.000",50.23,-11.67,244,106.7070066,"NETHERLANDS","64T2",14.77,14.38,NA,"","5","","G7","Gulf7","20","0",14.77,14.38,NA,"",35.59
"325",8230504,"2010-06-15 17:00:00.000",50.25,-11.18,520,107.0043975,"NETHERLANDS","64T2",14.67,14.37,NA,"","5","","G7","Gulf7","20","0",14.67,14.37,NA,"",35.58
"326",8230505,"2010-06-15 18:45:00.000",50.23,-10.67,1,116.349681,"NETHERLANDS","64T2",15.1,14.58,NA,"","5","","G7","Gulf7","20","0",15.1,14.58,NA,"",35.58
"327",8230506,"2010-06-03 06:50:00.000",59.25,-6.75,1,81.5,"NORWAY","58JH",10.99,10.98,10.86,"9.85","5","","G7","Gulf7","20","0",10.99,10.98,10.86,"9.85",35.43
"328",8230507,"2010-06-03 08:44:00.000",59.25,-6.25,1,56.2,"NORWAY","58JH",10.59,10.36,9.19,"9.06","5","","G7","Gulf7","20","0",10.59,10.36,9.19,"9.06",35.16
"329",8230508,"2010-06-25 14:06:00.000",54.26,-15.19,5,192.8076579,"Scotland","74UT",15.3197,13.9563,11.3918,"10.8598","5","","G7","Gulf7","20","0",15.3197,13.9563,11.3918,"10.8598",35.4756
"330",8230509,"2010-06-25 20:11:00.000",53.76,-15.27,4,202.19296,"Scotland","74UT",15.5855,14.3823,12.0504,"10.7919","5","","G7","Gulf7","20","0",15.5855,14.3823,12.0504,"10.7919",35.4329
"331",8230510,"2010-06-26 03:02:00.000",53.25,-15.28,3,170.4340937,"Scotland","74UT",NA,15.0707,NA,"","5","","G7","Gulf7","20","0",NA,15.0707,NA,"",35.4332
"332",8230511,"2010-06-26 05:09:00.000",53.25,-14.78,14,189.5411906,"Scotland","74UT",15.1209,14.8528,11.789,"11.158","5","","G7","Gulf7","20","0",15.1209,14.8528,11.789,"11.158",35.4966
"333",8230512,"2010-06-26 07:23:00.000",53.25,-14.29,108,231.3427981,"Scotland","74UT",15.1765,14.1216,11.1295,"10.298","5","","G7","Gulf7","20","0",15.1765,14.1216,11.1295,"10.298",35.5257
"334",8230513,"2010-06-26 09:34:00.000",53.27,-13.78,12,121.6728363,"Scotland","74UT",15.339,15.3463,11.5465,"10.4605","5","","G7","Gulf7","20","0",15.339,15.3463,11.5465,"10.4605",35.4722
"335",8230514,"2010-06-26 19:03:00.000",52.27,-13.73,141,197.3178429,"Scotland","74UT",15.8689,14.0589,11.3423,"10.6151","5","","G7","Gulf7","20","0",15.8689,14.0589,11.3423,"10.6151",35.6383
"336",8230515,"2010-06-26 23:53:00.000",51.78,-14.23,44,197.3178429,"Scotland","74UT",15.3636,15.3686,13.1649,"10.7811","5","","G7","Gulf7","20","0",15.3636,15.3686,13.1649,"10.7811",35.4552
"337",8230516,"2010-06-27 05:17:00.000",51.25,-14.76,2,190.6507,"Scotland","74UT",15.7235,15.6627,12.0126,"11.0688","5","","G7","Gulf7","20","0",15.7235,15.6627,12.0126,"11.0688",35.509
"338",8230517,"2010-06-27 07:28:00.000",51.25,-14.29,26,264.7861013,"Scotland","74UT",15.1686,15.1558,12.2903,"11.3581","5","","G7","Gulf7","20","0",15.1686,15.1558,12.2903,"11.3581",35.587
"339",8230518,"2010-06-27 09:49:00.000",51.25,-13.78,6,220.8394423,"Scotland","74UT",16.0376,14.8205,11.9871,"11.3114","5","","G7","Gulf7","20","0",16.0376,14.8205,11.9871,"11.3114",35.5662
"340",8230519,"2010-06-27 12:05:00.000",51.25,-13.28,2,186.1017114,"Scotland","74UT",16.249,16.2011,12.2977,"11.4799","5","","G7","Gulf7","20","0",16.249,16.2011,12.2977,"11.4799",35.593
"341",8230520,"2010-06-27 14:18:00.000",51.25,-12.78,1,183.1867276,"Scotland","74UT",16.2163,16.0863,11.9516,"11.3682","5","","G7","Gulf7","20","0",16.2163,16.0863,11.9516,"11.3682",35.5924
"342",8230521,"2010-06-27 16:30:00.000",51.25,-12.28,1,144.7573563,"Scotland","74UT",16.3681,16.2396,13.7275,"11.781","5","","G7","Gulf7","20","0",16.3681,16.2396,13.7275,"11.781",35.6657
"343",8230522,"2010-06-27 18:37:00.000",51.25,-11.78,187,225.4724846,"Scotland","74UT",16.1932,15.0478,11.7968,"11.5609","5","","G7","Gulf7","20","0",16.1932,15.0478,11.7968,"11.5609",35.8091
"344",8230523,"2010-06-27 20:45:00.000",51.25,-11.3,2,189.3898938,"Scotland","74UT",15.8776,14.4149,11.4748,"10.9308","5","","G7","Gulf7","20","0",15.8776,14.4149,11.4748,"10.9308",35.1447
"345",8230524,"2010-06-28 00:12:00.000",51.25,-10.77,1,146.3207559,"Scotland","74UT",15.957,15.8015,11.2443,"10.707","5","","G7","Gulf7","20","0",15.957,15.8015,11.2443,"10.707",35.2038
"346",8230525,"2010-06-28 04:24:00.000",51.25,-9.79,2,72.23914892,"Scotland","74UT",17.0013,16.7526,9.4217,"","5","","G7","Gulf7","20","0",17.0013,16.7526,9.4217,"",35.1479
"347",8230526,"2010-06-30 08:16:00.000",52.25,-11.21,78,126.8034768,"Scotland","74UT",16.1065,14.7046,10.4929,"10.4553","5","","G7","Gulf7","20","0",16.1065,14.7046,10.4929,"10.4553",35.3039
"348",8230527,"2010-06-30 10:52:00.000",52.25,-11.71,11,177.4777974,"Scotland","74UT",16.33,15.89,11.7956,"11.0291","5","","G7","Gulf7","20","0",16.33,15.89,11.7956,"11.0291",35.576
"349",8230528,"2010-06-30 13:51:00.000",52.24,-12.25,63,165.45475,"Scotland","74UT",15.9883,15.925,12.0273,"11.3211","5","","G7","Gulf7","20","0",15.9883,15.925,12.0273,"11.3211",35.5573
"350",8230529,"2010-06-30 17:11:00.000",52.23,-12.75,23,160.4585955,"Scotland","74UT",16.0778,16.062,11.8237,"11.3694","5","","G7","Gulf7","20","0",16.0778,16.062,11.8237,"11.3694",35.4986
"351",8230530,"2010-07-01 12:51:00.000",52.22,-13.28,14,204.6338807,"Scotland","74UT",15.4837,15.4177,11.5278,"11.0331","5","","G7","Gulf7","20","0",15.4837,15.4177,11.5278,"11.0331",35.4765
"352",8230531,"2010-07-01 16:55:00.000",52.24,-13.77,93,104.7444124,"Scotland","74UT",15.122,15.1035,11.4077,"10.8557","5","","G7","Gulf7","20","0",15.122,15.1035,11.4077,"10.8557",35.4658
"353",8230532,"2010-07-01 19:42:00.000",52.23,-14.25,239,198.1113102,"Scotland","74UT",15.1885,15.1932,12.6273,"10.8416","5","","G7","Gulf7","20","0",15.1885,15.1932,12.6273,"10.8416",35.4321
"354",8230533,"2010-07-02 23:34:00.000",52.23,-14.78,11,142.3601435,"Scotland","74UT",15.2827,15.212,12.414,"11.1639","5","","G7","Gulf7","20","0",15.2827,15.212,12.414,"11.1639",35.4686
"355",8230534,"2010-07-02 03:51:00.000",52.23,-15.29,3,239.7717074,"Scotland","74UT",15.3615,15.3566,11.9736,"11.7544","5","","G7","Gulf7","20","0",15.3615,15.3566,11.9736,"11.7544",35.5444
"356",8230535,"2010-07-02 08:32:00.000",52.25,-15.74,1,221.9287788,"Scotland","74UT",15.1792,15.1815,14.634,"11.7782","5","","G7","Gulf7","20","0",15.1792,15.1815,14.634,"11.7782",35.5653
"357",8230536,"2010-07-02 20:40:00.000",53.24,-13.27,41,209.3778739,"Scotland","74UT",14.746,14.7428,11.3045,"10.5497","5","","G7","Gulf7","20","0",14.746,14.7428,11.3045,"10.5497",35.4562
"358",8230537,"2010-07-02 23:03:00.000",53.25,-12.79,66,159.6584038,"Scotland","74UT",14.7029,14.6964,11.3203,"10.788","5","","G7","Gulf7","20","0",14.7029,14.6964,11.3203,"10.788",35.4701
"359",8230538,"2010-07-03 01:20:00.000",53.24,-12.26,493,125.8318155,"Scotland","74UT",14.9522,14.953,11.3846,"10.85","5","","G7","Gulf7","20","0",14.9522,14.953,11.3846,"10.85",35.4908
"360",8230539,"2010-07-03 03:23:00.000",53.24,-11.79,9,160.381266,"Scotland","74UT",15.3692,15.3695,11.4446,"10.663","5","","G7","Gulf7","20","0",15.3692,15.3695,11.4446,"10.663",35.5244
"361",8230540,"2010-07-03 05:31:00.000",53.25,-11.29,14,132.287143,"Scotland","74UT",15.2313,15.2499,10.0958,"10.0572","5","","G7","Gulf7","20","0",15.2313,15.2499,10.0958,"10.0572",35.3863
"362",8230541,"2010-07-03 07:32:00.000",53.25,-10.79,1,88.91541154,"Scotland","74UT",15.2664,15.2815,9.6273,"9.1028","5","","G7","Gulf7","20","0",15.2664,15.2815,9.6273,"9.1028",35.0462
"363",8230542,"2010-07-03 15:00:00.000",53.75,-10.73,6,117.8668828,"Scotland","74UT",15.1797,15.0452,10.676,"9.9589","5","","G7","Gulf7","20","0",15.1797,15.0452,10.676,"9.9589",35.328
"364",8230543,"2010-07-03 17:23:00.000",53.74,-11.24,8,185.5604053,"Scotland","74UT",14.7757,14.7765,11.2054,"10.5041","5","","G7","Gulf7","20","0",14.7757,14.7765,11.2054,"10.5041",35.4234
"365",8230544,"2010-07-03 23:42:00.000",54.7,-11.25,21,239.761621,"Scotland","74UT",14.6094,14.6127,11.3258,"10.7626","5","","G7","Gulf7","20","0",14.6094,14.6127,11.3258,"10.7626",35.4237
"366",8230545,"2010-07-04 02:52:00.000",54.74,-10.77,2,261.2188605,"Scotland","74UT",14.6007,14.6071,12.0869,"10.8404","5","","G7","Gulf7","20","0",14.6007,14.6071,12.0869,"10.8404",35.4234
"367",8230546,"2010-07-04 10:19:00.000",55.71,-9.79,2,172.6934583,"Scotland","74UT",14.2117,14.1924,11.5878,"10.647","5","","G7","Gulf7","20","0",14.2117,14.1924,11.5878,"10.647",35.4137
"368",8230547,"2010-07-04 12:26:00.000",55.74,-9.32,8,102.690139,"Scotland","74UT",14.3657,14.3647,11.9483,"9.9462","5","","G7","Gulf7","20","0",14.3657,14.3647,11.9483,"9.9462",35.4064
"369",8230548,"2010-06-21 06:24:00.000",56.79,-9.25,1,182.7261131,"Scotland","74UT",13.9279,13.6212,11.0316,"10.4706","5","","G7","Gulf7","20","0",13.9279,13.6212,11.0316,"10.4706",35.4313
"370",8230549,"2010-06-21 22:00:00.000",56.25,-10.19,3,153.6569666,"Scotland","74UT",14.2665,13.2805,11.6044,"10.7062","5","","G7","Gulf7","20","0",14.2665,13.2805,11.6044,"10.7062",35.4726
"371",8230550,"2010-06-22 05:51:00.000",56.25,-12.21,1,164.0426471,"Scotland","74UT",14.5086,13.9869,11.1331,"10.678","5","","G7","Gulf7","20","0",14.5086,13.9869,11.1331,"10.678",35.4636
"372",8230551,"2010-06-23 01:08:00.000",55.25,-14.3,8,151.6699361,"Scotland","74UT",14.6713,13.389,11.817,"10.8885","5","","G7","Gulf7","20","0",14.6713,13.389,11.817,"10.8885",35.4696
"373",8230552,"2010-06-23 03:03:00.000",55.25,-13.8,5,93.0441314,"Scotland","74UT",14.6564,13.9492,11.0669,"10.7242","5","","G7","Gulf7","20","0",14.6564,13.9492,11.0669,"10.7242",35.4956
"374",8230553,"2010-06-23 08:54:00.000",55.25,-12.28,17,167.791444,"Scotland","74UT",14.6985,14.6806,11.2509,"10.7181","5","","G7","Gulf7","20","0",14.6985,14.6806,11.2509,"10.7181",35.4803
"375",8230554,"2010-06-23 10:51:00.000",55.25,-11.79,1,161.4470675,"Scotland","74UT",14.7722,13.6953,11.325,"10.6657","5","","G7","Gulf7","20","0",14.7722,13.6953,11.325,"10.6657",35.5056
"376",8230555,"2010-06-23 12:55:00.000",55.25,-11.29,5,156.5316046,"Scotland","74UT",14.4909,12.8325,11.2554,"10.7299","5","","G7","Gulf7","20","0",14.4909,12.8325,11.2554,"10.7299",35.4384
"377",8230556,"2010-06-23 14:57:00.000",55.25,-10.78,4,172.3875027,"Scotland","74UT",14.7369,13.563,11.2537,"10.7454","5","","G7","Gulf7","20","0",14.7369,13.563,11.2537,"10.7454",35.464
"378",8230557,"2010-06-23 22:19:00.000",55.26,-9.31,2,82.1709392,"Scotland","74UT",14.5999,14.0066,10.0029,"9.3779","5","","G7","Gulf7","20","0",14.5999,14.0066,10.0029,"9.3779",35.1552
"379",8230558,"2010-06-24 01:50:00.000",55.3,-8.38,1,46.48508205,"Scotland","74UT",14.1245,11.2293,8.9067,"","5","","G7","Gulf7","20","0",14.1245,11.2293,8.9067,"",34.8581
"380",8230559,"2010-06-24 22:51:00.000",54.25,-11.71,4,151.4110506,"Scotland","74UT",15.2877,14.0006,11.3824,"10.7458","5","","G7","Gulf7","20","0",15.2877,14.0006,11.3824,"10.7458",35.4858
"381",8230560,"2010-06-25 01:10:00.000",54.26,-12.26,4,153.2608385,"Scotland","74UT",15.1589,15.0117,11.0895,"10.7484","5","","G7","Gulf7","20","0",15.1589,15.0117,11.0895,"10.7484",35.5024
"382",8230561,"2010-06-25 05:11:00.000",54.24,-13.2,8,152.3922144,"Scotland","74UT",14.9581,14.9185,12.194,"10.773","5","","G7","Gulf7","20","0",14.9581,14.9185,12.194,"10.773",35.4588
"383",8230562,"2010-06-25 07:37:00.000",54.25,-13.74,17,189.9897274,"Scotland","74UT",15.2116,13.7115,11.595,"10.8979","5","","G7","Gulf7","20","0",15.2116,13.7115,11.595,"10.8979",35.4719
"384",8230563,"2010-06-25 09:41:00.000",54.24,-14.21,17,208.6365464,"Scotland","74UT",14.7815,14.4146,11.5168,"10.9217","5","","G7","Gulf7","20","0",14.7815,14.4146,11.5168,"10.9217",35.452
"385",8230564,"2010-06-25 12:05:00.000",54.24,-14.73,1,197.9914411,"Scotland","74UT",15.3232,14.4829,11.9195,"10.7966","5","","G7","Gulf7","20","0",15.3232,14.4829,11.9195,"10.7966",35.5008
"386",8230565,"2010-07-27 09:30:00.000",54.75,-10.24,18,82.6,"IRELAND","45CE",14.72,14.61,11.52,"10.52","6","","G7","Gulf7","20","0",14.72,14.61,11.52,"10.52",35.378
"387",8230566,"2010-07-27 12:05:00.000",54.75,-10.74,24,132.3,"IRELAND","45CE",14.81,14.78,12.61,"10.91","6","","G7","Gulf7","20","0",14.81,14.78,12.61,"10.91",35.355
"388",8230567,"2010-07-12 22:57:00.000",48.25,-9.28,1,158.6,"IRELAND","45CE",17.48,16.6,14.28,"11.85","6","","G7","Gulf7","20","0",17.48,16.6,14.28,"11.85",35.537
"389",8230568,"2010-07-13 01:38:00.000",48.25,-8.75,23,161.8,"IRELAND","45CE",16.91,16.08,15.04,"12.77","6","","G7","Gulf7","20","0",16.91,16.08,15.04,"12.77",35.589
"390",8230569,"2010-07-13 03:58:00.000",48.25,-8.25,33,131.4,"IRELAND","45CE",18.53,17.79,15.54,"11.82","6","","G7","Gulf7","20","0",18.53,17.79,15.54,"11.82",35.534
"391",8230570,"2010-07-16 21:45:00.000",49.25,-9.23,551,47.3,"IRELAND","45CE",16.61,16.61,10.73,"","6","","G7","Gulf7","20","0",16.61,16.61,10.73,"",35.38
"392",8230571,"2010-07-17 00:53:00.000",49.25,-9.75,29,47.3,"IRELAND","45CE",16.54,16.55,11.56,"","6","","G7","Gulf7","20","0",16.54,16.55,11.56,"",35.42
"393",8230572,"2010-07-17 10:48:00.000",49.25,-11.23,4,49.2,"IRELAND","45CE",15.7,15.68,12.15,"","6","","G7","Gulf7","20","0",15.7,15.68,12.15,"",35.467
"394",8230573,"2010-07-18 04:44:00.000",50.25,-11.26,7,159.6,"IRELAND","45CE",15.87,15.87,13.36,"11.58","6","","G7","Gulf7","20","0",15.87,15.87,13.36,"11.58",35.516
"395",8230574,"2010-07-18 08:16:00.000",50.25,-10.76,1,41.5,"IRELAND","45CE",15.79,15.79,12.41,"","6","","G7","Gulf7","20","0",15.79,15.79,12.41,"",35.371
"396",8230575,"2010-07-18 19:02:00.000",50.25,-8.26,3,47.2,"IRELAND","45CE",16.98,16.98,9.7,"","6","","G7","Gulf7","20","0",16.98,16.98,9.7,"",35.182
"397",8230576,"2010-07-19 08:49:00.000",51.25,-7.73,5,48.1,"IRELAND","45CE",16.86,16.85,8.94,"","6","","G7","Gulf7","20","0",16.86,16.85,8.94,"",34.83
"398",8230577,"2010-07-19 11:47:00.000",51.25,-8.23,3,46.7,"IRELAND","45CE",15.99,15.86,8.88,"","6","","G7","Gulf7","20","0",15.99,15.86,8.88,"",34.8
"399",8230578,"2010-07-19 14:21:00.000",51.25,-8.74,1,52.9,"IRELAND","45CE",15.37,15.23,9.02,"","6","","G7","Gulf7","20","0",15.37,15.23,9.02,"",34.691
"400",8230579,"2010-07-19 21:52:00.000",51.25,-10.23,5,52.7,"IRELAND","45CE",15.5,15.3,10.47,"","6","","G7","Gulf7","20","0",15.5,15.3,10.47,"",35.08
"401",8230580,"2010-07-20 01:24:00.000",51.25,-10.74,5,59.3,"IRELAND","45CE",15.9,15.67,11.27,"","6","","G7","Gulf7","20","0",15.9,15.67,11.27,"",35.334
"402",8230581,"2010-07-20 03:59:00.000",51.25,-11.24,67,128.4,"IRELAND","45CE",15.76,15.49,11.8,"11.07","6","","G7","Gulf7","20","0",15.76,15.49,11.8,"11.07",35.418
"403",8230582,"2010-07-20 19:48:00.000",52.25,-13.26,93,161.2,"IRELAND","45CE",15.44,15.28,14.34,"11.12","6","","G7","Gulf7","20","0",15.44,15.28,14.34,"11.12",35.453
"404",8230583,"2010-07-20 22:07:00.000",52.25,-12.75,74,146.7,"IRELAND","45CE",15.44,15.3,13.39,"11.44","6","","G7","Gulf7","20","0",15.44,15.3,13.39,"11.44",35.415
"405",8230584,"2010-07-21 02:32:00.000",52.25,-12.23,88,146.9,"IRELAND","45CE",15.47,15.34,12.35,"11.59","6","","G7","Gulf7","20","0",15.47,15.34,12.35,"11.59",35.413
"406",8230585,"2010-07-21 05:30:00.000",52.25,-11.75,44,161.6,"IRELAND","45CE",15.6,15.61,12.16,"11.13","6","","G7","Gulf7","20","0",15.6,15.61,12.16,"11.13",35.457
"407",8230586,"2010-07-22 06:43:00.000",53.25,-11.26,5,97.6,"IRELAND","45CE",15.14,15.14,10.82,"10.34","6","","G7","Gulf7","20","0",15.14,15.14,10.82,"10.34",35.316
"408",8230587,"2010-07-22 09:10:00.000",53.25,-11.71,18,130.4,"IRELAND","45CE",15.15,15.15,13.77,"10.64","6","","G7","Gulf7","20","0",15.15,15.15,13.77,"10.64",35.419
"409",8230588,"2010-07-22 16:01:00.000",53.25,-12.75,6,165.4,"IRELAND","45CE",15.17,14.9,13.04,"10.76","6","","G7","Gulf7","20","0",15.17,14.9,13.04,"10.76",35.382
"410",8230589,"2010-07-22 18:23:00.000",53.25,-13.24,7,179,"IRELAND","45CE",15.03,14.81,11.79,"10.61","6","","G7","Gulf7","20","0",15.03,14.81,11.79,"10.61",35.387
"411",8230590,"2010-07-22 20:41:00.000",53.25,-13.74,95,109.3,"IRELAND","45CE",15.17,14.91,11.34,"10.31","6","","G7","Gulf7","20","0",15.17,14.91,11.34,"10.31",35.377
"412",8230591,"2010-07-22 22:56:00.000",53.25,-14.24,19,158.2,"IRELAND","45CE",15.07,14.89,11.32,"10.58","6","","G7","Gulf7","20","0",15.07,14.89,11.32,"10.58",35.411
"413",8230592,"2010-07-23 01:19:00.000",53.25,-14.74,2,158.3,"IRELAND","45CE",15.13,14.91,12.16,"11.48","6","","G7","Gulf7","20","0",15.13,14.91,12.16,"11.48",35.403
"414",8230593,"2010-07-23 17:32:00.000",52.25,-14.26,3,136.5,"IRELAND","45CE",15.18,14.8,12.83,"11.03","6","","G7","Gulf7","20","0",15.18,14.8,12.83,"11.03",35.418
"415",8230594,"2010-07-23 19:51:00.000",52.25,-13.76,26,133.7,"IRELAND","45CE",15.35,15.33,11.67,"10.91","6","","G7","Gulf7","20","0",15.35,15.33,11.67,"10.91",35.4
"416",8230595,"2010-07-23 23:48:00.000",52.74,-13.75,400,147.5,"IRELAND","45CE",15.03,15.02,12.19,"10.69","6","","G7","Gulf7","20","0",15.03,15.02,12.19,"10.69",35.382
"417",8230596,"2010-07-24 06:38:00.000",53.76,-13.75,1,135.4,"IRELAND","45CE",14.77,14.76,13.01,"11.2","6","","G7","Gulf7","20","0",14.77,14.76,13.01,"11.2",35.41
"418",8230597,"2010-07-24 10:12:00.000",54.25,-13.76,1,172.4,"IRELAND","45CE",14.54,14.54,12.28,"11.19","6","","G7","Gulf7","20","0",14.54,14.54,12.28,"11.19",35.359
"419",8230598,"2010-07-24 18:55:00.000",54.25,-11.76,3,121.9,"IRELAND","45CE",14.73,14.48,12.49,"10.73","6","","G7","Gulf7","20","0",14.73,14.48,12.49,"10.73",35.381
"420",8230599,"2010-07-25 00:24:00.000",54.25,-10.76,5,155.1,"IRELAND","45CE",14.77,14.58,11.05,"10.51","6","","G7","Gulf7","20","0",14.77,14.58,11.05,"10.51",35.336
"421",8230600,"2010-07-25 02:35:00.000",54.25,-10.26,1,69.3,"IRELAND","45CE",14.63,12.91,10.59,"","6","","G7","Gulf7","20","0",14.63,12.91,10.59,"",35.068
"422",8230601,"2010-07-25 13:15:00.000",55.25,-10.76,2,149.1,"IRELAND","45CE",14.6,14.55,12.25,"10.74","6","","G7","Gulf7","20","0",14.6,14.55,12.25,"10.74",35.366
"423",8230602,"2010-07-25 15:26:00.000",55.25,-10.25,1,143.1,"IRELAND","45CE",14.27,14.06,12.87,"10.76","6","","G7","Gulf7","20","0",14.27,14.06,12.87,"10.76",35.366
"424",8230603,"2010-07-25 17:27:00.000",55.25,-9.76,3,67.9,"IRELAND","45CE",14.63,14.54,11.56,"10.46","6","","G7","Gulf7","20","0",14.63,14.54,11.56,"10.46",35.37
"425",8230604,"2010-07-25 19:27:00.000",55.25,-9.27,10,71.1,"IRELAND","45CE",14.72,14.67,11.52,"","6","","G7","Gulf7","20","0",14.72,14.67,11.52,"",35.124
"426",8230605,"2010-07-26 13:27:00.000",56.25,-9.24,38,138.9,"IRELAND","45CE",14.44,14.42,13.44,"10.97","6","","G7","Gulf7","20","0",14.44,14.42,13.44,"10.97",35.343
"427",8230606,"2010-07-26 17:39:00.000",56.25,-9.74,1,137.5,"IRELAND","45CE",14.27,14.12,12.68,"10.72","6","","G7","Gulf7","20","0",14.27,14.12,12.68,"10.72",35.394
"428",8230607,"2010-07-26 20:28:00.000",56.25,-10.23,1,156.8,"IRELAND","45CE",14.4,14.38,12.98,"10.61","6","","G7","Gulf7","20","0",14.4,14.38,12.98,"10.61",35.354
"429",8225854,"2010-02-15 16:12:00.000",42.6,-9.5,0,20,"PORTUGAL","68NA",13.391,NA,NA,"","1","","CAL","CV","25","0",13.391,NA,NA,"",NA
"430",8225863,"2010-02-16 00:47:00.000",42.4,-9.1,0,11.2,"PORTUGAL","68NA",12.9845,NA,NA,"","1","","CAL","CV","25","0",12.9845,NA,NA,"",NA
"431",8225872,"2010-02-16 15:36:00.000",42,-9.25,0,14.5,"PORTUGAL","68NA",12.8122,NA,NA,"","1","","CAL","CV","25","0",12.8122,NA,NA,"",NA
"432",8225881,"2010-02-17 15:38:00.000",41.4,-9.15,0,13.5,"PORTUGAL","68NA",13.4442,NA,NA,"","1","","CAL","CV","25","0",13.4442,NA,NA,"",NA
"433",8225890,"2010-02-18 16:50:00.000",41,-9.22,0,13.7,"PORTUGAL","68NA",14.0583,NA,NA,"","1","","CAL","CV","25","0",14.0583,NA,NA,"",NA
"434",8225899,"2010-02-26 15:53:00.000",40,-9.42,0,12.4,"PORTUGAL","68NA",14.5449,NA,NA,"","1","","CAL","CV","25","0",14.5449,NA,NA,"",NA
"435",8225908,"2010-03-02 02:33:00.000",39.2,-9.73,0,7.5,"PORTUGAL","68NA",14.8777,NA,NA,"","1","","CAL","CV","25","0",14.8777,NA,NA,"",NA
"436",8225917,"2010-01-30 12:24:00.000",36.02,-6.2,0,8.9,"PORTUGAL","68NA",16.4883,NA,NA,"","1","","CAL","CV","25","0",16.4883,NA,NA,"",NA
"437",8225926,"2010-03-29 08:46:00.000",52.75,-14.82,0,347.1,"GERMANY","06NI",10.86,10.86,10.85,"10.84","2","","NH","NACKTHAI","20","0",10.86,10.86,10.85,"10.84",35.56
"438",8225935,"2010-03-29 14:07:00.000",52.73,-13.81,0,264.5,"GERMANY","06NI",10.39,10.39,10.39,"10.38","2","","NH","NACKTHAI","20","0",10.39,10.39,10.39,"10.38",35.58
"439",8225944,"2010-03-29 19:04:00.000",52.75,-12.82,0,376.2,"GERMANY","06NI",10.61,10.61,10.61,"10.63","2","","NH","NACKTHAI","20","0",10.61,10.61,10.61,"10.63",35.59
"440",8225953,"2010-03-29 23:55:00.000",52.75,-11.81,0,269.2,"GERMANY","06NI",10.49,10.5,10.5,"10.5","2","","NH","NACKTHAI","20","0",10.49,10.5,10.5,"10.5",35.59
"441",8225962,"2010-03-28 00:53:00.000",51.74,-11.22,0,293.4,"GERMANY","06NI",10.88,10.83,10.81,"10.63","2","","NH","NACKTHAI","20","0",10.88,10.83,10.81,"10.63",35.62
"442",8225971,"2010-03-30 09:31:00.000",53.23,-10.25,0,151.1,"GERMANY","06NI",8.36,8.37,8.51,"","2","","NH","NACKTHAI","20","0",8.36,8.37,8.51,"",34.87
"443",8225980,"2010-03-30 17:32:00.000",53.75,-11.2,0,195.3,"GERMANY","06NI",10.1,10.1,10.11,"10.13","2","","NH","NACKTHAI","20","0",10.1,10.1,10.11,"10.13",35.54
"444",8225989,"2010-03-30 22:31:00.000",53.72,-12.2,0,383.3,"GERMANY","06NI",10.24,10.25,10.25,"10.26","2","","NH","NACKTHAI","20","0",10.24,10.25,10.25,"10.26",35.54
"445",8225998,"2010-03-31 01:13:00.000",53.72,-12.69,0,314.8,"GERMANY","06NI",10.39,10.4,10.4,"10.35","2","","NH","NACKTHAI","20","0",10.39,10.4,10.4,"10.35",35.54
"446",8226007,"2010-03-28 03:14:00.000",51.74,-11.7,0,355.4,"GERMANY","06NI",11.06,11.05,11.02,"10.94","2","","NH","NACKTHAI","20","0",11.06,11.05,11.02,"10.94",35.62
