"","death","pm10median","pm25median","o3median","so2median","time","tmpd"
"1326",117,-6.855172414,NA,11.948032193,-2.056673039,-1231.5,80.5
"1327",103,-20.04892366,NA,8.2272087654,-3.691692212,-1230.5,75.5
"1328",105,-15.91349481,NA,-7.7445356,-5.804519928,-1229.5,71.5
"1329",118,-18.56156015,NA,-11.97424373,-3.910559254,-1228.5,68
"1330",110,-13.19203646,NA,1.1910620668,-3.593094296,-1227.5,69
"1331",105,-6.300578035,NA,2.0942469154,-3.079232547,-1226.5,70.5
"1332",105,-9.517027864,NA,3.5699457951,-3.434927842,-1225.5,75
"1333",122,16.006993007,NA,7.1227626202,-2.832972535,-1224.5,76.5
"1334",110,47.295421969,NA,19.369224851,1.6933269611,-1223.5,78.5
"1335",101,51.964912281,NA,13.371852997,-0.974134639,-1222.5,82.5
"1336",125,18.733214504,NA,11.6493954,-0.39793573,-1221.5,82.5
"1337",93,-7.281609195,NA,7.1317158256,-2.848339706,-1220.5,75.5
"1338",114,-9.275420231,NA,12.622748291,NA,-1219.5,69
"1339",111,12.718390805,NA,22.337828652,NA,-1218.5,70
"1340",94,29.250927951,NA,16.866414793,0.8885320302,-1217.5,78
"1341",116,-2.277098997,NA,1.3892524031,1.0198854275,-1216.5,73
"1342",116,-11.30714286,NA,-1.041565813,0.845472282,-1215.5,71
"1343",121,38.770114943,NA,5.2327287335,1.074815005,-1214.5,79
"1344",106,17.163704077,NA,7.0680144231,0.8525145355,-1213.5,77
"1345",90,21.715759892,NA,6.5305144231,-1.011203076,-1212.5,83
"1346",103,-21.31035614,NA,5.3174608039,-3.196156704,-1211.5,72
"1347",127,2.7337092732,NA,-3.681997952,1.4016602944,-1210.5,72
"1348",105,8.1489028213,NA,-1.678340765,-2.265006372,-1209.5,73
"1349",112,31.413793103,NA,13.908248698,-1.587269376,-1208.5,75.5
"1350",104,23.579026004,NA,5.7210609838,0.8745595519,-1207.5,74
"1351",109,52.655729167,NA,5.993111744,6.9877383908,-1206.5,74.5
"1352",105,34.63402587,NA,3.2656181519,0.5390125041,-1205.5,74.5
"1353",123,0.0071428571,NA,-6.75350111,-0.237228594,-1204.5,65.5
"1354",105,-11.40453183,NA,-7.824232608,-1.887251541,-1203.5,63
"1355",100,-30.59488147,NA,-1.142821121,-2.307429443,-1202.5,57
"1356",106,-16.01693192,NA,-3.598146069,-1.981237611,-1201.5,56
"1357",113,-16.55390335,NA,-11.70599372,-0.935910038,-1200.5,55.5
"1358",117,-7.092047575,NA,-17.76150464,-2.727127584,-1199.5,57.5
"1359",121,0.3214285714,NA,-6.664888999,-3.084255777,-1198.5,59.5
"1360",129,-6.488721805,NA,-13.66151579,0.371136989,-1197.5,62
"1361",113,-15.5245283,NA,-14.20727806,-1.520477138,-1196.5,56.5
"1362",97,-17.55583856,NA,-7.941799143,-3.256198112,-1195.5,50.5
"1363",103,-8.262857143,NA,-7.244630071,-0.496333211,-1194.5,53.5
"1364",120,6.8619616911,NA,-2.821298394,-1.806673039,-1193.5,67
"1365",128,12.425273088,NA,-6.702072875,-1.864110097,-1192.5,67.5
"1366",108,10.476871189,NA,-2.820560901,-0.727818377,-1191.5,65.5
"1367",127,3.5028571429,NA,-4.815746436,-1.101834276,-1190.5,61
"1368",112,-22.41838413,NA,-6.396737303,-5.014607062,-1189.5,58.5
"1369",108,-20.31132075,NA,-11.3385296,-3.306673039,-1188.5,52.5
"1370",110,8.6918298975,NA,-12.17334919,-0.159895499,-1187.5,57
"1371",104,7.7312623589,NA,-6.440391058,0.7371823274,-1186.5,56.5
"1372",122,-6.391647772,NA,-1.466360706,-1.707311033,-1185.5,67
"1373",119,-5.331230284,NA,-11.24435074,-2.172542019,-1184.5,57.5
"1374",117,-5.822137688,NA,2.5533931648,-1.806673039,-1183.5,68.5
"1375",107,6.6980392157,NA,12.726581823,-2.51242966,-1182.5,75
"1376",92,-29.30020617,NA,-2.049694039,-3.091198386,-1181.5,55
"1377",115,-28.81142857,NA,-9.375464201,-3.458122544,-1180.5,50.5
"1378",114,NA,NA,-2.678728105,-3.825124825,-1179.5,47
"1379",109,-24.17981073,NA,-11.77356607,-2.990074791,-1178.5,41.5
"1380",113,11.709444795,NA,-12.91214707,-1.098339706,-1177.5,46.5
"1381",134,32.552,NA,-12.52618382,1.4829010536,-1176.5,48.5
"1382",106,15.675731316,NA,-7.384845594,2.0774630532,-1175.5,52
"1383",132,-12.10725552,NA,-2.946343654,0.2138666147,-1174.5,53.5
"1384",122,-4.256242098,NA,-17.16523274,-2.761953631,-1173.5,51
"1385",116,-6.449392713,NA,-8.041132892,-0.12059657,-1172.5,56
"1386",121,10.229040035,NA,11.158475582,-2.176645863,-1171.5,65
"1387",119,-22.3212083,NA,-10.51814876,-3.265006372,-1170.5,43
"1388",118,-13.73014228,NA,-14.7318994,0.0266602944,-1169.5,40.5
"1389",133,-10.23616734,NA,-7.715021231,5.1352440168,-1168.5,54.5
"1390",103,-9.700562111,NA,-8.971036179,1.8065041897,-1167.5,49
"1391",107,9.3596214511,NA,-14.8709678,1.3551282779,-1166.5,43.5
"1392",122,14.360384024,NA,-16.2318994,1.9649129221,-1165.5,46.5
"1393",112,2.3223140496,NA,-13.44023274,-2.777441553,-1164.5,46.5
"1394",101,-12.53788933,NA,-9.902174128,-3.085999999,-1163.5,40
"1395",110,5.7135989011,NA,-15.88101239,-2.152128276,-1162.5,41
"1396",122,16.544979079,NA,-9.315232735,2.0213618114,-1161.5,52.5
"1397",114,-15.47478992,NA,-11.09307097,-2.863491221,-1160.5,41
"1398",108,-4.984704641,NA,-13.14856607,3.0953211053,-1159.5,45.5
"1399",138,21.764367816,NA,-5.338444177,6.8184344109,-1158.5,60
"1400",123,29.060429572,NA,-11.4818994,2.3146514568,-1157.5,58
"1401",104,20.553571429,NA,-0.358314458,2.0825861769,-1156.5,60
"1402",121,15.201221003,NA,6.7395474735,0.5357182654,-1155.5,65.5
"1403",116,11.512931034,NA,1.6703285903,0.4807256381,-1154.5,59.5
"1404",109,-29.78714587,NA,1.5911376891,-3.373319135,-1153.5,42
"1405",113,-25.46320346,NA,-4.463213028,-2.793111562,-1152.5,39.5
"1406",109,-10.19090534,NA,-13.97772319,-2.947839572,-1151.5,36.5
"1407",131,-13.19642857,NA,-12.15131689,-1.794174656,-1150.5,34
"1408",128,-0.404480346,NA,-14.08148136,-0.306673039,-1149.5,31.5
"1409",119,-5.162995595,NA,-16.27230769,-1.342853277,-1148.5,37
"1410",96,-7.037862664,NA,-10.80105725,-0.675284492,-1147.5,40.5
"1411",108,-12.22123894,NA,-12.17372951,-0.140006372,-1146.5,37.5
"1412",126,NA,NA,-8.133575875,0.7147067054,-1145.5,38
"1413",115,6.6209770115,NA,-8.834773767,4.7011633667,-1144.5,38
"1414",122,6.2556550491,NA,-11.55163912,7.9967775138,-1143.5,51
"1415",128,10.487341772,NA,3.2242747044,0.2313704394,-1142.5,61
"1416",99,3.8761527006,NA,-3.752186868,0.0367620298,-1141.5,47.5
"1417",114,-12.08227848,NA,-6.950774891,-2.904674815,-1140.5,42
"1418",107,-3.026898734,NA,-8.951849203,3.8242261002,-1139.5,45.5
"1419",122,21.816666667,NA,-16.11209663,3.2136933144,-1138.5,44
"1420",125,13.764182441,NA,-13.69928151,6.029421014,-1137.5,44.5
"1421",136,2.797235023,NA,-6.4789267,4.0322646664,-1136.5,59.5
"1422",109,-6.75966948,NA,-9.850892153,-2.812767081,-1135.5,43.5
"1423",102,-14.12962963,NA,-3.389982238,-0.144440884,-1134.5,42
"1424",105,NA,NA,-13.71445424,0.3195591112,-1133.5,42
"1425",126,-8.621963563,NA,-4.867025956,-1.052900559,-1132.5,44.5
"1426",114,NA,NA,-11.30117227,-0.298701183,-1131.5,53
"1427",122,-20.03286385,NA,-10.40399673,-3.181673039,-1130.5,61
"1428",111,-19.26666667,NA,-8.059431606,-2.716050716,-1129.5,39.5
"1429",115,-10.84571429,NA,-14.1680683,-0.19916444,-1128.5,31.5
"1430",108,-12.58967126,NA,-8.935644527,-0.975998703,-1127.5,41
"1431",89,-17.73685065,NA,-9.106232762,-0.417768548,-1126.5,40.5
"1432",110,-22.08860759,NA,2.7685221398,-2.196425584,-1125.5,33
"1433",108,-11.69936709,NA,-5.794893784,-2.723339706,-1124.5,33
"1434",121,-9.67609991,NA,-2.031327069,-3.098339706,-1123.5,22
"1435",112,-8.56466877,NA,-12.21856136,2.4849936278,-1122.5,28.5
"1436",104,-3.094124866,NA,-11.68490775,-1.90267299,-1121.5,29.5
"1437",121,-9.24,NA,-13.71704408,3.3248454797,-1120.5,31
"1438",128,-1.006475199,NA,-15.58865939,1.1064817821,-1119.5,37
"1439",132,-10.5049505,NA,-11.93027938,0.8176858553,-1118.5,43
"1440",116,-9.186355956,NA,-5.097558132,-0.701734022,-1117.5,39.5
"1441",123,-2.735849057,NA,-11.91814119,2.9653857846,-1116.5,44
"1442",120,1.4224213836,NA,-7.18616685,-0.519607068,-1115.5,45.5
"1443",98,-20.47798742,NA,-1.306136564,-2.758596116,-1114.5,30.5
"1444",127,-14.03025538,NA,-8.719845202,-2.253432933,-1113.5,30.5
"1445",111,-18.47208122,NA,-15.92584427,-2.306673039,-1112.5,39.5
"1446",122,-10.89080349,NA,-9.985601505,1.2774012876,-1111.5,34.5
"1447",131,-15.37244898,NA,-16.46692737,2.1933269611,-1110.5,36.5
"1448",112,-8.774310595,NA,-17.10733353,-0.771873057,-1109.5,34
"1449",112,-9.852830683,NA,-16.79874343,1.9162747548,-1108.5,31
"1450",111,-8.323426858,NA,-16.21249226,3.2812636471,-1107.5,40
"1451",110,-10.24143246,NA,-16.88791243,-0.806673039,-1106.5,38
"1452",132,-11.10410095,NA,-10.92202109,-2.098339706,-1105.5,17
"1453",120,0.4239317465,NA,-2.50768217,-3.431673039,-1104.5,7
"1454",133,NA,NA,-3.203622046,-1.671011832,-1103.5,8
"1455",128,-17,NA,-3.852664997,4.0118852476,-1102.5,14.5
"1456",124,NA,NA,-11.91895818,2.2697720575,-1101.5,3.5
"1457",119,-17.28391167,NA,-10.164379,10.05109528,-1100.5,17.5
"1458",135,-7.296529968,NA,-15.79512531,11.984993628,-1099.5,31
"1459",118,-27.60419897,NA,-18.49084459,-2.598339706,-1098.5,33.5
"1460",149,NA,NA,-9.913405602,-3.504265207,-1097.5,15
"1461",119,-10.43162297,NA,-10.08105664,1.7171262813,-1096.5,8
"1462",138,NA,NA,-9.152692583,18.502486754,-1095.5,20.5
"1463",113,NA,NA,-9.652614332,-0.140038573,-1094.5,16
"1464",129,NA,NA,-13.61182769,0.780756586,-1093.5,6.5
"1465",133,-2,NA,-12.8724486,3.2874692353,-1092.5,14
"1466",143,NA,NA,-15.51355504,4.0645423574,-1091.5,25.5
"1467",113,-10.64912281,NA,-9.019710114,-0.742747951,-1090.5,20.5
"1468",111,NA,NA,4.8913865044,-1.081476282,-1089.5,21.5
"1469",141,-11.68002383,NA,-14.94924599,1.8145423574,-1088.5,25.5
"1470",114,1.6549520767,NA,-16.61556251,3.2828427606,-1087.5,24
"1471",126,-4.732234075,NA,-11.98822825,3.9395423574,-1086.5,22
"1472",120,-11.56230032,NA,-12.67025966,0.6062090241,-1085.5,29.5
"1473",110,-14.4159919,NA,-14.68899803,-2.415622915,-1084.5,25.5
"1474",98,-2.628205128,NA,-7.207882775,2.3224991509,-1083.5,24.5
"1475",109,4.041232073,NA,-10.72854104,8.6062090241,-1082.5,31.5
"1476",135,10.21474359,NA,-17.17723791,4.5228756908,-1081.5,30.5
"1477",133,-9.242421773,NA,-11.48842722,-3.577289391,-1080.5,31
"1478",117,-2.012820513,NA,-8.235828012,-2.965570191,-1079.5,26
"1479",132,-4.018181818,NA,-8.795142966,0.7351031097,-1078.5,21.5
"1480",127,-17.11538462,NA,-3.870189651,2.7767697764,-1077.5,36.5
"1481",122,-16.11057692,NA,-3.182480335,-1.848024939,-1076.5,26.5
"1482",132,-9.407051282,NA,-4.356232937,-1.807277881,-1075.5,10.5
"1483",131,8.9039548023,NA,-17.52415124,3.698808261,-1074.5,11
"1484",123,-2.365384615,NA,-8.686514898,0.4139299838,-1073.5,21.5
"1485",122,-1.409340659,NA,-11.53043948,-3.853148331,-1072.5,9
"1486",137,18.814102564,NA,-13.98008433,2.6558258908,-1071.5,7.5
"1487",135,0.1036777488,NA,-7.505177704,-2.560376692,-1070.5,15.5
"1488",131,-10.83601286,NA,-5.676746332,12.895254654,-1069.5,22
"1489",146,13.315930023,NA,-10.20160628,5.6639748746,-1068.5,25.5
"1490",118,-23.78778135,NA,0.5673258844,-3.510874671,-1067.5,19
"1491",131,5.8,NA,-6.668380057,4.7791188781,-1066.5,15
"1492",135,4.1096774194,NA,-3.978075249,3.4174615748,-1065.5,17
"1493",144,11.138819027,NA,-9.42724436,10.564251136,-1064.5,29
"1494",135,NA,NA,-5.567151495,7.4057919957,-1063.5,39
"1495",131,-7.361581921,NA,-1.734596472,4.2608695769,-1062.5,42.5
"1496",126,-3.889967638,NA,-5.038669733,7.8145423574,-1061.5,44
"1497",123,8.0484848485,NA,-9.373994712,-1.146263117,-1060.5,39
"1498",128,3.0323624595,NA,-4.782456283,-7.474473236,-1059.5,35.5
"1499",111,-18.51412429,NA,-11.30460858,-3.151874935,-1058.5,32.5
"1500",139,6.3042071197,NA,-11.63455926,-0.772192015,-1057.5,34
"1501",146,-5.525862542,NA,-10.08545863,-2.368100301,-1056.5,37.5
"1502",119,-2.670967742,NA,-1.224378505,-5.095603526,-1055.5,30
"1503",136,-12.85776836,NA,-2.029080553,-4.33796352,-1054.5,22
"1504",129,-0.637820513,NA,-9.362804342,-0.382680371,-1053.5,24.5
"1505",121,1.2843450479,NA,-12.4655689,0.7511058182,-1052.5,32.5
"1506",146,-6.120023885,NA,-3.125888504,-1.982143549,-1051.5,22
"1507",135,-1.828275491,NA,0.5391487401,-4.036038426,-1050.5,8.5
"1508",120,-12.87974684,NA,-8.329567348,2.6009617045,-1049.5,16
"1509",124,-7.07257319,NA,-8.140381414,-2.422103387,-1048.5,35
"1510",123,3.1949685535,NA,-13.53267295,-3.098879689,-1047.5,38.5
"1511",126,NA,NA,-8.430923408,-3.102109907,-1046.5,35.5
"1512",138,-4.909580721,NA,-4.312708003,2.2463963246,-1045.5,36.5
"1513",121,4.562403698,NA,-7.986862635,0.2199512843,-1044.5,47
"1514",131,-8.890282132,NA,1.3244548098,-2.009967697,-1043.5,34.5
"1515",114,-14.34313725,NA,-2.878560352,-2.76718486,-1042.5,26.5
"1516",106,-9.959247649,NA,-4.805023797,-1.881255028,-1041.5,28.5
"1517",139,-16.55718789,NA,-0.417340658,-4.975918958,-1040.5,21
"1518",121,5.2382445141,NA,-6.512510204,-1.892104694,-1039.5,19
"1519",125,-10.15254237,NA,-4.699656148,-3.114269178,-1038.5,23.5
"1520",128,4.0689655172,NA,-6.917623392,0.7053820104,-1037.5,39
"1521",124,-4.55,NA,-2.13444288,-0.911689363,-1036.5,48
"1522",125,-10.13793103,NA,-2.546782126,-2.94407665,-1035.5,37.5
"1523",136,-31.91525424,NA,1.4486391191,-5.149340289,-1034.5,25.5
"1524",111,-6.012578616,NA,-7.521302935,-1.927347052,-1033.5,31
"1525",135,5.9604519774,NA,-10.58629447,2.3334457523,-1032.5,39
"1526",125,-0.946708464,NA,-3.540713145,-1.679906464,-1031.5,39.5
"1527",116,-13.84615385,NA,-1.296798059,-3.910712535,-1030.5,28
"1528",105,NA,NA,-9.653477478,-2.205761178,-1029.5,32.5
"1529",120,-3.032607164,NA,-1.281489086,-2.529078398,-1028.5,33.5
"1530",117,4.059375,NA,0.5162444304,-0.3018596,-1027.5,34.5
"1531",146,15.825877809,NA,0.1106468161,-1.662051877,-1026.5,40
"1532",127,-2.775,NA,-1.603807045,-0.415722504,-1025.5,32
"1533",121,-20.01707235,NA,5.5516153095,-3.853832002,-1024.5,32.5
"1534",139,-24.53605016,NA,6.6107957125,-2.78046798,-1023.5,34.5
"1535",115,-16.11334578,NA,-3.15809165,-2.985575027,-1022.5,34
"1536",118,-9.401253918,NA,2.6319342961,-0.476016675,-1021.5,39
"1537",118,-7.575789863,NA,-8.997404031,-2.760224307,-1020.5,39
"1538",137,15.495297806,NA,-7.979286963,0.7624476441,-1019.5,42.5
"1539",128,7.6229508197,NA,-8.809630422,-1.497856287,-1018.5,44
"1540",103,-2.645768025,NA,-5.963270321,1.1439156153,-1017.5,47.5
"1541",117,21.702867364,NA,-1.01818668,-0.734093602,-1016.5,60
"1542",127,-18.65830721,NA,-2.000459352,-4.118740525,-1015.5,55
"1543",105,-25.93220339,NA,0.9424206847,-3.832619706,-1014.5,47
"1544",104,-14.58125,NA,-0.332253747,-3.563826735,-1013.5,45
"1545",130,7.7037037037,NA,-10.17971442,1.6805155053,-1012.5,49
"1546",135,-4.571875,NA,-2.364039916,1.5698402271,-1011.5,63
"1547",126,25.039548023,NA,-9.377003181,-4.184339386,-1010.5,56
"1548",128,-7.5375,NA,2.1853823018,-3.525566449,-1009.5,42
"1549",132,-26.69819032,NA,6.7625376627,-3.15018957,-1008.5,30.5
"1550",128,-14.4625,NA,1.7995068623,-0.900486531,-1007.5,33
"1551",103,-7.166666667,NA,-1.45631141,-1.856608881,-1006.5,43.5
"1552",127,NA,NA,-1.253368371,-0.812288223,-1005.5,41
"1553",110,-13.39748411,NA,-4.583045263,0.3331694953,-1004.5,39
"1554",128,12.315625,NA,-5.361852059,0.2731872315,-1003.5,51
"1555",112,-6.246504237,NA,-9.502382203,-1.830635265,-1002.5,52.5
"1556",109,5.390625,NA,2.034100132,0.6848739942,-1001.5,60
"1557",106,0.0680888369,NA,14.88586516,1.0479966947,-1000.5,70
"1558",95,-7.5375,NA,2.0844073517,-2.8425618,-999.5,69
"1559",106,3.4404131356,NA,-9.32991638,0.4609253438,-998.5,65.5
"1560",118,-22.66875,NA,-14.87745559,-3.281279589,-997.5,44
"1561",113,-23.2449707,NA,4.0623187264,-2.483007189,-996.5,43.5
"1562",121,-20.86604361,NA,0.0172802338,-2.783333089,-995.5,38
"1563",110,-8.694915254,NA,-5.415880484,1.3196220548,-994.5,44
"1564",102,-10.70093458,NA,-10.18447425,-2.573290688,-993.5,45.5
"1565",125,-28.59031628,NA,-6.040844329,-1.405939911,-992.5,58.5
"1566",123,-8.6375,NA,1.7535523746,-2.110795504,-991.5,53
"1567",116,NA,NA,-6.341038767,-1.083242536,-990.5,53
"1568",110,-18.66875,NA,-2.082510995,-1.907561786,-989.5,47.5
"1569",107,-5.4,NA,0.918036961,-1.502099855,-988.5,46
"1570",104,-13.62616822,NA,1.808849833,-5.246749306,-987.5,46.5
"1571",119,-27.27509372,NA,6.5053753484,-4.551969815,-986.5,40.5
"1572",109,-20.63239875,NA,5.7277915495,-3.443415809,-985.5,44.5
"1573",119,4.2213158034,NA,-0.569748501,-0.432200908,-984.5,48
"1574",119,-3.676012461,NA,-4.045953036,-2.700024198,-983.5,50
"1575",116,-3.839088653,NA,-6.679560234,1.7131162258,-982.5,50.5
"1576",108,NA,NA,2.7224478928,2.0932357039,-981.5,53.5
"1577",112,31.248270764,NA,3.92157226,4.96688976,-980.5,59.5
"1578",122,4.4392523364,NA,-13.00964534,-3.942724233,-979.5,64.5
"1579",100,-5.011211158,NA,-7.236146327,-1.022240675,-978.5,64.5
"1580",112,-15.4,NA,-3.42021872,-1.671401657,-977.5,64
"1581",107,-2.142857143,NA,-0.565947699,-3.211665537,-976.5,57.5
"1582",107,6.736677116,NA,-3.146726434,-3.812806221,-975.5,52.5
"1583",126,18.628162521,NA,0.0271247784,-2.114775086,-974.5,55
"1584",99,-26.12618297,NA,-1.846063627,-1.97019083,-973.5,46.5
"1585",121,-11.04985482,NA,-7.056208555,0.0939736005,-972.5,52
"1586",99,-9.018927445,NA,-4.038069648,-2.326877208,-971.5,56
"1587",112,-12.30025231,NA,-5.924528858,-3.898824311,-970.5,45
"1588",116,-8.157728707,NA,2.4828129667,-1.488764281,-969.5,53
"1589",114,6.3595945655,NA,-4.931208555,1.7616015227,-968.5,55
"1590",135,10.851735016,NA,4.8003887704,1.722418189,-967.5,62
"1591",114,30.431531402,NA,3.5180897726,0.8429562796,-966.5,65
"1592",119,23.987381703,NA,6.6753887704,0.9985905263,-965.5,70.5
"1593",126,9.5050876201,NA,4.2572893243,0.5290153986,-964.5,74.5
"1594",131,44.939873418,NA,9.4253887704,3.5914616652,-963.5,76
"1595",111,29.332090622,NA,-1.642187033,2.8864548533,-962.5,74
"1596",106,50.003154574,NA,9.1177687254,5.2437015174,-961.5,72.5
"1597",123,47.825431962,NA,-2.150095197,5.1534077342,-960.5,73.5
"1598",122,-2.940063091,NA,-8.578561112,-4.520406487,-959.5,60
"1599",104,-10.12567704,NA,-4.695476448,-5.490624675,-958.5,50
"1600",101,-18.96518987,NA,5.378597019,-2.821833352,-957.5,54.5
"1601",110,1.4246260069,NA,5.1104581117,-0.649554037,-956.5,60.5
"1602",112,58.136075949,NA,9.4157922318,1.2130233186,-955.5,68.5
"1603",102,22.655638665,NA,-11.47232705,-1.958272096,-954.5,74.5
"1604",115,2.2603174603,NA,-7.620818462,-0.439978005,-953.5,74
"1605",112,1.9107142857,NA,3.2610092159,-1.30881944,-952.5,77.5
"1606",98,-8.679365079,NA,-9.737018582,-4.185808868,-951.5,67
"1607",108,-10.91702532,NA,2.4350697729,-1.522012062,-950.5,76
"1608",108,NA,NA,7.3003887704,-0.898993829,-949.5,77.5
"1609",106,51.748571429,NA,3.7674739327,0.5982303397,-948.5,80.5
"1610",116,9.2586750789,NA,3.9981389303,-0.730412221,-947.5,79
"1611",117,2.5280172414,NA,6.1825511455,-2.944803641,-946.5,77.5
"1612",107,13.278481013,NA,0.7123891645,-1.391054762,-945.5,77.5
"1613",112,0.6850793651,NA,9.4386182088,2.2986885397,-944.5,74.5
"1614",94,13.203174603,NA,13.839858032,-1.494296028,-943.5,72.5
"1615",120,-8.822539683,NA,8.5743229935,-0.459471907,-942.5,69
"1616",82,-18.78730159,NA,5.3404750866,-3.173505993,-941.5,61.5
"1617",121,-12.57894737,NA,-0.182898565,-2.928884809,-940.5,61
"1618",105,-8.749206349,NA,2.8505133045,-4.677052121,-939.5,62
"1619",118,4.7334325397,NA,4.870545931,-1.684399666,-938.5,65.5
"1620",127,13.311111111,NA,9.0211400141,-0.557520703,-937.5,67.5
"1621",115,19.265512266,NA,22.352055411,1.7635876778,-936.5,72.5
"1622",97,51.331210191,NA,17.467440802,1.180231573,-935.5,75
"1623",118,4.800090799,NA,1.215172945,-1.845983638,-934.5,73
"1624",114,-9.649681529,NA,-0.915996173,-2.792426699,-933.5,71.5
"1625",112,12.356364029,NA,16.657047083,-1.676195722,-932.5,73.5
"1626",95,7.3248407643,NA,18.06124376,-2.645821688,-931.5,83
"1627",104,-6.891000036,NA,11.108222498,-2.977124309,-930.5,77.5
"1628",94,-13.78343949,NA,7.3833879183,-3.223920206,-929.5,69.5
"1629",108,-5.486842105,NA,3.0570275653,-2.926447717,-928.5,69
"1630",126,-1.79047619,NA,19.435334926,-0.00979436,-927.5,71
"1631",118,2.5807026931,NA,25.972306892,-2.857507123,-926.5,72.5
"1632",111,25.158730159,NA,39.82030424,1.1900463198,-925.5,78.5
"1633",96,38.887640449,NA,22.721190219,0.6762015532,-924.5,78
"1634",110,-16.80952381,NA,-3.984905592,-5.431931231,-923.5,64.5
"1635",101,-16.92305195,NA,5.8857894946,-5.467378245,-922.5,68
"1636",113,-1.688888889,NA,18.192468873,-0.188636009,-921.5,69
"1637",121,12.125008939,NA,29.119442083,-3.691789405,-920.5,71.5
"1638",108,61.268987342,NA,23.739956161,-1.732730434,-919.5,78.5
"1639",117,54.576654369,NA,23.723427742,-1.31201329,-918.5,81.5
"1640",99,14.23659306,NA,19.015360899,2.3256200523,-917.5,79.5
"1641",107,16.421121252,NA,18.026992895,-0.054701069,-916.5,84
"1642",118,NA,NA,9.7514126618,-4.777113876,-915.5,74
"1643",125,28.42804817,NA,5.7846574294,1.2915741382,-914.5,81
"1644",111,-0.836477987,NA,6.4749342019,0.9169692139,-913.5,82
"1645",129,20.954839342,NA,-1.79461716,1.1249569357,-912.5,78.5
"1646",101,NA,NA,-0.597112791,-1.938408807,-911.5,73
"1647",129,1.8717105263,NA,6.9684064381,-0.797429504,-910.5,75.5
"1648",125,-2.757763975,NA,15.840926637,-2.292927338,-909.5,81
"1649",97,-2.914082314,NA,13.168876345,-2.082728337,-908.5,80
"1650",106,NA,NA,3.8129299565,-2.367928328,-907.5,71
"1651",103,-8.282485876,NA,-0.58144929,-0.536109783,-906.5,71.5
"1652",108,-12.72307692,NA,10.795251661,-0.76751403,-905.5,70.5
"1653",97,8.584291498,NA,19.852001593,0.4589677007,-904.5,76
"1654",99,23.273846154,NA,9.6125094529,-0.986884069,-903.5,79
"1655",100,-17.85412978,NA,5.9684360747,-2.693511739,-902.5,72
"1656",78,NA,NA,-0.407624178,-2.386982231,-901.5,69.5
"1657",102,10.234273504,NA,6.3484277418,2.6989562322,-900.5,70.5
"1658",134,22.473846154,NA,15.844122828,0.8280920994,-899.5,76
"1659",119,47.792359844,NA,25.637943505,4.4912871764,-898.5,78.5
"1660",117,41.556923077,NA,28.005732189,-0.052043288,-897.5,83
"1661",121,45.264615385,NA,34.714367303,-1.665868962,-896.5,85.5
"1662",130,14.512345679,NA,28.024479633,0.1032182074,-895.5,85
"1663",98,13.803705409,NA,22.883722104,1.8232553953,-894.5,83
"1664",126,35.456790123,NA,12.406796279,0.8936005325,-893.5,88
"1665",121,-6.348901099,NA,4.9239633864,-4.123635137,-892.5,74.5
"1666",130,16.435185185,NA,0.8280572162,-1.61591562,-891.5,70.5
"1667",107,-18.57098765,NA,-2.147052403,-3.156400287,-890.5,68
"1668",111,-15.91269841,NA,-0.870403103,-3.851691396,-889.5,66
"1669",103,-21.85180125,NA,4.2132869203,-2.862569481,-888.5,66.5
"1670",98,NA,NA,15.848820628,-3.297063849,-887.5,73.5
"1671",102,2.867433414,NA,11.042579315,2.3055850865,-886.5,70
"1672",108,-7.521604938,NA,0.7572893243,-1.428049266,-885.5,66.5
"1673",105,24.11711621,NA,10.836073836,-0.173671743,-884.5,75.5
"1674",126,NA,NA,9.8406226576,5.2505577986,-883.5,78.5
"1675",108,90.833800467,NA,14.085767517,7.2019546306,-882.5,83.5
"1676",103,-19.57716049,NA,7.125822338,-0.861881734,-881.5,71
"1677",105,-18.41666667,NA,-2.032944563,-2.672429504,-880.5,69
"1678",95,NA,NA,5.3420554371,-5.508530054,-879.5,68
"1679",98,-0.674945048,NA,5.193791445,0.8582001571,-878.5,71.5
"1680",100,7.481595092,NA,2.384285899,2.9103808041,-877.5,72.5
"1681",117,-7.668513754,NA,0.9800233291,-2.542567971,-876.5,67.5
"1682",108,-19.62079511,NA,3.7211902187,-3.572243604,-875.5,69.5
"1683",108,-9.319055944,NA,-2.975520367,-1.640403299,-874.5,70
"1684",97,-6.556574924,NA,4.0173319316,-3.07168337,-873.5,68
"1685",116,-3.841783786,NA,-1.240714101,-3.816935312,-872.5,67.5
"1686",123,-3.52293578,NA,2.764741016,-2.326193479,-871.5,70.5
"1687",109,24.752172225,NA,4.003597019,6.3934594279,-870.5,71.5
"1688",113,28.480122324,NA,6.0452636856,-1.625003693,-869.5,77
"1689",106,26.643653138,NA,8.4619303523,6.9041278112,-868.5,76.5
"1690",113,0.5321100917,NA,7.193791445,-0.144483649,-867.5,75
"1691",119,-5.599580511,NA,1.3923319316,-0.549104227,-866.5,74
"1692",101,-16.52147239,NA,-8.03948625,-0.353530545,-865.5,64.5
"1693",102,-14.54120335,NA,-4.982668068,-0.771281305,-864.5,67
"1694",110,13.525993884,NA,-2.104480407,1.2904164917,-863.5,68.5
