"","lon","lat"
"28004",-5.364278,50.238113
"28045",-5.204694,50.321426
"28086",-5.089405,50.416179
"28127",-5.02076,50.532641
"28168",-4.926594,50.586325
"28209",-4.751461,50.641769
"28250",-4.630012,50.738869
"28291",-4.55462,50.867358
"28329",-4.525578,51.012275
"28330",NA,NA
"28331",-4.525578,51.012862
"28332",-4.522938,51.015795
"28373",-4.305269,50.994087
"28414",-4.214036,51.107615
"28455",-4.160645,51.197088
"28496",-3.930069,51.218797
"28537",-3.699199,51.21821
"28578",-3.467742,51.206182
"28619",-3.240979,51.178314
"28660",-3.01891,51.206476
"28701",-2.988401,51.317657
"28742",-2.887781,51.415344
"28783",-2.717048,51.49367
"28824",-2.60088,51.606318
"28865",-2.475031,51.722193
"28906",-2.436895,51.749475
"28947",-2.602053,51.664989
"28988",-2.759291,51.574929
"29029",-2.964639,51.552634
"29070",-3.127745,51.479589
"29111",-3.247433,51.390702
"29152",-3.482703,51.389236
"29193",-3.654609,51.470495
"29234",-3.776938,51.562021
"29275",-3.94943,51.613358
"29316",-4.052984,51.562901
"29357",-4.237504,51.539433
"29398",-4.245131,51.635067
"29439",-4.067945,51.659122
"29480",-4.241318,51.67731
"29521",-4.333431,51.720433
"29562",-4.404716,51.756809
"29603",-4.539366,51.733927
"29644",-4.698071,51.662935
"29685",-4.885524,51.628906
"29726",-5.043642,51.629199
"29767",-5.034841,51.679363
"29808",-4.904885,51.711632
"29849",-5.124021,51.709579
"29890",-5.246937,51.7307
"29931",-5.113167,51.811666
"29972",-5.280086,51.866523
"30013",-5.212614,51.927247
"30054",-5.082658,52.011147
"30095",-4.916033,52.014667
"30136",-4.777276,52.061604
"30177",-4.640866,52.134942
"30218",-4.436398,52.166625
"30259",-4.262146,52.24143
"30300",-4.124563,52.345864
"30341",-4.060905,52.502515
"30382",-4.006928,52.545345
"30423",-4.111068,52.639805
"30464",-4.010741,52.730452
"30505",-4.148324,52.79851
"30546",-4.209929,52.907931
"30587",-4.435518,52.869502
"30628",-4.533205,52.787363
"30669",-4.721539,52.787363
"30678",-4.759968,52.789416
"30679",NA,NA
"30680",-4.759968,52.789123
"30710",-4.673135,52.868035
"30751",-4.51003,52.944307
"30792",-4.352499,53.038474
"30833",-4.26596,53.145255
"30874",-4.100214,53.229448
"30915",-3.893106,53.278731
"30956",-3.8139,53.318041
"30997",-3.584497,53.284305
"31038",-3.381789,53.344443
"31079",-3.180255,53.284012
"31120",-3.075527,53.278731
"31161",-3.192869,53.385806
"31202",-3.010403,53.404287
"31243",-2.892181,53.291345
"31284",-2.751077,53.343269
"31325",-2.961706,53.374365
"31366",-3.055579,53.498747
"31407",-3.048832,53.622836
"31448",-2.892181,53.717589
"31489",-3.004536,53.72903
"31530",-3.047365,53.865147
"31571",-2.898928,53.942005
"31612",-2.892768,54.00097
"31653",-2.805641,54.111271
"31694",-2.874873,54.19429
"31735",-3.037391,54.192237
"31776",-3.148279,54.077535
"31817",-3.228952,54.154101
"31858",-3.224845,54.254721
"31899",-3.348347,54.222452
"31940",-3.434007,54.348595
"31981",-3.564843,54.457429
"32022",-3.581857,54.575064
"32063",-3.505292,54.715874
"32104",-3.404084,54.833216
"32145",-3.267968,54.876633
"32186",-3.186415,54.942637
"32227",-3.073474,54.946744
"32268",-3.133612,54.963759
"32309",-3.39587,54.976373
"32350",-3.571883,54.986934
"32391",-3.643168,54.878099
"32432",-3.827395,54.866365
"32473",-3.867291,54.809454
"32514",-4.055624,54.79156
"32555",-4.123389,54.776599
"32596",-4.218143,54.859325
"32637",-4.378314,54.903621
"32678",-4.358953,54.809748
"32719",-4.362767,54.683312
"32722",-4.373914,54.678032
"32723",NA,NA
"32724",-4.373034,54.678325
"32760",-4.55462,54.736996
"32801",-4.731806,54.821189
"32842",-4.925714,54.831456
"32883",-4.903419,54.710301
"32924",-4.928354,54.644296
"32965",-5.0102,54.760758
"33006",-5.144849,54.865485
"33047",-5.15717,55.005415
"33088",-5.038948,54.913302
"33129",-5.052736,54.998081
"33170",-4.999052,55.142118
"33211",-4.858535,55.251833
"33252",-4.769649,55.387656
"33293",-4.613878,55.48681
"33334",-4.688683,55.599458
"33375",-4.867923,55.67749
"33416",-4.883471,55.790138
"33457",-4.878777,55.930361
"33498",-4.657881,55.934468
"33539",-4.598037,55.941802
"33580",-4.791651,56.024235
"33621",-4.765835,55.986686
"33662",-4.860882,56.072345
"33703",-4.889631,56.135123
"33744",-4.898138,56.019248
"33785",-4.950355,55.90836
"33826",-5.060657,55.91628
"33867",-5.106713,55.90396
"33908",-5.221415,55.913934
"33949",-5.274805,55.846169
"33990",-5.360758,55.963804
"34031",-5.234029,56.085253
"34072",-5.077084,56.182646
"34113",-4.960623,56.255985
"34154",-5.119621,56.161525
"34195",-5.297394,56.072932
"34236",-5.446711,56.019248
"34277",-5.407108,55.879611
"34318",-5.327902,55.761389
"34359",-5.471353,55.656662
"34400",-5.487487,55.534333
"34441",-5.566986,55.417578
"34482",-5.597788,55.307863
"34523",-5.821325,55.314611
"34564",-5.722757,55.438113
"34605",-5.701636,55.58919
"34646",-5.615096,55.718853
"34687",-5.464606,55.825341
"34728",-5.594855,55.760216
"34769",-5.644138,55.870224
"34810",-5.66174,55.893399
"34851",-5.610109,55.99578
"34892",-5.644138,55.990499
"34933",-5.678461,55.999006
"34974",-5.535011,56.081146
"35015",-5.534424,56.172379
"35056",-5.584294,56.181766
"35097",-5.583121,56.315829
"35138",-5.467539,56.436104
"35179",-5.254857,56.443732
"35220",-5.43967,56.484215
"35261",-5.344037,56.512083
"35302",-5.362812,56.521764
"35343",-5.328196,56.620038
"35384",-5.15453,56.673428
"35425",-5.216428,56.695136
"35466",-5.123728,56.804558
"35507",-5.249283,56.726525
"35548",-5.404175,56.638812
"35589",-5.558186,56.546992
"35630",-5.747399,56.512083
"35671",-5.941013,56.563714
"35712",-5.921065,56.647026
"35753",-5.70897,56.679295
"35794",-5.678754,56.684869
"35835",-5.912264,56.671668
"35876",-6.170416,56.680175
"35897",-6.233194,56.725939
"35898",NA,NA
"35899",-6.234074,56.725939
"35917",-6.160149,56.756154
"35958",-5.929866,56.757328
"35999",-5.776441,56.78637
"36040",-5.733612,56.84064
"36081",-5.787295,56.866749
"36122",-5.930159,56.882883
"36163",-5.84626,56.97441
"36204",-5.652646,56.97529
"36245",-5.623897,56.983504
"36286",-5.785535,57.050095
"36327",-5.605709,57.11786
"36368",-5.501568,57.102606
"36409",-5.680221,57.172717
"36450",-5.555252,57.258964
"36491",-5.43087,57.227868
"36532",-5.654113,57.278912
"36573",-5.595735,57.341983
"36614",-5.471939,57.405641
"36655",-5.612163,57.383052
"36696",-5.791402,57.349317
"36737",-5.856234,57.440257
"36778",-5.831005,57.573439
"36819",-5.67054,57.517995
"36860",-5.540584,57.544691
"36901",-5.732145,57.584294
"36942",-5.765294,57.696942
"36983",-5.804603,57.740651
"37024",-5.771748,57.853886
"37065",-5.643258,57.777321
"37106",-5.597495,57.843912
"37147",-5.563466,57.912264
"37188",-5.436444,57.894956
"37229",-5.228162,57.848899
"37270",-5.378066,57.928105
"37311",-5.181519,57.883515
"37352",-5.118741,57.876475
"37393",-5.241363,57.963307
"37434",-5.426763,58.047207
"37475",-5.352544,58.073902
"37516",-5.276272,58.124359
"37557",-5.345504,58.201218
"37598",-5.273045,58.234074
"37639",-5.061537,58.250501
"37680",-4.981451,58.256662
"37721",-5.146023,58.316799
"37762",-5.069751,58.390138
"37803",-5.047456,58.441182
"37844",-5.107887,58.492225
"37885",-5.009026,58.618661
"37888",-5.001399,58.626875
"37889",NA,NA
"37890",-2.687713,58.955432
"37926",-2.820602,58.876813
"37967",-2.970507,58.958366
"38008",-3.172041,58.911429
"38041",-3.212253,59
"38042",NA,NA
"38043",-3.261221,59
"38049",-3.267088,58.983594
"38085",-3.363015,59
"38086",NA,NA
"38087",-3.131754,59
"38090",-3.118064,58.995328
"38104",-3.04158,59
"38105",NA,NA
"38106",-2.985794,59
"38114",-2.946749,59
"38115",NA,NA
"38116",-2.909703,59
"38131",-2.883967,58.974793
"38172",-2.821189,58.941058
"38196",-2.687713,58.955432
"38197",NA,NA
"38198",-2.864606,58.846304
"38213",-2.948505,58.852171
"38236",-2.864606,58.846304
"38237",NA,NA
"38238",-2.888074,58.816382
"38254",-2.926503,58.771499
"38295",-3.010403,58.797607
"38336",-2.935304,58.835743
"38351",-2.888074,58.816382
"38352",NA,NA
"38353",-3.043552,58.742163
"38367",-3.043552,58.742163
"38368",NA,NA
"38369",-3.104863,58.682026
"38377",-3.141239,58.665011
"38390",-3.104863,58.682026
"38391",NA,NA
"38392",-3.155026,58.878573
"38405",-3.155026,58.878573
"38406",NA,NA
"38407",-3.155026,58.850411
"38418",-3.173801,58.849824
"38421",-3.155026,58.850411
"38422",NA,NA
"38423",-3.077874,58.825476
"38459",-3.101636,58.83897
"38467",-3.077874,58.825476
"38468",NA,NA
"38469",-3.194043,58.850118
"38500",-3.240979,58.78734
"38541",-3.261807,58.778539
"38582",-3.410245,58.869186
"38623",-3.269141,58.897054
"38643",-3.194043,58.850118
"38644",NA,NA
"38645",-3.266501,58.927857
"38661",-3.266501,58.927857
"38662",NA,NA
"38663",-1.774207,55.671623
"38664",-1.775967,55.667809
"38690",-1.774207,55.671623
"38691",NA,NA
"38692",-1.073677,50.677851
"38705",-1.135868,50.66113
"38746",-1.289293,50.578991
"38787",-1.469119,50.65849
"38828",-1.49112,50.70572
"38869",-1.343563,50.75207
"38910",-1.144375,50.733002
"38939",-1.073677,50.677851
"38940",NA,NA
"38941",-6.287171,49.973214
"38951",-6.27221,49.960306
"38960",-6.287171,49.973214
"38961",NA,NA
"38962",-6.295092,49.933904
"38985",-6.295092,49.933904
"38986",NA,NA
"38987",-6.336748,49.963533
"38992",-6.316507,49.953559
"39006",-6.336748,49.963533
"39007",NA,NA
"39008",-4.658761,51.195035
"39033",-4.665508,51.195035
"39034",-4.658761,51.195035
"39035",NA,NA
"39036",-5.293873,51.738327
"39050",-5.293873,51.738327
"39051",NA,NA
"39052",-5.320569,51.870337
"39067",-5.320569,51.870337
"39068",NA,NA
"39069",-4.666388,53.320094
"39074",-4.641453,53.318334
"39115",-4.59745,53.248222
"39150",-4.666388,53.320094
"39151",NA,NA
"39152",-4.41293,53.423942
"39156",-4.391809,53.418661
"39197",-4.233691,53.341509
"39238",-4.063545,53.307773
"39279",-4.183527,53.2227
"39320",-4.337831,53.131467
"39361",-4.488909,53.17459
"39402",-4.562541,53.299853
"39443",-4.496829,53.40546
"39462",-4.41293,53.423942
"39463",NA,NA
"39464",-3.24362,54.147354
"39484",-3.218391,54.081935
"39525",-3.262981,54.113911
"39537",-3.24362,54.147354
"39538",NA,NA
"39539",-4.352792,54.409026
"39566",-4.349859,54.313979
"39607",-4.390048,54.205144
"39648",-4.527338,54.111564
"39689",-4.680176,54.074895
"39730",-4.745887,54.117725
"39771",-4.650547,54.236533
"39812",-4.534966,54.361796
"39850",-4.352792,54.409026
"39851",NA,NA
"39852",-4.801625,54.05788
"39853",-4.803091,54.055534
"39870",-4.801625,54.05788
"39871",NA,NA
"39872",-4.943021,55.725893
"39891",-4.943021,55.725893
"39892",NA,NA
"39893",-5.164504,55.916574
"39894",-5.16069,55.9154
"39935",-5.022521,55.81038
"39976",-5.055083,55.752882
"40017",-5.181812,55.86113
"40039",-5.164504,55.916574
"40040",NA,NA
"40041",-5.15805,55.800699
"40058",-5.170958,55.802166
"40061",-5.15805,55.800699
"40062",NA,NA
"40063",-5.063297,55.528759
"40082",-5.063297,55.528759
"40083",NA,NA
"40084",-5.265418,55.717093
"40099",-5.185332,55.692744
"40140",-5.099966,55.570416
"40181",-5.076791,55.466568
"40222",-5.2927,55.45102
"40263",-5.367505,55.569829
"40304",-5.329956,55.699785
"40319",-5.265418,55.717093
"40320",NA,NA
"40321",-5.562586,55.277061
"40341",-5.562586,55.277061
"40342",NA,NA
"40343",-5.728331,55.726187
"40345",-5.720704,55.7212
"40386",-5.775855,55.678957
"40404",-5.728331,55.726187
"40405",NA,NA
"40406",-6.137267,55.917747
"40427",-6.118786,55.847049
"40468",-6.03254,55.7168
"40509",-6.152228,55.623806
"40550",-6.332641,55.587137
"40591",-6.306533,55.701252
"40632",-6.332935,55.772243
"40673",-6.484892,55.667809
"40714",-6.460544,55.758749
"40755",-6.398059,55.858196
"40796",-6.322961,55.855263
"40837",-6.137561,55.934762
"40843",-6.137267,55.917747
"40844",NA,NA
"40845",-5.854474,55.95823
"40878",-5.912264,55.86729
"40919",-6.055715,55.803339
"40960",-6.065689,55.931535
"40996",-5.854474,55.95823
"40997",NA,NA
"40998",-5.709557,56.140697
"41001",-5.703396,56.130429
"41042",-5.798736,56.00282
"41083",-5.985016,55.963511
"41124",-5.881169,56.067651
"41164",-5.709557,56.140697
"41165",NA,NA
"41166",-5.595735,56.218729
"41187",-5.595735,56.218729
"41188",NA,NA
"41189",-5.645312,56.259798
"41206",-5.647072,56.206115
"41238",-5.645312,56.259798
"41239",NA,NA
"41240",-5.597788,56.311135
"41247",-5.603362,56.2818
"41283",-5.597788,56.311135
"41284",NA,NA
"41285",-5.508902,56.406769
"41288",-5.51917,56.398555
"41328",-5.508902,56.406769
"41329",NA,NA
"41330",-5.694595,56.18734
"41364",-5.694595,56.18734
"41365",NA,NA
"41366",-5.70545,56.211395
"41370",-5.70985,56.198194
"41380",-5.70545,56.211395
"41381",NA,NA
"41382",-5.758253,56.241611
"41395",-5.758253,56.241611
"41396",NA,NA
"41397",-6.146948,56.116935
"41411",-6.181564,56.069998
"41452",-6.261943,56.065305
"41484",-6.146948,56.116935
"41485",NA,NA
"41486",-6.2241,56.016608
"41493",-6.255489,56.002233
"41510",-6.2241,56.016608
"41511",NA,NA
"41512",-5.660273,56.441091
"41534",-5.685501,56.382127
"41575",-5.70897,56.356019
"41616",-5.873835,56.325803
"41657",-6.031953,56.297641
"41698",-6.27045,56.266252
"41739",-6.349069,56.339884
"41780",-6.192418,56.33079
"41821",-6.055421,56.375673
"41862",-6.181857,56.395622
"41903",-6.004671,56.478641
"41944",-6.202979,56.503576
"41985",-6.290692,56.571634
"42026",-6.22322,56.603023
"42067",-6.072729,56.621211
"42108",-5.933973,56.512083
"42149",-5.726864,56.475414
"42167",-5.660273,56.441091
"42168",NA,NA
"42169",-5.443777,56.543472
"42190",-5.521223,56.488908
"42231",-5.547625,56.503869
"42259",-5.443777,56.543472
"42260",NA,NA
"42261",-6.36403,56.289721
"42272",-6.369311,56.297641
"42275",-6.36403,56.289721
"42276",NA,NA
"42277",-6.391899,56.329617
"42313",-6.391899,56.329617
"42314",NA,NA
"42315",-6.157509,56.457519
"42354",-6.166896,56.468373
"42358",-6.157509,56.457519
"42359",NA,NA
"42360",-6.27397,56.483335
"42385",-6.27397,56.483335
"42386",NA,NA
"42387",-6.486066,56.449892
"42395",-6.49516,56.456639
"42399",-6.486066,56.449892
"42400",NA,NA
"42401",-6.428861,56.484508
"42415",-6.428861,56.484508
"42416",NA,NA
"42417",-6.72955,56.530271
"42436",-6.814329,56.504163
"42477",-6.979781,56.449305
"42518",-6.861853,56.524991
"42545",-6.72955,56.530271
"42546",NA,NA
"42547",-6.460544,56.674308
"42559",-6.490466,56.633825
"42600",-6.69112,56.576035
"42641",-6.59842,56.637639
"42673",-6.460544,56.674308
"42674",NA,NA
"42675",-5.831005,56.783729
"42682",-5.872075,56.784023
"42699",-5.831005,56.783729
"42700",NA,NA
"42701",-6.224393,56.830666
"42723",-6.229087,56.838293
"42725",-6.224393,56.830666
"42726",NA,NA
"42727",-6.107932,56.921019
"42764",-6.188604,56.916032
"42786",-6.107932,56.921019
"42787",NA,NA
"42788",-6.249329,56.993478
"42805",-6.290985,56.943314
"42846",-6.469638,57.009319
"42887",-6.265463,57.032787
"42903",-6.249329,56.993478
"42904",NA,NA
"42905",-6.493693,57.055669
"42928",-6.613381,57.049802
"42949",-6.493693,57.055669
"42950",NA,NA
"42951",-6.471398,57.038361
"42966",-6.471398,57.038361
"42967",NA,NA
"42968",-6.146068,57.570213
"42969",-6.147535,57.566399
"43010",-6.17247,57.410628
"43051",-6.101185,57.324968
"43092",-5.977096,57.265417
"43133",-5.748866,57.268644
"43174",-5.682861,57.196186
"43215",-5.820444,57.10994
"43256",-5.995284,57.019586
"43297",-5.983843,57.126954
"43338",-5.902877,57.171251
"43379",-6.050728,57.170077
"43420",-6.165429,57.185332
"43461",-6.304479,57.190905
"43502",-6.432382,57.245176
"43543",-6.398353,57.322915
"43584",-6.40598,57.357531
"43625",-6.528602,57.378359
"43666",-6.598127,57.333476
"43707",-6.771206,57.418842
"43748",-6.749791,57.495701
"43789",-6.584633,57.434389
"43830",-6.601941,57.522689
"43871",-6.582579,57.561999
"43912",-6.444409,57.496874
"43953",-6.333815,57.472819
"43994",-6.385738,57.579893
"44035",-6.369017,57.690194
"44076",-6.202685,57.626243
"44095",-6.146068,57.570213
"44096",NA,NA
"44097",-5.823671,57.340809
"44112",-5.823671,57.340809
"44113",NA,NA
"44114",-5.836286,57.273925
"44117",-5.843326,57.267177
"44126",-5.836286,57.273925
"44127",NA,NA
"44128",-5.917838,57.298566
"44158",-6.009071,57.320568
"44176",-5.917838,57.298566
"44177",NA,NA
"44178",-5.955387,57.572853
"44199",-5.993524,57.514182
"44226",-5.955387,57.572853
"44227",NA,NA
"44228",-5.982083,57.486607
"44240",-6.009365,57.44671
"44281",-6.044861,57.325555
"44322",-6.03694,57.452577
"44340",-5.982083,57.486607
"44341",NA,NA
"44342",-6.366377,57.896129
"44363",-6.366377,57.896129
"44364",NA,NA
"44365",-6.430622,57.737131
"44378",-6.430622,57.737131
"44379",NA,NA
"44380",-5.61803,57.834525
"44399",-5.61803,57.834525
"44400",NA,NA
"44401",-5.464606,57.891729
"44404",-5.458445,57.882635
"44416",-5.464606,57.891729
"44417",NA,NA
"44418",-5.222882,57.938079
"44429",-5.222882,57.938079
"44430",NA,NA
"44431",-5.400654,58.00291
"44445",-5.405641,58.021098
"44454",-5.400654,58.00291
"44455",NA,NA
"44456",-5.427936,57.970348
"44467",-5.427936,57.970348
"44468",NA,NA
"44469",-5.498928,57.951573
"44485",-5.498928,57.951573
"44486",NA,NA
"44487",-5.161864,58.37195
"44502",-5.161864,58.37195
"44503",NA,NA
"44504",-6.162496,58.405099
"44527",-6.173056,58.338214
"44568",-6.31504,58.251968
"44609",-6.205912,58.22762
"44650",-6.194178,58.185083
"44691",-6.387205,58.18743
"44732",-6.462304,58.093557
"44773",-6.382805,58.090917
"44814",-6.470811,58.007897
"44855",-6.476972,57.945706
"44896",-6.631863,57.939546
"44937",-6.714589,57.99235
"44978",-6.736297,57.945706
"45019",-6.783234,57.889969
"45060",-6.802008,57.80783
"45101",-6.953086,57.745638
"45142",-7.096243,57.793749
"45183",-7.071601,57.823084
"45224",-6.9657,57.891729
"45265",-6.895588,57.926931
"45306",-7.10211,57.984429
"45347",-7.068961,58.038406
"45388",-7.10915,58.142547
"45429",-7.047546,58.215886
"45470",-6.941352,58.193591
"45511",-6.745391,58.176576
"45552",-6.802595,58.246688
"45593",-6.694347,58.323253
"45634",-6.525962,58.37635
"45675",-6.333521,58.461423
"45716",-6.171883,58.460543
"45734",-6.162496,58.405099
"45735",NA,NA
"45736",-6.781473,58.209725
"45757",-6.855692,58.221753
"45788",-6.781473,58.209725
"45789",NA,NA
"45790",-6.848945,58.197698
"45798",-6.849825,58.205031
"45801",-6.848945,58.197698
"45802",NA,NA
"45803",-7.124111,58.006137
"45835",-7.124111,58.006137
"45836",NA,NA
"45837",-6.986235,57.893196
"45839",-6.991809,57.887915
"45880",-6.986528,57.898183
"45881",-6.986235,57.893196
"45882",NA,NA
"45883",-7.222678,57.77292
"45909",-7.222678,57.77292
"45910",NA,NA
"45911",-7.161954,57.72393
"45921",-7.20273,57.700755
"45946",-7.161954,57.72393
"45947",NA,NA
"45948",-7.293377,57.705156
"45962",-7.293377,57.705156
"45963",NA,NA
"45964",-7.681485,57.692248
"45972",-7.681485,57.692248
"45973",NA,NA
"45974",-8.552161,57.81399
"46003",-8.554801,57.816044
"46004",-8.552161,57.81399
"46005",NA,NA
"46006",-7.079815,57.625657
"46044",-7.171635,57.596028
"46085",-7.255241,57.551438
"46126",-7.337087,57.520929
"46167",-7.514859,57.576373
"46208",-7.454722,57.654405
"46249",-7.354101,57.676407
"46290",-7.254947,57.6679
"46331",-7.10651,57.645898
"46340",-7.079815,57.625657
"46341",NA,NA
"46342",-7.435654,57.558478
"46357",-7.435654,57.558478
"46358",NA,NA
"46359",-7.650389,57.513595
"46372",-7.648629,57.522102
"46378",-7.650389,57.513595
"46379",NA,NA
"46380",-7.605799,57.521809
"46394",-7.605799,57.521809
"46395",NA,NA
"46396",-7.358795,57.522102
"46413",-7.395758,57.510662
"46433",-7.358795,57.522102
"46434",NA,NA
"46435",-7.230599,57.432923
"46454",-7.307458,57.403587
"46495",-7.390477,57.48514
"46527",-7.230599,57.432923
"46528",NA,NA
"46529",-7.262281,57.335822
"46536",-7.305991,57.337289
"46577",-7.33914,57.383052
"46601",-7.262281,57.335822
"46602",NA,NA
"46603",-7.216811,57.291233
"46618",-7.266682,57.248696
"46659",-7.283403,57.198826
"46700",-7.316845,57.131941
"46741",-7.354101,57.102606
"46782",-7.448561,57.220827
"46823",-7.424506,57.359584
"46864",-7.268735,57.315581
"46877",-7.216811,57.291233
"46878",NA,NA
"46879",-7.28399,57.078844
"46905",-7.306871,57.085884
"46910",-7.28399,57.078844
"46911",NA,NA
"46912",-7.391944,57.042468
"46928",-7.391944,57.042468
"46929",NA,NA
"46930",-7.441814,57.038361
"46946",-7.413946,56.998465
"46987",-7.562089,56.947715
"47028",-7.468509,57.035134
"47041",-7.441814,57.038361
"47042",NA,NA
"47043",-7.507526,56.929527
"47069",-7.583504,56.929233
"47088",-7.507526,56.929527
"47089",NA,NA
"47090",-7.512806,56.88259
"47110",-7.512806,56.88259
"47111",NA,NA
"47112",-7.575584,56.842694
"47131",-7.575584,56.842694
"47132",NA,NA
"47133",-7.636308,56.817465
"47151",-7.682071,56.794877
"47165",-7.636308,56.817465
"47166",NA,NA
"47167",-7.351168,57.011079
"47180",-7.351168,57.011079
"47181",NA,NA
"47182",-7.206251,57.388333
"47192",-7.232359,57.396253
"47202",-7.206251,57.388333
"47203",NA,NA
"47204",-7.224145,57.480446
"47229",-7.224145,57.480446
"47230",NA,NA
"47231",-7.180435,57.489247
"47233",-7.182196,57.48338
"47254",-7.180435,57.489247
"47255",NA,NA
"47256",-7.219158,57.538237
"47274",-7.274896,57.509782
"47290",-7.219158,57.538237
"47291",NA,NA
"47292",-7.150513,57.54117
"47315",-7.219452,57.526209
"47329",-7.150513,57.54117
"47330",NA,NA
"47331",-4.901952,55.787205
"47356",-4.948595,55.759923
"47370",-4.901952,55.787205
"47371",NA,NA
"47372",-3.900733,43.052104
"47397",-3.915401,43.008981
"47438",-4.069999,43.025702
"47479",-3.970845,43.04037
"47498",-3.900733,43.052104
"47499",NA,NA
"47500",-6.422408,43.307029
"47520",-6.434142,43.310549
"47524",-6.422408,43.307029
"47525",NA,NA
"47526",-6.814036,43.387408
"47561",-6.828117,43.255692
"47602",-6.877107,43.116935
"47643",-6.843371,43.23897
"47684",-6.81961,43.390048
"47685",-6.814036,43.387408
"47686",NA,NA
"47687",-7.980706,43.405302
"47725",-7.901501,43.394155
"47757",-7.980706,43.405302
"47758",NA,NA
"47759",-1.21214,44.320568
"47766",-1.20862,44.349023
"47807",-1.150536,44.336996
"47825",-1.21214,44.320568
"47826",NA,NA
"47827",-1.203926,44.408281
"47840",-1.203926,44.408281
"47841",NA,NA
"47842",-1.198646,44.445537
"47848",-1.196593,44.469592
"47889",-1.085411,44.495701
"47929",-1.198646,44.445537
"47930",NA,NA
"47931",-1.132055,44.95304
"47971",-1.121787,44.949227
"47975",-1.132055,44.95304
"47976",NA,NA
"47977",-1.141442,45.079476
"48012",-1.131175,45.209139
"48053",-1.101839,45.112332
"48070",-1.141442,45.079476
"48071",NA,NA
"48072",-2.414307,47.308089
"48094",-2.421934,47.312783
"48097",-2.414307,47.308089
"48098",NA,NA
"48099",-6.473745,54.807401
"48127",-6.473745,54.807401
"48128",NA,NA
"48129",-6.239648,54.703553
"48135",-6.260769,54.687712
"48176",-6.274557,54.577704
"48217",-6.369604,54.490578
"48258",-6.554417,54.497619
"48299",-6.527135,54.601759
"48340",-6.507774,54.735822
"48381",-6.328241,54.714701
"48398",-6.239648,54.703553
"48399",NA,NA
"48400",-7.744263,54.5161
"48422",-7.731942,54.460069
"48463",-7.661537,54.358569
"48504",-7.812321,54.453029
"48545",-7.938757,54.507593
"48581",-7.744263,54.5161
"48582",NA,NA
"48583",-7.485817,54.225972
"48586",-7.483471,54.213945
"48627",-7.47379,54.163781
"48668",-7.608733,54.255895
"48703",-7.485817,54.225972
"48704",NA,NA
"48705",-8.325984,54.247387
"48709",-8.344172,54.245627
"48750",-8.404017,54.258535
"48766",-8.325984,54.247387
"48767",NA,NA
"48768",-8.019136,54.152341
"48791",-8.036737,54.076948
"48832",-8.093354,54.157914
"48847",-8.019136,54.152341
"48848",NA,NA
"48849",-8.21451,53.996569
"48873",-8.277581,54.019451
"48892",-8.21451,53.996569
"48893",NA,NA
"48894",-8.405483,53.957553
"48914",-8.432472,53.912963
"48955",-8.424845,53.959607
"48962",-8.405483,53.957553
"48963",NA,NA
"48964",-9.147963,53.954033
"48996",-9.138283,53.959313
"48999",-9.147963,53.954033
"49000",NA,NA
"49001",-9.213381,54.062867
"49037",-9.225409,53.983368
"49078",-9.277919,54.05084
"49110",-9.213381,54.062867
"49111",NA,NA
"49112",-9.75374,54.198984
"49119",-9.763714,54.177862
"49155",-9.75374,54.198984
"49156",NA,NA
"49157",-9.208688,53.708202
"49160",-9.210448,53.696761
"49201",-9.276453,53.752792
"49230",-9.208688,53.708202
"49231",NA,NA
"49232",-9.295521,53.67916
"49242",-9.289067,53.648651
"49283",-9.349498,53.553018
"49324",-9.399368,53.610515
"49355",-9.295521,53.67916
"49356",NA,NA
"49357",-9.204287,53.471758
"49365",-9.214555,53.448877
"49406",-9.045289,53.400767
"49447",-9.077558,53.298093
"49488",-9.127429,53.396366
"49529",-9.316642,53.442716
"49570",-9.42137,53.496693
"49611",-9.267945,53.520162
"49644",-9.204287,53.471758
"49645",NA,NA
"49646",-8.002121,53.659505
"49652",-8.017082,53.641317
"49693",-7.915875,53.551551
"49734",-7.905607,53.512241
"49775",-7.983346,53.456504
"49816",-7.998894,53.556244
"49857",-8.039084,53.650411
"49868",-8.002121,53.659505
"49869",NA,NA
"49870",-7.389597,53.58822
"49898",-7.416586,53.588513
"49905",-7.389597,53.58822
"49906",NA,NA
"49907",-7.353808,53.664199
"49939",-7.33738,53.629583
"49969",-7.353808,53.664199
"49970",NA,NA
"49971",-7.271669,53.811463
"49980",-7.301297,53.789461
"50021",-7.271082,53.81733
"50023",-7.271669,53.811463
"50024",NA,NA
"50025",-7.361142,53.483786
"50062",-7.395171,53.488186
"50070",-7.361142,53.483786
"50071",NA,NA
"50072",-8.164639,53.063409
"50103",-8.286968,53.000044
"50144",-8.285795,52.895904
"50185",-8.438632,52.818458
"50226",-8.484102,52.907344
"50267",-8.338892,52.971882
"50308",-8.279928,53.069863
"50337",-8.164639,53.063409
"50338",NA,NA
"50339",-9.490895,52.021708
"50349",-9.544578,52.013787
"50390",-9.490895,52.021708
"50391",NA,NA
"50392",-2.948505,54.405505
"50431",-2.948212,54.294031
"50469",-2.948505,54.405505
"50470",NA,NA
"50471",-3.140652,54.582398
"50472",-3.141532,54.577998
"50495",-3.140652,54.582398
"50496",NA,NA
"50497",-4.353086,55.270901
"50513",-4.387408,55.218977
"50539",-4.353086,55.270901
