"","lon","lat","jul.day","bath","chl","chl.sw"
"1616",-19.609,61.124,195,2394,1.04428571,0.52059298
"1617",-19.613,61.098,195,2394,0.94888889,0.54654814
"1618",-19.614,61.102,195,2394,0.78,0.54654814
"1619",-19.6237,43.5231,190,4497,0.344,0.29070976
"1620",-19.628,61.36,199,2281,1.293,0.85823926
"1621",-19.6323,61.1257,204,2394,1.8,0.96043894
"1622",-19.6383,47.998,123,4428,2.8,0.81058553
"1623",-19.6492,43.7158,190,4497,0.271,0.27756807
"1624",-19.6528,61.2313,203,2394,2,1.64227352
"1625",-19.6572,61.0772,202,2394,1.8,0.72376811
"1626",-19.66,61.278,196,2281,0.87916667,0.56360956
"1627",-19.6643,60.7992,194,2398,2,0.53504936
"1628",-19.6707,61.109,198,2394,1,0.67617838
"1629",-19.672,61.115,198,2394,0.32666667,0.67617838
"1630",-19.6736,59.7497,167,2731,1.229,1.1594425
"1631",-19.676,61.018,202,2394,1.47823529,0.72376811
"1632",-19.676,61.093,202,2394,1.298,0.72376811
"1633",-19.6797,60.093,178,2650,1.3,2.5572301
"1634",-19.6853,61.1805,203,2394,1.4,0.76288548
"1635",-19.688,61.148,202,2394,1.1,0.71948423
"1636",-19.6883,55.3332,207,1415,1.5,0.31860198
"1637",-19.6903,59.2095,172,2838,0.705,0.90878178
"1638",-19.692,61.182,203,2394,0.66,0.76288548
"1639",-19.692,61.667,203,2051,1.9,0.73992467
"1640",-19.6932,44.1042,190,4252,0.217,0.3758374
"1641",-19.694,61.177,202,2394,1.4,0.71948423
"1642",-19.6948,61.0162,202,2394,2.3,0.72376811
"1643",-19.6948,61.096,202,2394,1.3,0.72376811
"1644",-19.6953,59.3849,167,2766,0.832,1.07151624
"1645",-19.697,61.1808,202,2394,1.4,0.71948423
"1646",-19.698,61.265,203,2281,1.14555556,0.82723409
"1647",-19.698,61.353,203,2281,0.87727273,1.1546739
"1648",-19.6997,61.2663,203,2281,1.1,0.82723409
"1649",-19.7,61.1533,206,2394,1.4,0.89308924
"1650",-19.7023,61.2208,202,2394,1.1,0.78856415
"1651",-19.7048,61.499,204,2281,2.1,0.99556536
"1652",-19.7082,60.97,206,2398,1.7,0.60203814
"1653",-19.711,61.503,204,2051,1.0975,0.99556536
"1654",-19.7127,61.1547,203,2394,1.9,0.76288548
"1655",-19.713,61.357,203,2281,1,1.1546739
"1656",-19.7137,44.3065,190,4167,0.307,0.46202244
"1657",-19.7165,61.3405,203,2281,1,1.1546739
"1658",-19.718,43.11,269,5308,0.21,0.21627185
"1659",-19.72,43.11,268,5308,0.21,0.21627185
"1660",-19.7208,60.7907,206,2398,1.9,0.51220597
"1661",-19.7223,61.3595,193,2281,1.8,0.36307805
"1662",-19.7247,48,155,4406,1,1.12831144
"1663",-19.7298,61.3382,206,2281,1.9,1.35174526
"1664",-19.7349,44.457,190,4167,0.236,0.51996018
"1665",-19.7358,61.2068,203,2394,1.6,0.82723409
"1666",-19.7363,60.6143,206,2469,1.2,0.87046524
"1667",-19.7392,60.6915,204,2469,2.1,0.49225487
"1668",-19.7408,60.8623,194,2398,1.7,0.52782794
"1669",-19.744,61.065,193,2394,0.82928571,0.49545019
"1670",-19.749,61.053,201,2394,0.40454545,0.699842
"1671",-19.7497,55.1662,167,1525,0.7,0.62265749
"1672",-19.75,60.4402,206,2596,1.5,0.64314285
"1673",-19.753,61.3822,204,2281,1.7,0.94548141
"1674",-19.7615,44.7051,190,4016,0.325,0.51128906
"1675",-19.7617,60.2708,206,2596,1.7,0.63050353
"1676",-19.7618,61.13,203,2394,1.4,0.76288548
"1677",-19.7619,44.7083,190,4016,0.271,0.51128906
"1678",-19.7642,61.1818,204,2394,1.6,0.80628673
"1679",-19.7695,60.1142,206,2650,1.6,0.81019022
"1680",-19.7717,61.4195,203,2281,1.2,0.8086342
"1681",-19.773,60.5548,193,2469,0.6,0.40271703
"1682",-19.7748,61.5267,206,2051,2.3,1.23863737
"1683",-19.775,61.6375,204,2051,2.2,0.7230202
"1684",-19.7758,61.287,196,2281,1.6,0.60174869
"1685",-19.7808,61.2975,193,2281,1.4,0.51286138
"1686",-19.7817,61.1487,203,2394,1.6,0.76288548
"1687",-19.782,61.284,196,2281,0.35875,0.60174869
"1688",-19.7832,59.9475,206,2693,1.3,0.84563595
"1689",-19.786,59.7697,206,2693,0.8,0.73872354
"1690",-19.7897,59.1186,170,2838,0.651,1.04216844
"1691",-19.7912,44.9089,189,4016,0.344,0.53595896
"1692",-19.7915,61.5452,193,2051,2.2,0.41686938
"1693",-19.7932,59.9252,192,2693,2,0.61221445
"1694",-19.7974,55.7436,247,1445,0.238,0.66069156
"1695",-19.8,61.18,204,2394,1.69875,0.80628673
"1696",-19.8032,61.206,204,2394,1.7,0.86590403
"1697",-19.807,59.2068,172,2838,0.741,0.90878178
"1698",-19.8081,59.0875,178,2838,0.332,0.87361055
"1699",-19.8107,60.6923,204,2469,1.9,0.75677096
"1700",-19.812,59.588,206,2731,2.4,0.73078016
"1701",-19.8153,60.6938,204,2469,1.4,0.75677096
"1702",-19.8162,60.9248,194,2398,1.1,0.52782794
"1703",-19.8183,61.7098,206,2051,2.4,0.66934958
"1704",-19.8195,45.1089,189,4055,0.289,0.53595896
"1705",-19.821,61.087,201,2394,0.991,0.54954087
"1706",-19.8211,34.589,362,5007,0.23,0.15671641
"1707",-19.8212,59.2312,206,2838,2.8,0.49448193
"1708",-19.8228,60.6932,204,2469,2.2,0.75677096
"1709",-19.8242,59.4092,206,2766,2.9,0.46497107
"1710",-19.825,61.088,198,2394,1.10285714,0.54954087
"1711",-19.8262,61.6688,203,2051,1.8,0.74985551
"1712",-19.827,61.8195,204,1822,1.5,0.6823252
"1713",-19.834,39.913,269,4371,0.07928571,0.09280359
"1714",-19.834,60.061,170,2650,3.298,1.10908872
"1715",-19.8348,45.3103,189,4332,0.488,0.52374151
"1716",-19.835,61.056,193,2394,2.2375,0.54954087
"1717",-19.835,61.133,200,2394,0.792,0.64551249
"1718",-19.8352,60.057,170,2650,1,1.10908872
"1719",-19.836,59.0545,206,2838,1.6,0.40271703
"1720",-19.8408,61.103,201,2394,1,0.54954087
"1721",-19.841,60.043,170,2650,1.04375,1.31815441
"1722",-19.842,60.002,170,2650,1.1,1.31815441
"1723",-19.8458,58.8798,206,2684,2.8,0.51756447
"1724",-19.846,61.105,201,2394,1.00333333,0.67608298
"1725",-19.847,45.5086,189,4551,0.38,0.59024911
"1726",-19.847,60.003,170,2650,1.27,1.31815441
"1727",-19.848,61.042,203,2394,1.6,0.60621743
"1728",-19.8498,58.708,206,2204,2.2,0.37727031
"1729",-19.851,60.016,170,2650,0.845,1.31815441
"1730",-19.853,61.189,200,2394,0.351,0.64551249
"1731",-19.856,61.2073,193,2394,1.4,0.54954087
"1732",-19.8583,55.5035,167,1445,0.6,0.30377502
"1733",-19.859,61.249,200,2394,0.30333333,0.68855386
"1734",-19.8605,58.537,206,2204,2.8,0.67094827
"1735",-19.864,62.013,204,1794,1.6,0.74542452
"1736",-19.8665,61.895,206,1822,1.3,0.74066873
"1737",-19.8677,45.709,189,4551,0.325,0.70030835
"1738",-19.8717,58.352,206,1770,2.2,0.44119694
"1739",-19.8795,61.22,203,2394,1.1,0.91208565
"1740",-19.8848,45.8597,189,4578,0.273,0.55775579
"1741",-19.8853,60.997,194,2398,0.9,0.46195476
"1742",-19.8905,45.9106,189,4578,0.199,0.55775579
"1743",-19.892,58.1832,206,1592,1.9,0.42071831
"1744",-19.8922,61.4813,203,2281,1.2,0.78118178
"1745",-19.895,58.0163,207,1592,1.9,0.31514963
"1746",-19.8963,59.1152,170,2838,0.669,1.04216844
"1747",-19.902,62.098,206,1794,1.4,0.84999262
"1748",-19.9025,55.6698,167,1445,0.7,0.36989194
"1749",-19.9038,62.1832,204,1794,1.6,0.90893835
"1750",-19.9043,57.8387,207,1338,1.6,0.31354385
"1751",-19.9088,60.031,171,2650,0.9,1.501298
"1752",-19.9133,61.1635,193,2394,1.7,0.56885293
"1753",-19.9137,46.1136,189,4507,0.289,0.53499997
"1754",-19.9162,57.6605,207,1049,1.5,0.33882667
"1755",-19.922,57.4808,207,1002,2.2,0.27183663
"1756",-19.9243,60.03,177,2650,1.05,2.60015956
"1757",-19.9271,59.2051,172,2838,0.615,1.18461019
"1758",-19.93,60.019,177,2650,1.10555556,2.60015956
"1759",-19.931,57.3047,207,1002,2.2,0.34116426
"1760",-19.936,55.8559,247,1617,0.194,0.37379064
"1761",-19.936,59.2066,167,2838,0.832,1.37780422
"1762",-19.9362,46.3154,189,4791,0.398,0.58861076
"1763",-19.937,60.0155,178,2650,1,2.33293725
"1764",-19.937,60.016,178,2650,2.8,2.33293725
"1765",-19.9408,49.557,118,4177,1,0.59428041
"1766",-19.9425,48.6398,117,4263,1,0.55032304
"1767",-19.9432,61.675,171,2051,1,0.89120494
"1768",-19.9435,57.1262,207,858,1.8,0.41684787
"1769",-19.9437,58.361,169,1770,1.2,1.05925373
"1770",-19.945,60.9535,203,2398,1.9,0.77573179
"1771",-19.9482,39.1278,126,4585,1,0.28510183
"1772",-19.949,48.644,117,4263,0.47666667,0.55754564
"1773",-19.95,61.668,171,2051,0.986,0.98016297
"1774",-19.953,39.0098,126,4585,0.8,0.3009414
"1775",-19.953,61.064,194,2394,1.5,0.87361055
"1776",-19.9533,56.9462,207,906,1.6,0.35702326
"1777",-19.9545,61.0407,194,2394,1.2,0.87361055
"1778",-19.9547,55.4248,207,1415,1.8,0.6828646
"1779",-19.9553,39.2588,126,4963,0.6,0.27542287
"1780",-19.9563,39.375,126,4963,0.8,0.32039511
"1781",-19.9563,39.512,126,4885,0.2,0.32331363
"1782",-19.9613,39.624,126,4885,0.3,0.33858138
"1783",-19.9613,59.1756,170,2838,0.796,1.35849658
"1784",-19.9615,56.7643,207,906,1.5,0.57435385
"1785",-19.963,39.99,126,4371,1.1,0.35843892
"1786",-19.963,47.182,140,4599,1.37,0.94279041
"1787",-19.9633,60.5543,193,2469,1.6,0.49545019
"1788",-19.964,61.5918,171,2051,0.6,1.26112779
"1789",-19.9642,56.593,207,1245,1.8,0.32540857
"1790",-19.9647,40.1238,126,4922,0.4,0.38874344
"1791",-19.9652,56.2588,168,1363,0.6,0.55554394
"1792",-19.9655,40.345,126,4847,0.4,0.45286638
"1793",-19.966,61.671,203,2051,1.8,1.0098322
"1794",-19.9663,62.2732,206,1814,1.2,0.9665092
"1795",-19.967,61.067,193,2394,1.58666667,0.92257143
"1796",-19.971,56.4593,168,1363,0.9,0.50858247
"1797",-19.972,39.8083,126,4371,0.4,0.35399034
"1798",-19.9748,40.4777,126,4847,0.3,0.47251452
"1799",-19.9782,40.6165,126,4870,0.3,0.43393625
"1800",-19.979,59.985,170,2693,0.95818182,0.9608179
"1801",-19.9803,46.7091,189,4703,0.398,0.51286138
"1802",-19.9805,56.652,169,1245,1,0.54954087
"1803",-19.9813,56.4095,207,1363,2.3,0.53788582
"1804",-19.9825,59.5668,167,2731,0.759,0.84699877
"1805",-19.9828,41.0143,126,4594,0.8,0.60074904
"1806",-19.9832,59.8655,169,2693,1,0.92257143
"1807",-19.985,47.014,270,4599,0.18,0.45802259
"1808",-19.985,56.0708,168,1507,0.6,0.75282168
"1809",-19.9855,59.665,169,2731,1.8,0.92257143
"1810",-19.9857,58.3572,169,1770,1,0.67608298
"1811",-19.9857,62.9258,171,1586,1.1,0.6580342
"1812",-19.9858,41.138,126,4594,0.9,0.53088444
"1813",-19.9862,56.006,168,1507,0.6,0.49206364
"1814",-19.9863,60.8633,171,2398,1.5,1.15219509
"1815",-19.9868,61.0307,171,2394,0.8,1.7118252
"1816",-19.987,58.362,169,1770,0.92,0.67608298
"1817",-19.9877,41.2588,126,4283,0.7,0.5413269
"1818",-19.9885,61.0047,193,2394,1.7,0.58884366
"1819",-19.9888,41.383,126,4283,0.6,0.71517966
"1820",-19.989,56.009,168,1507,0.614,0.49206364
"1821",-19.989,59.9813,170,2693,0.9,0.9608179
"1822",-19.989,59.9815,170,2693,0.8,0.9608179
"1823",-19.9895,58.5213,169,2204,1.4,0.72443596
"1824",-19.9895,62.9873,172,1586,1.3,0.71553765
"1825",-19.9897,41.511,126,3512,0.5,0.61516471
"1826",-19.99,61.546,193,2051,2.3,0.41686938
"1827",-19.9903,61.3958,171,2281,1.1,1.06949692
"1828",-19.9903,62.4922,204,1814,1,1.14136862
"1829",-19.991,37.909,272,4934,0.12,0.08051683
"1830",-19.991,62.487,205,1814,1.20285714,1.1563321
"1831",-19.9912,62.6067,171,1792,0.8,0.91754722
"1832",-19.9918,59.4657,169,2766,1.2,1.44543977
"1833",-19.992,60.0027,177,2650,1,1.65958691
"1834",-19.992,61.071,194,2394,0.37272727,0.87361055
"1835",-19.992,62.493,204,1814,1.51,1.14136862
"1836",-19.9927,61.0893,193,2394,1.6,0.92257143
"1837",-19.993,61.197,197,2394,0.858,0.66698643
"1838",-19.9933,62.413,171,1814,1,0.94775182
"1839",-19.9933,62.7998,171,1586,1.2,0.79012628
"1840",-19.9937,57.4042,169,1002,0.8,0.46238102
"1841",-19.994,62.499,204,1814,1.47727273,1.14136862
"1842",-19.9948,41.812,125,3576,0.6,0.63584865
"1843",-19.995,61.078,193,2394,0.845,0.92257143
"1844",-19.995,61.079,194,2394,1.21714286,0.87361055
"1845",-19.9952,60.708,171,2469,1.7,1.01798718
"1846",-19.9954,46.8884,189,4562,0.452,0.88628059
"1847",-19.9955,58.6977,169,2204,1.2,0.58884366
"1848",-19.9957,41.6867,125,3512,1.6,0.72065033
"1849",-19.996,55.992,168,1617,0.72909091,0.49206364
"1850",-19.9963,45.1295,124,4055,2.2,0.55922548
"1851",-19.9965,62.0208,171,1794,0.9,1.10708136
"1852",-19.9967,47.0222,123,4599,1.5,0.83172084
"1853",-19.9967,61.2037,171,2394,1.2,1.32762329
"1854",-19.9968,46.9055,123,4562,0.8,0.71234771
"1855",-19.997,39.898,139,4371,0.469,0.28796161
"1856",-19.997,47.002,139,4599,0.91,1.12831144
"1857",-19.997,50.345,142,4137,1.06,1.20122402
"1858",-19.997,62.502,204,1792,1.2,1.14136862
"1859",-19.9972,44.5628,124,4016,2.6,0.52984694
"1860",-19.9972,57.5947,169,1049,0.7,1.17489755
"1861",-19.9973,42.1763,125,3987,4,0.73716508
"1862",-19.9973,42.8995,125,4069,2.9,0.74571218
"1863",-19.9973,44.0597,125,4252,3.1,0.55249354
"1864",-19.9975,44.3138,124,4167,3.6,0.49146683
"1865",-19.9977,44.1752,124,4252,2.4,0.50522164
"1866",-19.9977,56.8387,169,906,0.7,0.44668359
"1867",-19.9978,43.25,125,4365,2.6,0.6276602
"1868",-19.9982,43.8118,125,4217,2.8,0.67608298
"1869",-19.9982,46.1662,124,4507,0.8,0.55382111
"1870",-19.9983,60.24,193,2650,1.4,0.63095734
"1871",-19.9983,60.6282,193,2469,1.6,0.53088444
"1872",-19.9985,55.7765,207,1617,0.6,0.83178064
"1873",-19.9987,44.4228,124,4167,1.9,0.6385663
"1874",-19.9987,46.7873,123,4562,1.2,0.66480157
"1875",-19.9988,59.0745,169,2838,1.7,0.98855309
"1876",-19.999,56.002,168,1507,0.57333333,0.49206364
"1877",-19.9992,42.052,125,3987,1.7,0.55986405
"1878",-19.9992,47.7112,123,4395,3.2,0.48137864
"1879",-19.9992,61.0783,193,2394,1.4,0.92257143
"1880",-19.9993,55.492,207,1415,1.4,0.80138564
"1881",-19.9993,55.635,207,1445,1,0.58109778
"1882",-19.9995,41.8962,125,3576,1.8,0.63133372
"1883",-19.9995,43.521,125,4497,2.5,0.58092089
"1884",-19.9995,43.6635,125,4497,2.9,0.61281192
"1885",-19.9997,43.1055,125,5308,1.6,0.69289201
"1886",-19.9997,60.3622,171,2596,1.4,1.67524788
"1887",-19.9998,45.287,124,4332,2.7,0.46067526
"1888",-2,74.93,135,3556,0.675,0.51740921
"1889",-2.0028,76.007,141,3565,0.7,1.00150439
"1890",-2.004,57.799,269,100,1.2,1.40719329
"1891",-2.0069,49.971,75,97,0.47,0.9942299
"1892",-2.01,57.8332,269,100,1.1,1.40719329
"1893",-2.0141,71.014,186,2365,2.09,0.58032446
"1894",-2.0148,50.401,110,50,1.51,2.33558075
"1895",-2.016,56.8808,297,25,0.7,2.04173794
"1896",-2.0164,43.865,71,757,1.84,1.35132277
"1897",-2.017,78,209,2761,1.125,1.49623566
"1898",-2.022,56.89,39,25,0.3,1.85459237
"1899",-2.022,56.893,186,25,3.1,1.76344285
"1900",-2.023,56.885,70,25,0.63333333,1.51595352
"1901",-2.0315,61.9902,82,1537,0.16,0.22234188
"1902",-2.057,56.8797,297,25,0.7,2.34422882
"1903",-2.057,56.8818,70,25,0.63333333,1.51595352
"1904",-2.057,56.8825,39,25,0.3,2.16919348
"1905",-2.057,56.898,186,25,3.13333333,1.76344285
"1906",-2.069,50.1073,102,72,8.4,1.42765743
"1907",-2.073,56.523,38,48,0.3,1.94731198
"1908",-2.0748,49.9276,125,97,1.9,1.94652272
"1909",-2.077,56.369,185,49,2.4,1.216186
"1910",-2.078,56.2685,185,49,2.5,1.05925373
"1911",-2.078,59.279,272,76,0.5,0.772953
"1912",-2.08,56.2737,38,49,0.3,2.20796108
"1913",-2.081,56.2715,296,49,0.86666667,2.28129671
"1914",-2.081,56.369,38,49,0.3,1.98969611
"1915",-2.081,56.5153,186,48,3.23333333,1.35488857
"1916",-2.081,59.2823,149,76,1.1,1.15908957
"1917",-2.082,56.4477,296,49,0.9,2.83449472
"1918",-2.082,56.4478,38,49,0.3,1.98969611
"1919",-2.082,56.4495,186,49,3.5,1.25776483
"1920",-2.083,56.367,296,49,0.93333333,2.83449472
"1921",-2.083,56.455,69,49,0.6,1.37266562
"1922",-2.083,56.5158,69,48,0.7,1.37266562
"1923",-2.087,56.5157,296,48,0.63333333,2.07158784
"1924",-2.087,59.297,166,76,0.9,1.12824566
"1925",-2.089,56.8802,297,25,0.7,2.34422882
"1926",-2.09,56.8823,70,25,1.06666667,1.51595352
"1927",-2.09,59.2832,268,76,0.6,0.75977655
"1928",-2.091,56.8852,186,25,3.26666667,1.38471816
"1929",-2.092,56.887,39,25,0.3,2.16919348
"1930",-2.125,56.897,186,25,3.93333333,2.62636036
"1931",-2.126,56.8798,297,25,0.73333333,2.18776162
"1932",-2.127,56.8827,70,25,0.6,2.17017227
"1933",-2.128,56.885,39,25,0.3,3.72419942
"1934",-2.138,56.3703,296,49,0.93333333,2.21761768
"1935",-2.1508,50.1421,265,72,0.5,1.39636836
"1936",-2.157,56.8812,297,25,0.8,2.18776162
"1937",-2.158,56.895,186,25,2.73333333,2.62636036
"1938",-2.16,56.883,70,25,0.43333333,2.17017227
"1939",-2.161,56.8832,39,25,0.3,3.72419942
"1940",-2.167,56.3688,185,49,2.13333333,1.30316678
"1941",-2.1688,56.4495,69,49,0.66666667,1.81168455
"1942",-2.1695,56.523,132,48,0.95,3.86484533
"1943",-2.1698,56.3697,38,49,0.3,2.53145087
"1944",-2.1698,56.5162,69,48,0.66666667,1.52434258
"1945",-2.1703,56.2718,296,49,0.83333333,2.37850108
"1946",-2.1707,56.5163,186,48,3.23333333,1.20258141
"1947",-2.1708,56.4472,38,49,0.3,2.53145087
"1948",-2.1713,56.2693,185,49,2.6,1.05925373
"1949",-2.1737,56.516,296,48,0.8,2.53035686
"1950",-2.1747,56.895,186,25,2.53333333,2.62636036
"1951",-2.175,56.2718,38,49,0.3,2.10935865
"1952",-2.175,56.4452,296,49,1,2.21761768
"1953",-2.175,56.4493,186,49,3.16666667,1.33387301
"1954",-2.175,56.8808,297,25,0.8,2.18776162
"1955",-2.1768,56.3718,131,49,1,2.98689211
"1956",-2.1768,56.887,70,25,0.7,2.17017227
"1957",-2.177,56.5165,38,48,0.3,2.33558075
"1958",-2.18,59.6267,54,97,0.3,1.31241075
"1959",-2.1812,56.8812,39,25,0.3,3.72419942
"1960",-2.1898,43.9753,72,757,3.81,1.259645
"1961",-2.1913,56.8802,297,25,0.73333333,2.18776162
"1962",-2.192,56.887,186,25,2.76666667,1.77827941
"1963",-2.1937,56.8828,70,25,0.73333333,2.17017227
"1964",-2.1947,56.8813,297,25,0.76666667,2.18776162
"1965",-2.1952,56.8823,39,25,0.33333333,3.72419942
"1966",-2.2018,56.8813,39,25,0.4,3.72419942
"1967",-2.207,56.8812,70,25,1.1,2.17017227
"1968",-2.2232,73.447,205,3000,0.36666667,0.74244716
"1969",-2.236,59.2865,166,76,0.6,1.27047013
"1970",-2.2372,59.29,268,76,0.8,0.75977655
"1971",-2.2375,46.1949,103,51,2.06,2.06537426
"1972",-2.2388,56.4493,69,49,0.66666667,1.81168455
"1973",-2.2395,56.3693,185,49,1.86666667,1.30316678
"1974",-2.2403,56.5155,186,48,3.2,1.20258141
"1975",-2.2405,56.2707,185,49,2.73333333,1.05925373
"1976",-2.2413,56.2707,296,49,0.93333333,2.37850108
"1977",-2.242,56.4492,38,49,0.3,2.53145087
"1978",-2.242,59.283,149,76,1.25,1.33081289
"1979",-2.2422,56.2723,38,49,0.3,2.10935865
"1980",-2.2422,56.5193,38,48,0.3,2.33558075
"1981",-2.243,59.2738,271,76,0.4,0.76965889
"1982",-2.244,56.458,186,49,3.56666667,1.20258141
"1983",-2.2447,56.3687,38,49,0.3,2.53145087
"1984",-2.2447,56.4483,296,49,0.83333333,2.21761768
"1985",-2.245,59.2867,348,76,0.2,0
"1986",-2.2452,56.3692,255,49,2.03333333,1.49623566
"1987",-2.2457,56.3695,296,49,1.06666667,2.21761768
"1988",-2.2458,56.522,69,48,0.63333333,1.52434258
"1989",-2.2462,56.515,296,48,0.8,2.53035686
"1990",-2.2495,56.3697,131,49,1.1,2.98689211
"1991",-2.25,56.2717,132,49,6,2.03774778
"1992",-2.2608,45.7815,110,74,2,0.97870768
"1993",-2.2745,44.0307,72,680,1.29,0.9326494
"1994",-2.2841,49.8742,124,97,2.7,1.39363944
"1995",-2.3118,56.2743,38,49,0.3,2.54498886
"1996",-2.3148,56.518,38,48,0.3,2.71638557
"1997",-2.3157,56.2712,185,49,3.06666667,0.95499259
"1998",-2.3187,56.4497,186,49,2.53333333,1.25892541
"1999",-2.319,56.4485,69,49,0.7,2.26599522
"2000",-2.319,56.5147,186,48,2.4,1.20871533
"2001",-2.3197,56.448,38,49,0.3,3.19889511
"2002",-2.3198,56.2707,296,49,1,2.50122689
"2003",-2.3202,56.369,38,49,0.3,3.19889511
"2004",-2.322,56.3685,296,49,0.83333333,3.85747706
"2005",-2.322,56.37,185,49,2.73333333,1.25892541
"2006",-2.322,56.5155,296,48,0.8,2.84854751
"2007",-2.322,56.528,132,48,1.7,3.0907315
"2008",-2.324,56.3685,255,49,2.03333333,2.06537426
"2009",-2.3242,56.2727,69,49,0.66666667,2.08505251
"2010",-2.3242,56.5165,69,48,0.6,1.84516556
"2011",-2.3273,56.375,131,49,1.4,2.57809128
"2012",-2.33,56.4475,296,49,0.8,3.85747706
"2013",-2.33,74.93,135,3551,0.9,0.55054756
"2014",-2.36,61.2233,300,599,0.3,0.2117776
"2015",-2.3735,50.1567,255,72,1.93,1.29934366
"2016",-2.383,74.75,199,3551,0.065,0.79231254
"2017",-2.3865,56.3697,255,49,5.8,3.02714294
"2018",-2.3888,56.527,38,48,0.3,3.50296288
"2019",-2.3902,56.2705,38,49,0.3,2.98538262
"2020",-2.391,56.2715,296,49,0.86666667,2.61927908
"2021",-2.3912,56.5165,186,48,2.93333333,1.61757827
"2022",-2.3915,56.4475,38,49,0.3,4.55375334
"2023",-2.3917,56.2715,185,49,3.06666667,1.30316678
"2024",-2.392,56.45,69,49,0.66666667,3.20080332
"2025",-2.3932,56.4488,296,49,0.73333333,4.14894728
"2026",-2.3945,56.53,69,48,0.66666667,3.16712753
"2027",-2.3947,56.375,38,49,0.3,4.55375334
"2028",-2.3953,56.2727,69,49,1,2.30443656
"2029",-2.3953,56.37,185,49,2.2,2.51188643
"2030",-2.3955,56.458,186,49,2.66666667,1.61757827
"2031",-2.396,56.275,132,49,5.35,4.00485645
"2032",-2.3968,56.5162,296,48,1,3.70565772
"2033",-2.3978,56.3707,296,49,0.9,4.14894728
"2034",-2.398,56.3708,131,49,1.9,6.33976827
"2035",-2.4622,56.2712,38,49,0.36666667,2.98538262
"2036",-2.4625,56.2715,185,49,3.06666667,1.30316678
"2037",-2.4638,56.5165,38,48,0.3,3.50296288
"2038",-2.4643,56.2703,296,49,1.06666667,2.61927908
"2039",-2.4653,56.4483,38,49,0.3,4.55375334
"2040",-2.4655,56.4497,186,49,2.33333333,2.46208676
"2041",-2.466,56.5157,69,48,0.6,3.16712753
"2042",-2.4665,56.527,132,48,2.05,4.03540285
"2043",-2.468,56.4498,296,49,1.03333333,4.14894728
"2044",-2.4685,56.2712,69,49,0.7,2.30443656
"2045",-2.4698,56.2715,255,49,5.5,2.67564808
"2046",-2.47,56.3702,255,49,5.3,3.02714294
"2047",-2.4712,56.3703,185,49,2.23333333,2.51188643
"2048",-2.472,56.3692,38,49,0.3,4.55375334
"2049",-2.472,56.455,69,49,0.63333333,3.16712753
"2050",-2.473,56.3702,131,49,1.75,6.33976827
"2051",-2.475,56.5153,296,48,0.7,3.70565772
"2052",-2.4753,49.8579,278,97,1.1,1.35232308
"2053",-2.477,56.3685,296,49,1.23333333,4.14894728
"2054",-2.4811,44.4403,69,770,0.8,0.67231258
"2055",-2.482,56.5155,186,48,2.5,1.61757827
"2056",-2.4959,49.8898,75,97,0.52,0.68115895
"2057",-2.5193,56.2727,185,6,3.06666667,1.30316678
"2058",-2.5202,56.2715,38,6,0.3,2.98538262
"2059",-2.524,56.2707,296,6,1.2,2.61927908
"2060",-2.5242,56.2717,69,6,0.6,2.30443656
"2061",-2.5258,56.2725,255,6,3.96666667,2.67564808
"2062",-2.5267,56.2718,132,6,9.95,4.00485645
"2063",-2.5299,50.02,102,77,1.28,1.03677827
"2064",-2.5382,56.3715,185,6,2.9,2.51188643
"2065",-2.54,56.2703,296,6,1.2,2.61927908
"2066",-2.5413,56.4482,38,6,0.3,4.55375334
"2067",-2.5418,56.455,69,6,1.1,3.16712753
"2068",-2.5422,56.371,296,6,1.33333333,4.14894728
"2069",-2.5425,56.45,296,6,1.06666667,4.14894728
"2070",-2.5427,56.38,38,6,0.36666667,4.55375334
"2071",-2.5427,56.452,186,6,2.13333333,1.61757827
"2072",-2.545,56.3708,255,6,3.5,3.02714294
"2073",-2.5468,56.2702,38,6,0.3,2.98538262
"2074",-2.5472,56.2723,185,6,3.06666667,1.30316678
"2075",-2.5477,50.0678,63,77,0.8,0.80352612
"2076",-2.5517,56.272,255,6,4.3,4.00935824
"2077",-2.5527,56.2708,69,6,0.56666667,2.74209553
"2078",-2.56,56.2733,185,6,2.1,4.07380278
"2079",-2.5627,56.271,38,6,0.3,2.82468539
"2080",-2.5637,56.2715,296,6,1.16666667,2.59327554
"2081",-2.5653,56.2708,69,6,0.9,2.74209553
"2082",-2.57,60.3883,300,124,0.2,0.47147602
"2083",-2.5747,56.2725,185,6,1.7,4.07380278
"2084",-2.5765,56.2692,38,6,0.3,2.82468539
"2085",-2.5775,56.2695,296,6,1,2.59327554
"2086",-2.5798,56.271,69,6,0.66666667,2.74209553
"2087",-2.58,56.272,255,6,3.43333333,4.00935824
"2088",-2.5812,56.2707,255,6,3.26666667,4.00935824
"2089",-2.586,50.2656,110,58,2.8,3.66564522
"2090",-2.5885,56.3723,185,6,2.46666667,6.60693448
"2091",-2.5923,56.3693,131,6,9,9.67740897
"2092",-2.5937,56.3705,255,6,5.16666667,5.18800039
"2093",-2.5942,56.3708,296,6,1.1,5.55904257
"2094",-2.5945,56.382,38,6,0.36666667,5.32714121
"2095",-2.5948,56.45,186,6,2.13333333,6.3458876
