"","X","Y","medFPQ","region","meanTheta"
"705",52,30,1.248677,0,0.234947
"706",53,30,0.249249,0,0.401586
"707",54,30,1.460887,NA,0.733279
"708",55,30,1.460887,NA,0.733279
"709",56,30,0.378065,0,1.044111
"710",57,30,0.378065,0,-2.765434
"711",58,30,0.957566,0,0.597284
"712",59,30,0.588014,0,0.28335
"713",60,30,2.290204,NA,0.447773
"714",61,30,0.598404,0,1.177968
"715",62,30,0.884019,0,0.522237
"716",63,30,0.720805,0,-1.302336
"717",64,30,2.156407,NA,-2.725124
"718",65,30,1.109282,0,2.966181
"719",66,30,0.443758,0,-2.561331
"720",67,30,0.461082,0,2.472262
"721",68,30,0.398657,0,0.237734
"722",69,30,0.398657,0,0.237734
"723",70,30,0.674627,0,1.136376
"724",71,30,0.737554,0,0.631562
"725",72,30,1.998559,NA,-0.463914
"726",73,30,0.422701,0,2.212918
"727",74,30,0.310504,0,0.257134
"728",75,30,0.442125,0,-2.933097
"729",76,30,1.700011,NA,1.254094
"730",77,30,0.790088,0,-2.983398
"731",78,30,1.11133,0,-1.918569
"732",79,30,0.618016,0,2.346361
"733",80,30,0.237768,0,-1.598445
"734",81,30,0.883361,0,2.689883
"735",82,30,0.919254,0,-1.321159
"736",83,30,0.919254,0,-1.321159
"737",84,30,1.497259,NA,-0.663944
"738",85,30,1.410821,NA,1.327455
"739",86,30,1.214562,0,2.315842
"740",44,31,0.353113,0,0.927819
"741",45,31,0.605237,0,-2.060639
"742",46,31,0.457885,0,2.038955
"743",47,31,0.738134,0,-1.065768
"744",48,31,1.82584,NA,3.067667
"745",49,31,0.527646,0,-0.896292
"746",50,31,0.818044,0,2.342961
"747",51,31,1.183636,0,0.754657
"748",52,31,0.564656,0,-1.610324
"749",53,31,0.564656,0,-0.404856
"750",54,31,0.735707,0,-1.555101
"751",55,31,0.735707,0,-1.555101
"752",56,31,0.088616,0,-1.443895
"753",57,31,0.464473,0,-2.686554
"754",58,31,1.27624,0,0.454057
"755",59,31,0.320635,0,1.95071
"756",60,31,0.486586,0,-0.114881
"757",61,31,0.486586,0,0.02302
"758",62,31,0.341172,0,0.926074
"759",63,31,0.361462,0,-0.487951
"760",64,31,0.498496,0,-3.070503
"761",65,31,0.230402,0,-2.104527
"762",66,31,0.29127,0,-2.924099
"763",67,31,0.979559,0,3.000388
"764",68,31,0.449108,0,0.175354
"765",69,31,0.449108,0,0.175354
"766",70,31,0.832811,0,1.319439
"767",71,31,0.352848,0,0.372107
"768",72,31,0.368477,0,2.718457
"769",73,31,2.964333,NA,2.765327
"770",74,31,0.472564,0,2.03566
"771",75,31,0.304597,0,0.104782
"772",76,31,1.162692,0,1.918822
"773",77,31,0.403352,0,1.755103
"774",78,31,0.538425,0,-1.567409
"775",79,31,0.970527,0,1.686668
"776",80,31,0.219884,0,2.333429
"777",81,31,0.560921,0,-3.111347
"778",82,31,0.596896,0,-2.320997
"779",83,31,0.596896,0,-2.320997
"780",84,31,0.360347,0,0.315943
"781",85,31,1.076648,0,-0.176478
"782",44,32,1.414276,NA,-1.670602
"783",45,32,0.664288,0,-2.042403
"784",46,32,0.760393,0,2.423674
"785",47,32,0.988373,0,0.356066
"786",48,32,0.66272,0,-1.733615
"787",49,32,1.060744,0,-2.531643
"788",50,32,0.991744,0,-1.658669
"789",51,32,0.431216,0,1.818119
"790",52,32,0.360993,0,2.136436
"791",53,32,0.729461,0,0.36153
"792",54,32,0.619589,0,-0.378479
"793",55,32,0.619589,0,-0.378479
"794",56,32,0.624761,0,2.364174
"795",57,32,0.535602,0,-0.919068
"796",58,32,0.482302,0,0.250685
"797",59,32,2.266529,NA,0.592767
"798",60,32,0.497588,0,1.890834
"799",61,32,0.222084,0,-0.481271
"800",62,32,2.708446,NA,1.548202
"801",63,32,0.450988,0,-0.148771
"802",64,32,0.261134,0,2.00775
"803",65,32,1.115469,0,1.905354
"804",66,32,0.222299,0,0.001176
"805",67,32,0.30443,0,-1.682461
"806",68,32,0.802701,0,-2.589651
"807",69,32,0.802701,0,-2.589651
"808",70,32,0.586987,0,2.183562
"809",71,32,0.988681,0,1.144369
"810",72,32,0.683708,0,-1.511962
"811",73,32,0.486506,0,-0.600664
"812",74,32,0.218478,0,2.316087
"813",75,32,0.458567,0,0.694688
"814",76,32,2.669032,NA,2.937031
"815",77,32,0.311883,0,0.826111
"816",78,32,0.930129,0,-0.18861
"817",79,32,0.620495,0,0.080335
"818",80,32,0.849129,0,-2.195227
"819",81,32,3.942674,NA,-2.629208
"820",82,32,2.888897,NA,-2.223052
"821",83,32,2.888897,NA,-2.223052
"822",84,32,2.255026,NA,3.060984
"823",85,32,0.348721,0,2.066961
"824",44,33,1.179508,0,2.270292
"825",45,33,0.230051,0,1.524276
"826",46,33,0.374518,0,1.494899
"827",47,33,0.171291,0,2.467492
"828",48,33,0.764801,0,-2.759844
"829",49,33,0.268334,0,0.588834
"830",50,33,0.441657,0,-1.642773
"831",51,33,1.836273,NA,-1.072464
"832",52,33,0.115104,0,2.849302
"833",53,33,1.226496,0,-1.25753
"834",54,33,1.644578,NA,0.485405
"835",55,33,1.644578,NA,0.485405
"836",56,33,0.467663,0,0.676598
"837",57,33,2.598968,NA,0.343195
"838",58,33,0.899091,0,-0.913168
"839",59,33,0.737336,0,-1.452955
"840",60,33,0.276816,0,1.521054
"841",61,33,0.561206,0,0.814924
"842",62,33,0.359075,0,3.114164
"843",63,33,0.648907,0,-1.938634
"844",64,33,0.274043,0,-0.58356
"845",65,33,0.486345,0,-2.689588
"846",66,33,0.557971,0,-2.530606
"847",67,33,1.110273,0,0.048865
"848",68,33,0.413385,0,0.525849
"849",69,33,0.413385,0,0.525849
"850",70,33,0.170449,0,-0.134876
"851",71,33,0.453482,0,2.284827
"852",72,33,0.466872,0,0.748575
"853",73,33,0.755315,0,-2.542734
"854",74,33,0.534648,0,-2.462779
"855",75,33,0.349035,0,-2.64217
"856",76,33,1.282986,0,1.953317
"857",77,33,0.527501,0,-0.716753
"858",78,33,0.727772,0,-2.199949
"859",79,33,0.778082,0,-2.073191
"860",80,33,0.562053,0,2.616354
"861",81,33,0.128432,0,-1.316661
"862",82,33,1.709674,NA,-1.35217
"863",83,33,1.709674,NA,-1.35217
"864",84,33,0.18709,0,1.745463
"865",85,33,0.768601,0,-2.782775
"866",45,34,1.064935,0,2.037934
"867",46,34,0.688572,0,-2.206503
"868",47,34,0.936827,0,2.399795
"869",48,34,1.100048,0,1.556406
"870",49,34,2.451208,NA,-2.11771
"871",50,34,0.073937,0,1.033797
"872",51,34,0.402201,0,0.680558
"873",52,34,0.73962,0,2.541283
"874",53,34,0.733917,0,2.047635
"875",54,34,0.733917,0,2.047635
"876",55,34,1.2129,0,-0.565872
"877",56,34,0.459879,0,-0.152075
"878",57,34,0.790789,0,1.440109
"879",58,34,0.196397,0,0.846977
"880",59,34,0.049423,0,2.274415
"881",60,34,0.081656,0,-1.897234
"882",61,34,0.578044,0,-0.220576
"883",62,34,0.818022,0,0.306554
"884",63,34,1.543941,NA,0.605903
"885",64,34,0.486643,0,-0.290492
"886",65,34,0.328399,0,0.366024
"887",66,34,2.902814,NA,-1.842563
"888",67,34,0.712537,0,-2.249989
"889",68,34,0.469442,0,-1.391768
"890",69,34,0.469442,0,-1.391768
"891",70,34,0.811793,0,1.213525
"892",71,34,0.554071,0,0.253714
"893",72,34,1.076128,0,-0.879054
"894",73,34,0.76215,0,0.02997
"895",74,34,0.439528,0,-0.71839
"896",75,34,0.290134,0,1.078623
"897",76,34,0.290275,0,0.603031
"898",77,34,1.740382,NA,1.46447
"899",78,34,0.802799,0,0.847017
"900",79,34,0.684039,0,-0.550628
"901",80,34,0.20866,0,1.300025
"902",81,34,2.001615,NA,2.558932
"903",82,34,0.545674,0,-1.206848
"904",83,34,0.545674,0,-1.206848
"905",84,34,0.202861,0,1.279574
"906",45,35,0.272448,0,2.305505
"907",46,35,0.529819,0,0.375815
"908",47,35,0.996659,0,0.612668
"909",48,35,0.765546,0,0.618675
"910",49,35,0.336856,0,2.581124
"911",50,35,0.12674,0,1.593819
"912",51,35,0.555565,0,-1.983099
"913",52,35,0.284897,0,2.275314
"914",53,35,1.167322,0,-2.06604
"915",54,35,1.167322,0,-2.06604
"916",55,35,0.168965,0,2.874207
"917",56,35,0.38926,0,1.303416
"918",57,35,1.730616,NA,-3.035498
"919",58,35,0.905169,0,1.461238
"920",59,35,0.600078,0,-2.937584
"921",60,35,0.252532,0,0.22234
"922",61,35,0.435859,0,-1.38523
"923",62,35,0.27502,0,-2.010647
"924",63,35,0.805789,0,-0.656382
"925",64,35,1.440104,NA,0.603635
"926",65,35,0.448164,0,-0.29913
"927",66,35,0.003714,0,0.621577
"928",67,35,1.969553,NA,-0.130389
"929",68,35,0.622369,0,1.196878
"930",69,35,0.622369,0,1.196878
"931",70,35,0.540451,0,1.412535
"932",71,35,0.337435,0,2.334276
"933",72,35,0.543798,0,2.748209
"934",73,35,0.859465,0,-0.117659
"935",74,35,1.452927,NA,0.15813
"936",75,35,1.152886,0,2.193074
"937",76,35,0.742189,0,0.219622
"938",77,35,2.618937,NA,0.074326
"939",78,35,1.836101,NA,2.917598
"940",79,35,2.122967,NA,0.011466
"941",80,35,0.844865,0,0.106621
"942",81,35,0.144568,0,-1.728568
"943",82,35,0.715915,0,0.366074
"944",83,35,0.715915,0,0.366074
"945",84,35,0.874087,0,0.932983
"946",45,36,0.65367,0,2.488464
"947",46,36,0.590882,0,2.174192
"948",47,36,0.229773,0,2.85886
"949",48,36,0.374384,0,1.877362
"950",49,36,0.821192,0,-0.475066
"951",50,36,0.594396,0,0.012728
"952",51,36,1.239687,0,1.555003
"953",52,36,3.108656,NA,2.808654
"954",53,36,0.530769,0,1.704724
"955",54,36,0.530769,0,1.704724
"956",55,36,0.880462,0,1.407319
"957",56,36,0.320556,0,-0.672133
"958",57,36,0.39925,0,-0.580141
"959",58,36,2.119859,NA,0.95027
"960",59,36,0.355078,0,1.285176
"961",60,36,0.262088,0,2.198969
"962",61,36,0.456645,0,-1.518489
"963",62,36,0.549637,0,-0.451717
"964",63,36,0.934542,0,0.14121
"965",64,36,0.200241,0,-0.185482
"966",65,36,0.637249,0,1.54472
"967",66,36,0.741989,0,-1.603545
"968",67,36,0.79624,0,0.207673
"969",68,36,0.407304,0,2.799554
"970",69,36,0.407304,0,2.799554
"971",70,36,0.834278,0,0.727357
"972",71,36,0.702794,0,-2.099531
"973",72,36,0.825567,0,0.110401
"974",73,36,0.387234,0,0.192539
"975",74,36,0.317433,0,2.230444
"976",75,36,0.72627,0,2.842747
"977",76,36,0.42555,0,1.783283
"978",77,36,1.30945,NA,-0.406405
"979",78,36,1.82714,NA,0.579549
"980",79,36,1.43212,NA,-0.757931
"981",80,36,1.569615,NA,0.66559
"982",81,36,0.587542,0,1.022459
"983",82,36,1.193928,0,2.754212
"984",83,36,1.193928,0,2.754212
"985",84,36,0.309775,0,0.764971
"986",45,37,0.65367,0,2.488464
"987",46,37,0.590882,0,2.174192
"988",47,37,0.229773,0,2.85886
"989",48,37,0.374384,0,1.877362
"990",49,37,0.821192,0,-0.475066
"991",50,37,0.594396,0,0.012728
"992",51,37,1.239687,0,1.555003
"993",52,37,3.108656,NA,2.808654
"994",53,37,0.530769,0,1.704724
"995",54,37,0.530769,0,1.704724
"996",55,37,0.880462,0,1.407319
"997",56,37,0.320556,0,-0.672133
"998",57,37,0.39925,0,-0.580141
"999",58,37,2.119859,NA,0.95027
"1000",59,37,0.883801,0,0.714771
"1001",60,37,0.829369,0,-1.304826
"1002",61,37,0.602719,0,1.24459
"1003",62,37,0.077543,0,0.25455
"1004",63,37,0.578624,0,-2.4883
"1005",64,37,0.794099,0,-1.024736
"1006",65,37,1.806066,NA,-0.260203
"1007",66,37,0.403814,0,0.580514
"1008",67,37,1.423839,NA,2.408083
"1009",68,37,1.661397,NA,0.891735
"1010",69,37,1.661397,NA,0.891735
"1011",70,37,1.863655,NA,-0.952629
"1012",71,37,1.035167,0,1.57525
"1013",72,37,0.267663,0,2.410905
"1014",73,37,0.426796,0,-1.12682
"1015",74,37,0.313707,0,-2.195814
"1016",75,37,0.353327,0,-1.094396
"1017",76,37,0.847029,0,2.6373
"1018",77,37,0.75911,0,-1.598021
"1019",78,37,0.707094,0,-1.204302
"1020",79,37,0.639251,0,0.54641
"1021",80,37,4.184711,2,0.061553
"1022",81,37,5.063709,2,0.328698
"1023",82,37,2.322307,2,1.507233
"1024",83,37,2.322307,2,1.507233
"1025",84,37,0.427314,0,0.090557
"1026",45,38,0.397142,0,-1.816764
"1027",46,38,1.232384,0,2.450439
"1028",47,38,1.446886,NA,0.820756
"1029",48,38,1.454219,NA,0.352171
"1030",49,38,0.316155,0,1.211028
"1031",50,38,0.463663,0,1.624669
"1032",51,38,0.503993,0,2.752759
"1033",52,38,0.174576,0,1.664537
"1034",53,38,0.443263,0,2.561092
"1035",54,38,0.443263,0,2.561092
"1036",55,38,0.629435,0,-0.459172
"1037",56,38,1.776308,NA,0.271409
"1038",57,38,1.23313,0,-1.793281
"1039",58,38,0.499602,0,1.069585
"1040",59,38,0.883801,0,0.714771
"1041",60,38,0.829369,0,-1.304826
"1042",61,38,0.602719,0,1.24459
"1043",62,38,0.077543,0,0.25455
"1044",63,38,0.578624,0,-2.4883
"1045",64,38,0.794099,0,-1.024736
"1046",65,38,1.806066,NA,-0.260203
"1047",66,38,0.403814,0,0.580514
"1048",67,38,1.423839,NA,2.408083
"1049",68,38,1.661397,NA,0.891735
"1050",69,38,1.661397,NA,0.891735
"1051",70,38,1.863655,NA,-0.952629
"1052",71,38,1.035167,0,1.57525
"1053",72,38,0.267663,0,2.410905
"1054",73,38,0.426796,0,-1.12682
"1055",74,38,0.313707,0,-2.195814
"1056",75,38,0.353327,0,-1.094396
"1057",76,38,0.847029,0,2.6373
"1058",77,38,0.75911,0,-1.598021
"1059",78,38,0.707094,0,-1.204302
"1060",79,38,0.639251,0,0.54641
"1061",80,38,4.184711,2,0.061553
"1062",81,38,5.063709,2,0.328698
"1063",82,38,2.322307,2,1.507233
"1064",83,38,2.322307,2,1.507233
"1065",84,38,0.427314,0,0.090557
"1066",46,39,0.892469,0,2.367799
"1067",47,39,0.163425,0,3.06493
"1068",48,39,0.953871,0,1.851623
"1069",49,39,1.625266,NA,-2.596682
"1070",50,39,0.355443,0,0.867094
"1071",51,39,0.252287,0,1.570846
"1072",52,39,0.762694,0,-3.008023
"1073",53,39,1.924779,NA,-2.538231
"1074",54,39,1.924779,NA,-2.538231
"1075",55,39,0.996261,0,-2.927745
"1076",56,39,1.432816,NA,-1.528077
"1077",57,39,0.601619,0,1.064524
"1078",58,39,3.075792,NA,-2.550996
"1079",59,39,0.657058,0,-2.825791
"1080",60,39,0.657058,0,-0.468204
"1081",61,39,0.688669,0,0.885532
"1082",62,39,0.390914,0,0.09891
"1083",63,39,1.312051,NA,-2.288276
"1084",64,39,2.794823,1,-0.432943
"1085",65,39,2.794823,1,-0.288815
"1086",66,39,2.324689,1,-0.139841
"1087",67,39,0.805081,0,0.460523
"1088",68,39,0.294693,0,0.35729
"1089",69,39,0.294693,0,0.35729
"1090",70,39,0.431906,0,-2.630804
"1091",71,39,0.903389,0,2.489022
"1092",72,39,0.91374,0,1.277799
"1093",73,39,1.040403,0,-0.119114
"1094",74,39,0.726385,0,0.691341
"1095",75,39,0.314371,0,-2.605805
"1096",76,39,0.21738,0,-2.51969
"1097",77,39,0.252674,0,1.383669
"1098",78,39,3.589257,NA,2.662192
"1099",79,39,0.665284,0,-0.387112
"1100",80,39,2.072745,2,-0.432817
"1101",81,39,15.539881,2,0.258529
"1102",82,39,2.684844,2,0.536066
"1103",83,39,2.684844,2,0.536066
"1104",46,40,3.189295,NA,1.389375
"1105",47,40,0.03706,0,0.98413
"1106",48,40,0.725026,0,0.368066
"1107",49,40,0.79944,0,-0.199489
"1108",50,40,0.822164,0,1.04406
"1109",51,40,1.070036,0,-3.033558
"1110",52,40,1.051108,0,-2.561142
"1111",53,40,1.754041,NA,-2.72752
"1112",54,40,1.754041,NA,-2.72752
"1113",55,40,0.131488,0,1.60623
"1114",56,40,0.738274,0,-0.153363
"1115",57,40,1.21337,0,-2.901532
"1116",58,40,0.159089,0,1.412369
"1117",59,40,0.826529,0,-1.816187
"1118",60,40,0.826529,0,-0.214257
"1119",61,40,0.460016,0,0.381761
"1120",62,40,0.672255,0,0.61174
"1121",63,40,0.182468,0,1.93931
"1122",64,40,1.472907,NA,0.967554
"1123",65,40,1.260111,0,0.149112
"1124",66,40,0.489089,0,-0.294781
"1125",67,40,2.206685,1,0.189961
"1126",68,40,0.24799,0,-0.399352
"1127",69,40,0.24799,0,-0.399352
"1128",70,40,0.182368,0,0.905028
"1129",71,40,1.724584,NA,-0.579934
"1130",72,40,1.086816,0,0.144508
"1131",73,40,0.200778,0,-2.586796
"1132",74,40,1.7636,NA,1.725018
"1133",75,40,0.771934,0,2.145221
"1134",76,40,1.061063,0,-0.880289
"1135",77,40,0.91121,0,-2.771947
"1136",78,40,0.779173,0,0.991401
"1137",79,40,1.617342,NA,0.359011
"1138",80,40,0.635464,0,-2.030764
"1139",81,40,7.359066,2,0.380246
"1140",82,40,11.151169,2,0.568114
"1141",83,40,11.151169,2,0.568114
"1142",46,41,0.883678,0,2.03546
"1143",47,41,1.810095,NA,1.438045
"1144",48,41,2.217998,NA,0.492257
"1145",49,41,0.924281,0,-0.857701
"1146",50,41,1.137338,0,2.534983
"1147",51,41,1.994733,NA,-2.318158
"1148",52,41,1.461488,NA,-1.6374
"1149",53,41,1.70743,NA,0.181531
"1150",54,41,1.70743,NA,0.181531
"1151",55,41,0.581268,0,-0.076177
"1152",56,41,0.325361,0,-2.810608
"1153",57,41,0.741534,0,-2.837358
"1154",58,41,0.709196,0,2.851808
"1155",59,41,1.564277,NA,-2.199801
"1156",60,41,1.564277,NA,0.366722
"1157",61,41,0.07772,0,-2.301276
"1158",62,41,0.236843,0,1.539802
"1159",63,41,0.916254,0,-3.101279
"1160",64,41,4.568083,1,0.130237
"1161",65,41,0.593485,0,-1.177764
"1162",66,41,0.137839,0,2.299872
"1163",67,41,5.621469,1,0.251305
"1164",68,41,5.621469,1,0.251305
"1165",69,41,1.231201,0,2.084618
"1166",70,41,1.611572,NA,0.964998
"1167",71,41,0.373244,0,0.894197
"1168",72,41,1.157211,0,1.52886
"1169",73,41,0.541984,0,-1.192152
"1170",74,41,0.965868,0,0.79847
"1171",75,41,0.60794,0,-2.996937
"1172",76,41,0.246975,0,2.376899
"1173",77,41,2.050303,NA,-2.08676
"1174",78,41,0.385046,0,0.698944
"1175",79,41,1.249312,0,-0.14676
"1176",80,41,5.584977,2,-0.331863
"1177",81,41,1.258229,0,0.793615
"1178",82,41,20.82262,2,0.275903
"1179",83,41,20.82262,2,0.275903
"1180",46,42,0.487402,0,2.00202
"1181",47,42,2.189465,NA,2.585095
"1182",48,42,1.685431,NA,-3.066325
"1183",49,42,1.777521,NA,-2.352458
"1184",50,42,0.353105,0,-2.430788
"1185",51,42,1.15497,0,1.16663
"1186",52,42,0.355327,0,-1.251652
"1187",53,42,1.479387,NA,-0.33446
"1188",54,42,1.479387,NA,-0.33446
"1189",55,42,1.237999,0,-1.659421
"1190",56,42,1.447487,NA,2.036617
"1191",57,42,1.189014,0,2.930811
"1192",58,42,0.045137,0,0.785627
"1193",59,42,0.672666,0,0.667803
"1194",60,42,0.8135,0,-2.176356
"1195",61,42,0.978548,0,0.871977
"1196",62,42,0.525727,0,0.475844
"1197",63,42,0.816197,0,2.244477
"1198",64,42,2.194538,1,0.369544
"1199",65,42,0.301036,0,0.056581
"1200",66,42,1.056984,0,0.461247
"1201",67,42,2.717667,1,0.50495
"1202",68,42,2.717667,1,0.50495
"1203",69,42,0.577471,0,-2.209883
"1204",70,42,0.441531,0,0.959558
"1205",71,42,2.183644,NA,1.291447
"1206",72,42,0.388228,0,0.01476
"1207",73,42,1.313539,NA,-2.393276
"1208",74,42,0.968848,0,-2.274087
"1209",75,42,0.968848,0,-2.384121
"1210",76,42,1.062198,0,2.021861
"1211",77,42,1.372404,NA,1.511486
"1212",78,42,0.72759,0,1.150808
"1213",79,42,0.880833,0,0.80021
"1214",80,42,2.707492,2,0.763783
"1215",81,42,13.963652,2,0.673732
"1216",82,42,9.876781,2,0.342303
"1217",83,42,9.876781,2,0.342303
"1218",47,43,0.28571,0,1.004848
"1219",48,43,1.871961,NA,1.875274
"1220",49,43,1.284424,0,-0.538514
"1221",50,43,2.920727,NA,0.113317
"1222",51,43,0.503588,0,-1.029057
"1223",52,43,0.692948,0,-3.053819
"1224",53,43,1.442834,NA,1.082358
"1225",54,43,1.442834,NA,1.082358
"1226",55,43,1.358776,NA,2.731785
"1227",56,43,2.439035,NA,-2.643574
"1228",57,43,0.545454,0,2.93772
"1229",58,43,1.238382,0,-0.173263
"1230",59,43,0.405077,0,-0.110518
"1231",60,43,0.405077,0,-0.852037
"1232",61,43,1.152114,0,0.552645
"1233",62,43,3.749322,NA,-0.937124
"1234",63,43,0.514898,0,1.580605
"1235",64,43,3.284715,1,1.085911
"1236",65,43,0.962799,0,0.183215
"1237",66,43,0.432349,0,0.097146
"1238",67,43,8.028172,1,0.158212
"1239",68,43,8.028172,1,0.158212
"1240",69,43,0.282242,0,2.129312
"1241",70,43,0.298491,0,-2.749721
"1242",71,43,0.848575,0,-3.041059
"1243",72,43,1.414671,NA,0.116789
"1244",73,43,0.682196,0,0.247119
"1245",74,43,0.54848,0,-0.296881
"1246",75,43,0.166834,0,-1.636759
"1247",76,43,1.233179,0,0.924381
"1248",77,43,0.595732,0,-0.321481
"1249",78,43,1.829762,NA,2.661535
"1250",79,43,1.322023,NA,0.694882
"1251",80,43,2.694566,2,-0.074265
"1252",81,43,1.578074,NA,0.778881
"1253",47,44,0.615009,0,1.427474
"1254",48,44,0.976539,0,1.300001
"1255",49,44,0.768174,0,-1.135288
"1256",50,44,0.666724,0,0.499011
"1257",51,44,0.45706,0,-0.432507
"1258",52,44,1.960636,NA,-2.436766
"1259",53,44,1.791162,NA,2.481588
"1260",54,44,1.791162,NA,2.481588
"1261",55,44,0.455055,0,2.262812
"1262",56,44,0.107743,0,1.150337
"1263",57,44,0.318208,0,-0.864607
"1264",58,44,0.212461,0,-2.599927
"1265",59,44,2.848149,NA,1.971929
"1266",60,44,0.300165,0,1.074631
"1267",61,44,1.680021,NA,1.103276
"1268",62,44,1.605436,NA,-0.192287
"1269",63,44,1.341002,NA,0.214707
"1270",64,44,4.113138,1,0.499209
"1271",65,44,2.451113,1,0.38688
"1272",66,44,2.472731,1,-1.084817
"1273",67,44,0.758741,0,0.957725
"1274",68,44,0.758741,0,0.957725
"1275",69,44,2.902125,1,-0.700115
"1276",70,44,0.44843,0,-2.385382
"1277",71,44,0.863867,0,-2.884665
"1278",72,44,1.615348,NA,0.878574
"1279",73,44,1.53933,NA,1.003067
"1280",74,44,0.770855,0,-1.145437
"1281",75,44,0.308676,0,-3.13487
"1282",76,44,1.336102,NA,-2.635037
"1283",77,44,1.362895,NA,-1.00262
"1284",78,44,1.865483,NA,2.361945
"1285",79,44,0.530246,0,-0.474852
"1286",80,44,2.49703,2,0.544782
"1287",81,44,1.408707,NA,0.782503
"1288",47,45,0.183467,0,2.042178
"1289",48,45,1.150183,0,2.072845
"1290",49,45,1.316607,NA,-0.263448
"1291",50,45,2.65071,NA,1.179176
"1292",51,45,1.498363,NA,1.717775
"1293",52,45,1.494705,NA,1.454738
"1294",53,45,0.136909,0,0.074729
"1295",54,45,0.136909,0,0.074729
"1296",55,45,0.584531,0,0.144657
"1297",56,45,1.1066,0,0.432121
"1298",57,45,1.063167,0,-2.114654
"1299",58,45,0.484107,0,2.667737
"1300",59,45,2.597021,NA,3.048151
"1301",60,45,0.626687,0,1.416615
"1302",61,45,0.297903,0,-2.015783
"1303",62,45,0.166117,0,-0.588594
"1304",63,45,2.812219,1,0.173905
"1305",64,45,4.083155,1,0.475424
"1306",65,45,2.655121,1,1.393628
"1307",66,45,0.133378,0,-2.256834
"1308",67,45,0.563341,0,2.587713
"1309",68,45,0.563341,0,2.587713
"1310",69,45,0.722423,0,0.904347
"1311",70,45,0.701286,0,2.910644
"1312",71,45,1.331526,NA,-0.013191
"1313",72,45,0.605382,0,2.389591
"1314",73,45,2.104396,NA,2.845022
"1315",74,45,0.632223,0,0.106966
"1316",75,45,1.109383,0,-3.133509
"1317",76,45,1.686761,NA,-2.8815
"1318",77,45,4.477493,NA,2.948996
"1319",78,45,1.506355,NA,-2.364239
"1320",79,45,1.030556,0,-1.20634
"1321",80,45,0.535674,0,0.61176
"1322",48,46,1.531283,NA,2.760103
"1323",49,46,1.810885,NA,1.375702
"1324",50,46,2.117266,NA,0.461175
"1325",51,46,0.189066,0,0.685372
"1326",52,46,0.404114,0,1.808371
"1327",53,46,0.476367,0,0.114606
"1328",54,46,0.476367,0,0.114606
"1329",55,46,1.531427,NA,-0.230598
"1330",56,46,0.320464,0,0.703138
"1331",57,46,0.758415,0,-0.441386
"1332",58,46,0.978042,0,-2.020872
"1333",59,46,0.980604,0,2.19749
"1334",60,46,0.980604,0,-0.964907
"1335",61,46,0.720765,0,1.18841
"1336",62,46,2.121506,1,-1.787025
"1337",63,46,1.471659,NA,0.218167
"1338",64,46,1.374343,NA,0.482725
"1339",65,46,0.785526,0,0.183004
"1340",66,46,0.768564,0,3.063988
"1341",67,46,2.100113,NA,-1.920383
"1342",68,46,2.100113,NA,-1.920383
"1343",69,46,0.467767,0,2.289509
"1344",70,46,2.090369,NA,-2.275979
"1345",71,46,0.423005,0,-1.991624
"1346",72,46,1.536167,NA,1.757032
"1347",73,46,1.39778,NA,1.377523
"1348",74,46,0.092627,0,2.724443
"1349",75,46,0.253965,0,1.854666
"1350",76,46,0.460703,0,2.311531
"1351",77,46,0.963321,0,2.201671
"1352",78,46,0.577859,0,-1.410269
"1353",79,46,1.202128,0,2.289604
"1354",80,46,0.90751,0,1.224001
"1355",49,47,1.811044,NA,1.381475
"1356",50,47,1.945757,NA,0.875457
"1357",51,47,1.763919,NA,1.608302
"1358",52,47,1.805922,NA,0.492062
"1359",53,47,1.183338,0,0.20716
"1360",54,47,1.183338,0,0.20716
"1361",55,47,0.787462,0,-2.897805
"1362",56,47,0.225527,0,0.706138
"1363",57,47,0.82837,0,1.113479
"1364",58,47,1.572947,NA,2.390962
"1365",59,47,0.5593,0,1.593398
"1366",60,47,1.127186,0,-0.195865
"1367",61,47,1.033973,0,-1.801814
"1368",62,47,0.168611,0,1.44191
"1369",63,47,1.160726,0,1.000626
"1370",64,47,0.498891,0,-2.144701
"1371",65,47,0.66996,0,0.311733
"1372",66,47,0.566256,0,0.731125
"1373",67,47,0.362385,0,1.425705
"1374",68,47,0.362385,0,1.425705
"1375",69,47,0.350985,0,2.220088
"1376",70,47,1.306229,NA,-0.223753
"1377",71,47,0.898713,0,2.490944
"1378",72,47,0.55582,0,2.806025
"1379",73,47,0.544118,0,1.929725
"1380",74,47,0.193199,0,2.185166
"1381",75,47,0.771966,0,2.375003
"1382",76,47,2.039325,NA,2.98285
"1383",77,47,1.205599,0,-3.065384
"1384",78,47,1.061359,0,0.867079
"1385",50,48,2.897432,NA,2.382677
"1386",51,48,2.098334,NA,1.2068
"1387",52,48,8.111077,NA,0.684125
"1388",53,48,1.537751,NA,0.45063
"1389",54,48,1.537751,NA,0.45063
"1390",55,48,0.759544,0,0.981786
"1391",56,48,0.625227,0,1.344615
"1392",57,48,0.715208,0,0.959539
"1393",58,48,1.521652,NA,2.969526
"1394",59,48,0.387598,0,-1.983855
"1395",60,48,0.882665,0,-2.370959
"1396",61,48,0.470564,0,2.942864
"1397",62,48,1.254627,0,2.968698
