"","egg.count","egg.dens","b.depth","lat","lon","time","salinity","flow","s.depth","temp.surf","temp.20m","net.area","country","vessel","vessel.haul","c.dist"
"232",0,0,124,46.37,-3.43,22.25,NA,402,98,16.6,16.6,0.242,"SP","COSA",532,0.492217175812416
"233",1,19.76,124,46.37,-3.52,22.75,NA,384,97,16.6,16.6,0.242,"SP","COSA",533,0.436972076639739
"234",0,0,127,46.37,-3.58,23.25,35.61,370,99,16.5,16.5,0.242,"SP","COSA",534,0.400198408048659
"235",0,0,133,46.37,-3.65,23.87,NA,369,99,16.6,16.6,0.242,"SP","COSA",535,0.360009211733194
"236",0,0,136,46.37,-3.73,0.35,NA,373,100,16.5,16.5,0.242,"SP","COSA",536,0.318322293558789
"237",0,0,138,46.37,-3.8,0.8,NA,378,99,16.6,16.6,0.242,"SP","COSA",537,0.273426391458281
"238",0,0,139,46.37,-3.87,1.25,35.64,390,98,16.5,16.5,0.242,"SP","COSA",538,0.2251456617279
"239",0,0,139,46.37,-3.95,1.72,NA,370,98,16.5,16.5,0.242,"SP","COSA",539,0.164504013089577
"240",0,0,141,46.37,-4.02,2.17,NA,374,100,16.1,16.1,0.242,"SP","COSA",540,0.0999022175958863
"241",0,0,145,46.37,-4.08,2.88,NA,380,101,16.2,16.2,0.242,"SP","COSA",541,0.0557048401673478
"242",0,0,148,46.37,-4.17,3.35,35.66,399,98,16.3,16.3,0.242,"SP","COSA",542,0.00941163197715496
"243",0,0,154,46.37,-4.23,8.17,NA,390,100,16.1,16.1,0.242,"SP","COSA",551,0.0024671392278924
"244",0,0,151,46.37,-4.3,8.5,35.66,375,100,15.7,15.7,0.242,"SP","COSA",552,0.0163257056337808
"245",0,0,153,46.37,-4.38,9.25,NA,371,100,15.4,15.4,0.242,"SP","COSA",553,0.046825808188899
"246",1,18.01,166,46.37,-4.45,9.67,NA,389,100,15.5,15.5,0.242,"SP","COSA",554,0.0720718138985815
"247",1,19.42,360,46.37,-4.53,10.03,NA,376,99,16,16,0.242,"SP","COSA",555,0.117884899674868
"248",5,95.09,690,46.37,-4.6,10.47,35.67,380,99,15.9,15.9,0.242,"SP","COSA",556,0.167014438223324
"249",12,220.08,914,46.37,-4.67,11.15,NA,386,100,15.6,15.6,0.242,"SP","COSA",557,0.20134996423505
"250",13,233.61,1317,46.37,-4.73,11.57,NA,382,99,15.4,15.4,0.242,"SP","COSA",558,0.233951679487031
"251",0,0,1330,46.37,-4.82,11.93,NA,387,98,15.9,15.9,0.242,"SP","COSA",559,0.249429603995475
"252",0,0,1699,46.37,-4.88,12.42,35.65,395,102,15.8,15.8,0.242,"SP","COSA",560,0.2575978088
"253",0,0,2198,46.37,-4.95,12.82,NA,390,98,15.6,15.6,0.242,"SP","COSA",561,0.2575978088
"254",0,0,2402,46.37,-5.03,13.27,NA,386,102,15.8,15.8,0.242,"SP","COSA",562,0.26643398431947
"255",0,0,2580,46.37,-5.1,13.72,NA,367,101,15.8,15.8,0.242,"SP","COSA",563,0.292185271864952
"256",0,0,2866,46.37,-5.17,14.13,35.64,389,98,15.3,15.3,0.242,"SP","COSA",564,0.301995110904203
"257",0,0,3291,46.37,-5.25,14.57,NA,410,101,15.5,15.5,0.242,"SP","COSA",565,0.318629975517122
"258",0,0,3370,46.37,-5.32,15,35.71,374,98,16,16,0.242,"SP","COSA",566,0.34461430063324
"259",16,294.27,3198,46.52,-5.47,16.53,NA,377,100,15.4,15.4,0.242,"SP","COSA",567,0.332768606468419
"260",1,19.14,3793,46.62,-5.62,17.88,35.66,355,97,15.5,15.5,0.242,"SP","COSA",568,0.428473760628444
"261",1,22.29,3225,46.62,-5.55,18.77,NA,317,103,15.3,15.3,0.242,"SP","COSA",569,0.366881096165105
"262",8,149.86,2776,46.62,-5.47,19.32,NA,378,99,15.7,15.7,0.242,"SP","COSA",570,0.290096123633718
"263",14,272.9,2523,46.62,-5.4,19.72,NA,367,99,15.8,15.8,0.242,"SP","COSA",571,0.224756602557766
"264",2,40.06,2867,46.62,-5.33,20.17,NA,368,102,15.8,15.8,0.242,"SP","COSA",572,0.162179569413926
"265",0,0,1721,46.62,-5.25,20.72,35.66,371,102,15.5,15.5,0.242,"SP","COSA",573,0.0949067619452593
"266",6,111.7,1985,46.62,-5.18,21.27,NA,357,100,15,15,0.242,"SP","COSA",574,0.0602167334651948
"267",4,82.62,1841,46.62,-5.1,21.73,NA,335,103,15.1,15.1,0.242,"SP","COSA",575,0.04669007891697
"268",2,35.3,1152,46.62,-5.03,22.15,NA,377,98,15.2,15.2,0.242,"SP","COSA",576,0.0375872025491948
"269",11,198.1,667,46.62,-4.97,22.63,35.69,381,100,15.3,15.3,0.242,"SP","COSA",577,0.0104181925140752
"270",0,0,158,46.62,-4.67,2.67,NA,371,96,15.6,15.6,0.242,"SP","COSA",585,0.0188133483157241
"271",1,15.79,388,46.62,-4.88,6.33,NA,395,98,14.6,14.6,0.242,"SP","COSA",592,0.00759780879999994
"272",16,318.36,271,46.62,-4.82,6.73,35.67,323,101,14.6,14.6,0.242,"SP","COSA",593,0.00759780879999994
"273",0,0,189,46.62,-4.73,7.5,NA,363,101,15.4,15.4,0.242,"SP","COSA",594,0.0157147105634443
"274",2,37.12,154,46.62,-4.6,8.25,35.67,366,99,15.3,15.3,0.242,"SP","COSA",595,0.0242108656861044
"275",0,0,150,46.62,-4.53,8.68,NA,361,99,15.2,15.2,0.242,"SP","COSA",596,0.0526485478676464
"276",0,0,145,46.62,-4.45,9.08,NA,370,99,15.7,15.7,0.242,"SP","COSA",597,0.114848174032874
"277",2,37.37,145,46.62,-4.38,9.5,NA,379,99,15.7,15.7,0.242,"SP","COSA",598,0.159724539588416
"278",0,0,143,46.62,-4.32,10,35.69,374,99,15.9,15.9,0.242,"SP","COSA",599,0.206142487525078
"279",0,0,144,46.62,-4.23,10.5,NA,384,97,16.1,16.1,0.242,"SP","COSA",600,0.239305502901252
"280",0,0,141,46.62,-4.17,11,35.68,374,98,16.7,16.7,0.242,"SP","COSA",601,0.254463171151476
"281",0,0,138,46.62,-4.1,11.55,35.65,370,100,16.2,16.2,0.242,"SP","COSA",602,0.268433724328486
"282",0,0,136,46.62,-4.02,12.02,35.6,355,101,16.9,16.9,0.242,"SP","COSA",603,0.296937954766416
"283",1,22.64,135,46.62,-3.95,12.53,NA,366,100,17.2,17.2,0.242,"SP","COSA",604,0.335055056708393
"284",0,0,132,46.62,-3.88,13.02,35.62,378,99,17,17,0.242,"SP","COSA",605,0.375484874748072
"285",0,0,127,46.62,-3.8,13.47,NA,361,100,17.3,17.3,0.242,"SP","COSA",606,0.428614241495282
"286",0,0,121,46.62,-3.73,13.92,35.51,365,100,17.8,17.8,0.242,"SP","COSA",607,0.481239322223959
"287",0,0,125,46.62,-3.67,14.45,NA,367,100,17.8,17.8,0.242,"SP","COSA",608,0.529558535849037
"288",0,0,120,46.62,-3.58,15.1,35.55,371,100,17.4,17.4,0.242,"SP","COSA",609,0.605965080961416
"289",0,0,113,46.62,-3.52,15.77,35.47,370,100,16.9,16.9,0.242,"SP","COSA",610,0.641126425249463
"290",0,0,117,46.62,-3.45,16.28,NA,382,97,17,17,0.242,"SP","COSA",611,0.678567280130774
"291",0,0,118,46.62,-3.37,16.83,NA,369,101,17.1,17.1,0.242,"SP","COSA",612,0.726447440127759
"292",0,0,115,46.62,-3.3,17.33,NA,369,99,17.2,17.2,0.242,"SP","COSA",613,0.769350053484018
"293",0,0,108,46.62,-3.22,17.83,NA,364,98,17.2,17.2,0.242,"SP","COSA",614,0.818533484316087
"294",0,0,108,46.62,-3.15,18.47,35.12,381,100,17,17,0.242,"SP","COSA",615,0.861751304728974
"295",0,0,102,46.62,-3.08,18.93,NA,388,98,17,17,0.242,"SP","COSA",616,0.90662216012641
"296",0,0,100,46.62,-2.98,19.47,NA,377,96,17,17,0.242,"SP","COSA",617,0.975868061651921
"297",0,0,92,46.63,-2.93,19.9,35.13,345,86,17.3,17.3,0.242,"SP","COSA",618,1.01577152315782
"298",0,0,86,46.62,-2.87,20.6,NA,323,82,17.1,17.1,0.242,"SP","COSA",619,1.04341277177576
"299",0,0,81,46.62,-2.78,21.17,NA,303,76,17.3,17.3,0.242,"SP","COSA",620,1.10105067644899
"300",0,0,68,46.62,-2.65,21.98,35.22,303,63,17.2,17.2,0.242,"SP","COSA",621,1.19140646419967
"301",0,0,61,46.62,-2.57,22.57,NA,217,52,17.3,17.3,0.242,"SP","COSA",622,1.24197978098633
"302",0,0,58,46.62,-2.48,23.05,NA,195,46,17.5,17.5,0.242,"SP","COSA",623,1.294841627421
"303",0,0,51,46.62,-2.42,23.55,35.03,190,45,17.5,17.5,0.242,"SP","COSA",624,1.32886404449901
"304",0,0,39,46.75,-2.48,0.85,NA,132,32,17.1,17.1,0.242,"SP","COSA",625,1.39979927264978
"305",0,0,27,46.87,-2.48,1.82,34.94,92,22,16.9,16.9,0.242,"SP","COSA",626,1.48835733234286
"306",0,0,44,46.87,-2.65,2.7,NA,186,36,17.1,17.1,0.242,"SP","COSA",627,1.37598560562484
"307",0,0,51,46.87,-2.72,3.45,35.13,188,43,17.1,17.1,0.242,"SP","COSA",628,1.33326711599543
"308",0,0,53,46.87,-2.8,4,NA,184,45,16.9,16.9,0.242,"SP","COSA",629,1.28019984142644
"309",0,0,57,46.87,-2.87,4.62,NA,216,50,16.8,16.8,0.242,"SP","COSA",630,1.23303013800323
"310",0,0,50,46.87,-2.93,5.42,NA,197,43,16.6,16.6,0.242,"SP","COSA",631,1.19438288739929
"311",0,0,1420,44.37,-2.97,17.28,35.79,369,100,16.1,16.1,0.242,"SP","COSA",632,0.745640869100001
"312",0,0,1427,44.37,-2.9,18.18,NA,395,100,17.3,17.3,0.242,"SP","COSA",633,0.745640869100001
"313",0,0,1467,44.37,-2.83,18.58,NA,371,101,17.3,17.3,0.242,"SP","COSA",634,0.745640869100001
"314",0,0,1383,44.37,-2.68,19.47,35.45,386,99,17.2,17.2,0.242,"SP","COSA",635,0.671607469772264
"315",0,0,1349,44.37,-2.62,19.82,NA,379,100,16.7,16.7,0.242,"SP","COSA",636,0.612312896783887
"316",0,0,1348,44.37,-2.55,20.23,35.22,391,99,16.8,16.8,0.242,"SP","COSA",637,0.543135894964112
"317",0,0,1328,44.37,-2.48,20.65,NA,383,99,16.5,16.5,0.242,"SP","COSA",638,0.473958893144339
"318",0,0,1492,44.37,-2.42,21.05,35.21,377,100,16.7,16.7,0.242,"SP","COSA",639,0.414664320155961
"319",0,0,1735,44.62,-2.42,23.03,35.49,364,101,16.5,16.5,0.242,"SP","COSA",640,0.4123067093
"320",0,0,2080,44.62,-2.48,23.55,NA,364,99,16.2,16.2,0.242,"SP","COSA",641,0.453205233045213
"321",0,0,2634,44.62,-2.62,0.42,NA,368,100,16.5,16.5,0.242,"SP","COSA",642,0.528094013750208
"322",0,0,2280,44.62,-2.77,1,NA,354,99,16.5,16.5,0.242,"SP","COSA",643,0.566276193872841
"323",0,0,2262,44.62,-2.9,2,35.56,367,101,16.7,16.7,0.242,"SP","COSA",644,0.581196453491917
"324",0,0,4173,45.48,-4.33,9.45,NA,369,101,15.9,15.9,0.242,"SP","COSA",645,0.754378828510929
"325",0,0,3943,45.58,-4.35,10.35,35.72,385,100,16.2,16.2,0.242,"SP","COSA",646,0.682815114559379
"326",0,0,4102,45.62,-4.42,10.87,NA,376,101,15.9,15.9,0.242,"SP","COSA",647,0.697263972330953
"327",0,0,4231,45.62,-4.48,11.22,35.71,378,101,16,16,0.242,"SP","COSA",648,0.738640185122406
"328",0,0,4360,45.62,-4.63,11.85,NA,372,99,15.9,15.9,0.242,"SP","COSA",649,0.830095916896838
"329",0,0,4390,45.62,-4.77,12.53,35.72,357,100,16,16,0.242,"SP","COSA",650,0.886616881261934
"330",0,0,4414,45.62,-4.83,13.03,35.71,369,101,16,16,0.242,"SP","COSA",651,0.912536669169321
"331",10,5.43,124,48.25,-5.75,18.63,35.6,5847,120,13.8,11.4,0.15,"EN","CIRO",3,0.922733041727396
"332",4,3.2,140,48.25,-6.25,20.98,35.53,4885,136,13.6,12,0.15,"EN","CIRO",4,0.689713378195553
"333",6,6.04,160,48.23,-6.8,23.25,35.6,4666,155,13.3,12.4,0.15,"EN","CIRO",5,0.569496612499997
"334",8,7.79,173,48.25,-7.27,1.47,35.53,5304,166,13.4,12.6,0.15,"EN","CIRO",6,0.367516173094996
"335",1,0.82,184,48.25,-7.78,3.73,35.55,6912,180,13,12.7,0.15,"EN","CIRO",7,0.125272891042063
"336",20,14.98,206,48.27,-8.23,6.62,35.33,8307,195,12.9,12.8,0.15,"EN","CIRO",8,0.0116115201226524
"337",20,55.53,192,48.23,-8.75,6.65,35.6,7996,195,12.9,13,0.15,"EN","CIRO",10,0.0877499993634342
"338",26,62.85,256,48.25,-9.25,9.18,35.55,6274,199,12.6,12.6,0.15,"EN","CIRO",11,0.154152246447609
"339",22,52.25,875,48.23,-9.75,11.53,35.57,6364,200,13.1,13,0.15,"EN","CIRO",12,0.417110197247753
"340",76,69.2,3000,48.25,-10.27,13.85,35.53,7132,201,13.1,12.9,0.15,"EN","CIRO",13,0.537530786390725
"341",27,47.45,2700,48.25,-10.77,16.78,35.49,7010,200,13.5,13.1,0.15,"EN","CIRO",14,0.740146172354061
"342",22,21.52,4000,48.25,-11.25,19.03,35.56,6940,200,13.4,13.3,0.15,"EN","CIRO",15,0.87387873058028
"343",27,30.86,2800,48.23,-11.73,21.45,35.57,6010,200,13.4,13.4,0.15,"EN","CIRO",16,1.15398622502956
"344",51,75.5,1600,48.73,-12.73,2.72,35.39,5776,200,13,12.8,0.15,"EN","CIRO",17,1.66150102318723
"345",21,29.17,1300,48.73,-12.25,5.05,35.49,6282,200,13.6,13.4,0.15,"EN","CIRO",18,1.2186671568842
"346",29,36.69,1400,48.73,-11.87,7,35.5,6125,200,13.3,13.1,0.15,"EN","CIRO",19,0.889429171901129
"347",81,151.14,2600,48.75,-11.62,8.42,35.52,5606,200,13.3,13.2,0.15,"EN","CIRO",20,0.68572383674678
"348",65,172.63,1600,48.75,-11.37,9.83,35.54,4863,200,13.4,13.4,0.15,"EN","CIRO",21,0.52933665346678
"349",53,107.87,1000,48.73,-11.12,11.18,35.46,6096,200,13.3,12.9,0.15,"EN","CIRO",22,0.391450222278846
"350",61,178.81,1100,48.75,-10.87,12.6,35.48,6268,200,13.4,13.2,0.15,"EN","CIRO",23,0.269496997663534
"351",28,133.62,1400,48.73,-10.62,14.2,35.52,5728,200,13.2,12.9,0.15,"EN","CIRO",24,0.262242588413797
"352",23,116.25,162,48.73,-10.37,16.77,35.52,6551,162,13,12.6,0.15,"EN","CIRO",25,0.11795710671251
"353",30,123.28,425,48.75,-10.07,20.3,35.52,5843,200,12.7,12.4,0.15,"EN","CIRO",27,0.0157432556000003
"354",45,213.32,193,48.75,-9.85,21.77,35.52,6785,188,13.1,12.7,0.15,"EN","CIRO",28,0.0253065469617143
"355",43,144.01,176,48.75,-9.6,23.07,35.51,6228,172,12.5,12.4,0.15,"EN","CIRO",29,0.119013887998601
"356",51,58.24,175,48.75,-9.37,0.4,35.47,5484,171,12.5,12.2,0.15,"EN","CIRO",30,0.2067097778392
"357",17,14.81,165,48.75,-9.13,1.72,35.46,5608,157,12.9,12.6,0.15,"EN","CIRO",31,0.329107796033111
"358",2,1.85,170,48.73,-8.87,3.02,35.41,5566,168,13.3,12.5,0.15,"EN","CIRO",32,0.398858926610069
"359",6,5.6,146,48.73,-8.63,4.38,35.44,4555,135,13.1,12.7,0.15,"EN","CIRO",33,0.421411279450034
"360",10,6.85,153,48.75,-8.23,6.15,35.42,7086,158,13.1,12.5,0.15,"EN","CIRO",34,0.446278957913427
"361",5,5.22,158,48.75,-7.75,8.63,35.45,4674,153,13.2,12.8,0.15,"EN","CIRO",35,0.603252789814856
"362",23,19.53,153,48.75,-7.23,10.85,35.4,5275,144,13.1,12.6,0.15,"EN","CIRO",36,0.810598840808416
"363",10,10.37,145,48.75,-6.77,12.98,35.51,2305,74,13.7,12.9,0.15,"EN","CIRO",37,1.07455991000334
"364",3,2.74,137,48.75,-6.27,14.87,35.51,2324,70,14.1,12.4,0.15,"EN","CIRO",38,1.15962221066972
"365",3,2.46,126,49.25,-6.73,18.32,35.45,2389,60,13.5,13,0.15,"EN","CIRO",39,1.49043954372071
"366",7,7.17,135,49.25,-7.22,20.13,35.39,1899,61,13.4,12.8,0.15,"EN","CIRO",40,1.26318170580489
"367",10,12.26,138,49.25,-7.72,21.97,35.31,1464,60,13.2,12.3,0.15,"EN","CIRO",41,1.082857143901
"368",15,12.21,127,49.25,-8.25,0,35.21,4595,125,12.9,12.3,0.15,"EN","CIRO",42,0.932159317289823
"369",18,13.87,152,49.25,-8.63,1.82,35.28,5668,146,13,12.3,0.15,"EN","CIRO",43,0.939043873555249
"370",4,3.99,154,49.25,-8.88,3.27,35.31,4355,149,12.9,12.1,0.15,"EN","CIRO",44,0.887526452014354
"371",1,1.12,151,49.25,-9.12,4.57,35.33,3922,145,12.8,12.4,0.15,"EN","CIRO",45,0.762901271138233
"372",13,9.8,153,49.25,-9.38,5.87,35.34,6065,147,12.8,12.6,0.15,"EN","CIRO",46,0.652631678084413
"373",9,6.61,154,49.23,-9.65,7.18,35.41,6272,150,12.8,12.5,0.15,"EN","CIRO",47,0.532759007127447
"374",10,8.1,132,49.25,-9.88,8.53,35.36,4626,122,12.9,12.5,0.15,"EN","CIRO",48,0.499412190971806
"375",26,82.04,162,49.25,-10.15,9.77,35.39,6350,157,13.1,12.8,0.15,"EN","CIRO",49,0.340920049680279
"376",33,254.57,136,49.25,-10.37,11.02,35.45,4193,128,13.1,12.8,0.15,"EN","CIRO",50,0.257988187668201
"377",40,133.75,163,49.25,-10.63,12.32,35.47,5631,156,12.9,12.6,0.15,"EN","CIRO",51,0.257348600770175
"378",40,35.34,177,49.23,-10.88,13.7,35.5,5724,169,13,12.3,0.15,"EN","CIRO",52,0.15568724563376
"379",57,79.52,187,49.25,-11.08,14.88,35.45,4036,181,13.6,12.6,0.15,"EN","CIRO",53,0.0439525457909566
"380",41,124.71,350,49.23,-11.37,16.87,35.55,4216,200,13.5,13,0.15,"EN","CIRO",54,0.213998520472035
"381",37,351.88,830,49.25,-11.73,17.5,35.59,6096,200,14.1,13.6,0.15,"EN","CIRO",69,0.569261080767182
"382",32,82.05,1100,49.25,-12.25,20.42,35.43,6376,200,13.6,12.9,0.15,"EN","CIRO",70,1.08893549996876
"383",65,123.08,1200,49.25,-12.75,22.78,35.45,7437,200,13.6,13.2,0.15,"EN","CIRO",71,1.58882336997925
"384",55,53.92,2200,49.73,-12.73,2.72,35.33,6509,200,13.5,12.8,0.15,"EN","CIRO",72,1.63244473451698
"385",57,56.16,1200,49.73,-12.25,4.87,35.33,6315,200,13.6,12.6,0.15,"EN","CIRO",73,1.1787450107925
"386",59,275.73,780,49.75,-11.75,7,35.43,5462,200,13.9,12.8,0.15,"EN","CIRO",74,0.754550479286986
"387",59,204.49,450,49.73,-11.33,8.88,35.47,6907,200,13.2,12.3,0.15,"EN","CIRO",75,0.376563136879228
"388",43,50.83,320,49.73,-11.1,10.35,35.54,4931,200,12.7,12.1,0.15,"EN","CIRO",76,0.1580631431158
"389",30,25.37,175,49.75,-10.83,11.75,35.52,6065,167,13,12.5,0.15,"EN","CIRO",77,0.0496397168325416
"390",24,230.82,147,49.75,-10.6,13.15,35.5,4736,143,13.8,13.2,0.15,"EN","CIRO",78,0.196098238593524
"391",12,10.97,143,49.75,-10.35,14.43,35.46,4789,139,13.9,12.7,0.15,"EN","CIRO",79,0.419240210177272
"392",45,36.55,141,49.75,-10.08,15.73,35.43,5609,141,13.9,12.9,0.15,"EN","CIRO",80,0.681509218757518
"393",40,36.63,131,49.73,-9.85,17.03,35.42,4404,128,13.9,12.7,0.15,"EN","CIRO",81,0.905148913406577
"394",33,43.18,158,49.73,-9.62,18.22,35.34,3660,152,13.9,12.7,0.15,"EN","CIRO",82,1.03026611696901
"395",21,83.48,118,49.73,-9.33,20.88,35.37,4283,112,14,12.5,0.15,"EN","CIRO",83,1.10731215571013
"396",4,4.25,142,49.75,-9.12,23.3,35.44,4046,140,14.1,12.5,0.15,"EN","CIRO",84,1.21577264863924
"397",6,5.32,126,49.75,-8.85,1.03,35.33,4772,136,13.8,12.6,0.15,"EN","CIRO",85,1.33107456194998
"398",3,4.02,136,49.75,-8.6,2.55,35.39,3084,140,13.9,12.2,0.15,"EN","CIRO",86,1.43771204565671
"399",0,0,138,49.75,-8.2,4.5,35.43,5584,133,13.9,12.6,0.15,"EN","CIRO",87,1.4344814082902
"400",3,2.42,133,49.73,-7.72,6.9,35.31,5060,131,14.4,12.6,0.15,"EN","CIRO",88,1.53429366140039
"401",5,4.94,103,50.25,-7.73,11.15,35.37,3096,97,12.7,12.7,0.15,"EN","CIRO",91,2.0258870904735
"402",0,0,129,50.25,-8.23,13.88,35.37,3284,123,12.7,12.7,0.15,"EN","CIRO",92,1.92932839435339
"403",35,31.02,126,50.25,-8.73,16.92,35.34,4812,132,13,12.9,0.15,"EN","CIRO",93,1.83164207995621
"404",60,51.51,140,50.25,-9.23,20,35.47,5017,135,12.8,12.8,0.15,"EN","CIRO",94,1.47567788346284
"405",46,50.61,126,50.25,-9.75,22.93,35.49,3465,118,12.9,12.9,0.15,"EN","CIRO",95,0.965814421431652
"406",19,15.27,137,50.23,-10.1,1.1,35.49,5308,132,12.9,12.9,0.15,"EN","CIRO",96,0.639692834706908
"407",9,9.25,147,50.23,-10.37,3.33,35.49,4407,142,12.9,12.8,0.15,"EN","CIRO",97,0.398022752318934
"408",8,8.93,164,50.23,-10.62,5.3,35.49,4691,162,12.8,12.9,0.15,"EN","CIRO",98,0.148869526477177
"409",5,5.59,208,50.23,-10.87,7.22,35.48,5662,201,12.7,12.7,0.15,"EN","CIRO",99,0.0521180110157429
"410",56,176.86,550,50.23,-11.13,9.23,35.42,5008,200,12.6,12.7,0.15,"EN","CIRO",100,0.238089263149042
"411",34,326.13,1100,50.23,-11.38,11.45,35.43,6254,200,12.7,12.7,0.15,"EN","CIRO",101,0.478338755305123
"412",31,253.29,1600,50.25,-11.73,13.88,35.44,6406,200,13,13,0.15,"EN","CIRO",102,0.826977369261611
"413",31,122.37,2300,50.25,-12.25,16.82,35.41,7326,200,13,13,0.15,"EN","CIRO",103,1.34398817773032
"414",28,191.62,2400,50.23,-12.75,19.48,35.33,6043,200,12.9,12.9,0.15,"EN","CIRO",104,1.84158453709702
"415",30,46.51,2300,50.75,-12.75,0.37,35.37,5784,200,12.7,12.5,0.15,"EN","CIRO",105,1.70698652412647
"416",35,89.16,2100,50.73,-12.25,2.82,NA,6629,200,12.7,12.7,0.15,"EN","CIRO",106,1.23283476259771
"417",32,99.45,2000,50.75,-11.87,4.72,NA,6224,200,12.6,12.4,0.15,"EN","CIRO",107,0.8753594352935
"418",23,131.17,1800,50.73,-11.6,6.1,NA,7469,200,12.8,12.7,0.15,"EN","CIRO",108,0.651914941606309
"419",42,202.89,1300,50.75,-11.37,7.5,NA,6288,200,12.9,12.8,0.15,"EN","CIRO",109,0.453746285885478
"420",31,62.67,330,50.73,-11.12,8.92,NA,6577,200,12.7,12.7,0.15,"EN","CIRO",110,0.250935409519408
"421",28,32.44,181,50.73,-10.85,10.67,NA,4820,175,12.9,12.8,0.15,"EN","CIRO",111,0.0218147471088778
"422",18,24.85,166,50.73,-10.55,12.08,NA,3744,160,13.1,12.9,0.15,"EN","CIRO",112,0.223878639455601
"423",10,10.65,140,50.75,-10.23,14.53,NA,4036,133,13.5,12.9,0.15,"EN","CIRO",114,0.519921228519224
"424",1,1.19,123,50.75,-9.72,16.8,35.46,3121,118,13.5,12.7,0.15,"EN","CIRO",115,1.00277542547639
"425",20,20.62,130,50.73,-9.23,18.55,35.33,3789,124,13.1,12.7,0.15,"EN","CIRO",116,1.47751261459974
"426",18,18.96,105,50.73,-8.73,20.47,35.4,2945,96,13.1,12.9,0.15,"EN","CIRO",117,1.97230658271004
"427",0,0,118,50.73,-8.25,22.38,35.24,2716,113,12.9,12.9,0.15,"EN","CIRO",118,2.40717121854226
"428",1,0.85,101,51.25,-8.25,1.9,35.22,3634,96,13.1,12.9,0.15,"EN","CIRO",119,2.55439519913136
"429",2,1.88,105,51.23,-8.75,3.75,35.16,3410,99,12.8,12.9,0.15,"EN","CIRO",120,2.07424300252668
"430",1,0.8,110,51.25,-9.25,5.7,35.19,4139,107,12.8,12.6,0.15,"EN","CIRO",121,1.61687041325691
"431",2,1.75,108,51.25,-9.75,7.73,35.28,3576,102,12.8,12.5,0.15,"EN","CIRO",122,1.17738178575792
"432",6,5.58,136,51.23,-10.25,9.72,35.12,4408,130,12.9,12.7,0.15,"EN","CIRO",123,0.752008909914452
"433",12,11.41,165,51.23,-10.63,11.37,35.53,5437,160,12.9,12.9,0.15,"EN","CIRO",124,0.427945864812074
"434",17,17.91,178,51.25,-10.88,4.55,35.61,5208,172,13.1,12.8,0.15,"EN","CIRO",131,0.2277079773
"435",58,58.98,211,51.23,-11.3,6.35,35.47,6197,200,12.9,12.7,0.15,"EN","CIRO",132,0.1922920227
"436",35,128.27,610,51.23,-11.65,8.05,35.48,5959,200,12.8,12.6,0.15,"EN","CIRO",133,0.5422920227
"437",78,306.81,1100,51.25,-11.88,9.35,35.44,6408,200,12.8,12.7,0.15,"EN","CIRO",134,0.7722920227
"438",35,150.92,1200,51.25,-12.12,10.72,35.44,6704,200,12.9,12.8,0.15,"EN","CIRO",135,1.0122920227
"439",29,137.45,1300,51.25,-12.38,12.17,35.43,6059,200,13.1,12.8,0.15,"EN","CIRO",136,1.26887669294962
"440",69,214.4,1500,51.23,-12.75,13.88,35.33,6306,200,13.3,12.5,0.15,"EN","CIRO",137,1.59905689213661
"441",14,13.29,470,51.75,-14.73,15.07,35.34,6303,200,12.4,12.3,0.15,"EN","CIRO",144,1.6548107033809
"442",22,22.19,375,51.73,-14.35,19.52,35.31,6012,200,12.5,12.4,0.15,"EN","CIRO",147,1.56576894864408
"443",29,29.5,380,51.73,-14.08,20.92,35.27,5884,200,12.3,12.3,0.15,"EN","CIRO",148,1.53285921901067
"444",54,59.55,450,51.75,-13.85,22.32,35.34,5498,200,12.3,12.4,0.15,"EN","CIRO",149,1.51758482408936
"445",84,82.04,590,51.73,-13.62,23.63,35.38,6289,200,12.5,12.5,0.15,"EN","CIRO",150,1.55355543434146
"446",46,43.92,790,51.73,-13.37,1.03,35.32,5943,200,12.4,11.9,0.15,"EN","CIRO",151,1.58161108431332
"447",67,226.99,1000,51.73,-13.12,2.45,35.3,5859,200,12.7,12.7,0.15,"EN","CIRO",152,1.44044892833853
"448",66,288.36,1200,51.73,-12.88,3.87,35.32,4799,200,12.7,12.6,0.15,"EN","CIRO",153,1.28118012144414
"449",53,301.44,1300,51.75,-12.62,5.27,35.27,5332,201,12.6,12.6,0.15,"EN","CIRO",154,1.11875145741572
"450",50,132.6,1300,51.75,-12.38,6.63,35.39,5654,200,12.6,12.6,0.15,"EN","CIRO",155,1.00450571322261
"451",37,202.84,1000,51.73,-12.12,8.03,35.35,6503,200,12.6,12.6,0.15,"EN","CIRO",156,0.799855259440353
"452",43,143.54,710,51.75,-11.88,9.45,35.37,5965,200,12.8,12.7,0.15,"EN","CIRO",157,0.585732300488631
"453",36,76.81,350,51.73,-11.62,10.88,35.44,6291,200,12.8,12.7,0.15,"EN","CIRO",158,0.370994498962896
"454",46,49.1,210,51.73,-11.35,12.4,35.43,5903,200,12.9,12.7,0.15,"EN","CIRO",159,0.136148667367191
"455",15,16.32,183,51.75,-11.1,13.85,35.43,5353,178,13.1,13,0.15,"EN","CIRO",160,0.0911692878701427
